primary_key,codes,Sex,year,No
12576,11C131107,F,2019,39
12577,11C131108,MF,1989,515
12578,11C131108,MF,1999,311
12579,11C131108,MF,2009,136
12580,11C131108,MF,2019,135
12581,11C131108,M,1989,263
12582,11C131108,M,1999,160
12583,11C131108,M,2009,70
12584,11C131108,M,2019,72
12585,11C131108,F,1989,252
12586,11C131108,F,1999,151
12587,11C131108,F,2009,66
12588,11C131108,F,2019,63
12589,11C131109,MF,1989,685
12590,11C131109,MF,1999,393
12591,11C131109,MF,2009,211
12592,11C131109,MF,2019,131
12593,11C131109,M,1989,357
12594,11C131109,M,1999,200
12595,11C131109,M,2009,108
12596,11C131109,M,2019,73
12597,11C131109,F,1989,328
12598,11C131109,F,1999,193
12599,11C131109,F,2009,103
12600,11C131109,F,2019,58
12601,11C131110,MF,1989,180
12602,11C131110,MF,1999,101
12603,11C131110,MF,2009,49
12604,11C131110,MF,2019,41
12605,11C131110,M,1989,101
12606,11C131110,M,1999,51
12607,11C131110,M,2009,24
12608,11C131110,M,2019,19
12609,11C131110,F,1989,79
12610,11C131110,F,1999,50
12611,11C131110,F,2009,25
12612,11C131110,F,2019,22
12613,11C131112,MF,1989,387
12614,11C131112,MF,1999,151
12615,11C131112,MF,2009,123
12616,11C131112,MF,2019,118
12617,11C131112,M,1989,188
12618,11C131112,M,1999,73
12619,11C131112,M,2009,62
12620,11C131112,M,2019,59
12621,11C131112,F,1989,199
12622,11C131112,F,1999,78
12623,11C131112,F,2009,61
12624,11C131112,F,2019,59
12625,11C131113,MF,1989,641
12626,11C131113,MF,1999,210
12627,11C131113,MF,2009,114
12628,11C131113,MF,2019,92
12629,11C131113,M,1989,324
12630,11C131113,M,1999,105
12631,11C131113,M,2009,58
12632,11C131113,M,2019,50
12633,11C131113,F,1989,317
12634,11C131113,F,1999,105
12635,11C131113,F,2009,56
12636,11C131113,F,2019,42
12637,11C131141,MF,1989,657
12638,11C131141,MF,1999,257
12639,11C131141,MF,2009,120
12640,11C131141,MF,2019,82
12641,11C131141,M,1989,311
12642,11C131141,M,1999,134
12643,11C131141,M,2009,60
12644,11C131141,M,2019,40
12645,11C131141,F,1989,346
12646,11C131141,F,1999,123
12647,11C131141,F,2009,60
12648,11C131141,F,2019,42
12649,11C131115,MF,1989,578
12650,11C131115,MF,1999,174
12651,11C131115,MF,2009,109
12652,11C131115,MF,2019,48
12653,11C131115,M,1989,282
12654,11C131115,M,1999,85
12655,11C131115,M,2009,54
12656,11C131115,M,2019,23
12657,11C131115,F,1989,296
12658,11C131115,F,1999,89
12659,11C131115,F,2009,55
12660,11C131115,F,2019,25
12661,11C131142,MF,1989,812
12662,11C131142,MF,1999,448
12663,11C131142,MF,2009,282
12664,11C131142,MF,2019,313
12665,11C131142,M,1989,413
12666,11C131142,M,1999,228
12667,11C131142,M,2009,146
12668,11C131142,M,2019,175
12669,11C131142,F,1989,399
12670,11C131142,F,1999,220
12671,11C131142,F,2009,136
12672,11C131142,F,2019,138
12673,11C131140,MF,1989,730
12674,11C131140,MF,1999,283
12675,11C131140,MF,2009,166
12676,11C131140,MF,2019,125
12677,11C131140,M,1989,399
12678,11C131140,M,1999,150
12679,11C131140,M,2009,80
12680,11C131140,M,2019,64
12681,11C131140,F,1989,331
12682,11C131140,F,1999,133
12683,11C131140,F,2009,86
12684,11C131140,F,2019,61
12685,11C131121,MF,1989,387
12686,11C131121,MF,1999,131
12687,11C131121,MF,2009,132
12688,11C131121,MF,2019,38
12689,11C131121,M,1989,185
12690,11C131121,M,1999,64
12691,11C131121,M,2009,59
12692,11C131121,M,2019,18
12693,11C131121,F,1989,202
12694,11C131121,F,1999,67
12695,11C131121,F,2009,73
12696,11C131121,F,2019,20
12697,11C131122,MF,1989,612
12698,11C131122,MF,1999,198
12699,11C131122,MF,2009,191
12700,11C131122,MF,2019,183
12701,11C131122,M,1989,329
12702,11C131122,M,1999,100
12703,11C131122,M,2009,94
12704,11C131122,M,2019,103
12705,11C131122,F,1989,283
12706,11C131122,F,1999,98
12707,11C131122,F,2009,97
12708,11C131122,F,2019,80
12709,11C131139,MF,1989,2032
12710,11C131139,MF,1999,921
12711,11C131139,MF,2009,566
12712,11C131139,MF,2019,306
12713,11C131139,M,1989,1030
12714,11C131139,M,1999,470
12715,11C131139,M,2009,287
12716,11C131139,M,2019,169
12717,11C131139,F,1989,1002
12718,11C131139,F,1999,451
12719,11C131139,F,2009,279
12720,11C131139,F,2019,137
12721,11C131125,MF,1989,376
12722,11C131125,MF,1999,130
12723,11C131125,MF,2009,106
12724,11C131125,MF,2019,53
12725,11C131125,M,1989,174
12726,11C131125,M,1999,66
12727,11C131125,M,2009,51
12728,11C131125,M,2019,27
12729,11C131125,F,1989,202
12730,11C131125,F,1999,64
12731,11C131125,F,2009,55
12732,11C131125,F,2019,26
12733,11C131128,MF,1989,460
12734,11C131128,MF,1999,164
12735,11C131128,MF,2009,65
12736,11C131128,MF,2019,76
12737,11C131128,M,1989,243
12738,11C131128,M,1999,84
12739,11C131128,M,2009,31
12740,11C131128,M,2019,38
12741,11C131128,F,1989,217
12742,11C131128,F,1999,80
12743,11C131128,F,2009,34
12744,11C131128,F,2019,38
12745,11C131132,MF,1989,372
12746,11C131132,MF,1999,226
12747,11C131132,MF,2009,92
12748,11C131132,MF,2019,78
12749,11C131132,M,1989,187
12750,11C131132,M,1999,109
12751,11C131132,M,2009,50
12752,11C131132,M,2019,39
12753,11C131132,F,1989,185
12754,11C131132,F,1999,117
12755,11C131132,F,2009,42
12756,11C131132,F,2019,39
12757,11C131133,MF,1989,733
12758,11C131133,MF,1999,474
12759,11C131133,MF,2009,203
12760,11C131133,MF,2019,171
12761,11C131133,M,1989,356
12762,11C131133,M,1999,233
12763,11C131133,M,2009,96
12764,11C131133,M,2019,82
12765,11C131133,F,1989,377
12766,11C131133,F,1999,241
12767,11C131133,F,2009,107
12768,11C131133,F,2019,89
12769,11C131129,MF,1989,549
12770,11C131129,MF,1999,198
12771,11C131129,MF,2009,147
12772,11C131129,MF,2019,72
12773,11C131129,M,1989,295
12774,11C131129,M,1999,101
12775,11C131129,M,2009,77
12776,11C131129,M,2019,40
12777,11C131129,F,1989,254
12778,11C131129,F,1999,97
12779,11C131129,F,2009,70
12780,11C131129,F,2019,32
12781,11C131138,MF,1989,205
12782,11C131138,MF,1999,72
12783,11C131138,MF,2009,15
12784,11C131138,MF,2019,8
12785,11C131138,M,1989,111
12786,11C131138,M,1999,36
12787,11C131138,M,2009,7
12788,11C131138,M,2019,3
12789,11C131138,F,1989,94
12790,11C131138,F,1999,36
12791,11C131138,F,2009,8
12792,11C131138,F,2019,5
12793,11C131134,MF,1989,52
12794,11C131134,MF,1999,15
12795,11C131134,MF,2009,5
12796,11C131134,MF,2019,12
12797,11C131134,M,1989,28
12798,11C131134,M,1999,8
12799,11C131134,M,2009,3
12800,11C131134,M,2019,6
12801,11C131134,F,1989,24
12802,11C131134,F,1999,7
12803,11C131134,F,2009,2
12804,11C131134,F,2019,6
12805,11C131143,MF,1989,790
12806,11C131143,MF,1999,317
12807,11C131143,MF,2009,237
12808,11C131143,MF,2019,146
12809,11C131143,M,1989,399
12810,11C131143,M,1999,154
12811,11C131143,M,2009,113
12812,11C131143,M,2019,72
12813,11C131143,F,1989,391
12814,11C131143,F,1999,163
12815,11C131143,F,2009,124
12816,11C131143,F,2019,74
12817,11C131136,MF,1989,399
12818,11C131136,MF,1999,166
12819,11C131136,MF,2009,104
12820,11C131136,MF,2019,43
12821,11C131136,M,1989,194
12822,11C131136,M,1999,81
12823,11C131136,M,2009,48
12824,11C131136,M,2019,22
12825,11C131136,F,1989,205
12826,11C131136,F,1999,85
12827,11C131136,F,2009,56
12828,11C131136,F,2019,21
12829,11C1813,MF,1989,8056
12830,11C1813,MF,1999,4171
12831,11C1813,MF,2009,2669
12832,11C1813,MF,2019,3084
12833,11C1813,M,1989,4106
12834,11C1813,M,1999,2104
12835,11C1813,M,2009,1344
12836,11C1813,M,2019,1570
12837,11C1813,F,1989,3950
12838,11C1813,F,1999,2067
12839,11C1813,F,2009,1325
12840,11C1813,F,2019,1514
12841,11C181302,MF,1989,740
12842,11C181302,MF,1999,524
12843,11C181302,MF,2009,310
12844,11C181302,MF,2019,305
12845,11C181302,M,1989,375
12846,11C181302,M,1999,257
12847,11C181302,M,2009,152
12848,11C181302,M,2019,149
12849,11C181302,F,1989,365
12850,11C181302,F,1999,267
12851,11C181302,F,2009,158
12852,11C181302,F,2019,156
12853,11C181303,MF,1989,571
12854,11C181303,MF,1999,250
12855,11C181303,MF,2009,207
12856,11C181303,MF,2019,239
12857,11C181303,M,1989,294
12858,11C181303,M,1999,128
12859,11C181303,M,2009,105
12860,11C181303,M,2019,119
12861,11C181303,F,1989,277
12862,11C181303,F,1999,122
12863,11C181303,F,2009,102
12864,11C181303,F,2019,120
12865,11C181310,MF,1989,664
12866,11C181310,MF,1999,317
12867,11C181310,MF,2009,171
12868,11C181310,MF,2019,249
12869,11C181310,M,1989,327
12870,11C181310,M,1999,158
12871,11C181310,M,2009,85
12872,11C181310,M,2019,133
12873,11C181310,F,1989,337
12874,11C181310,F,1999,159
12875,11C181310,F,2009,86
12876,11C181310,F,2019,116
12877,11C181311,MF,1989,1289
12878,11C181311,MF,1999,761
12879,11C181311,MF,2009,466
12880,11C181311,MF,2019,426
12881,11C181311,M,1989,657
12882,11C181311,M,1999,376
12883,11C181311,M,2009,227
12884,11C181311,M,2019,221
12885,11C181311,F,1989,632
12886,11C181311,F,1999,385
12887,11C181311,F,2009,239
12888,11C181311,F,2019,205
12889,11C181312,MF,1989,681
12890,11C181312,MF,1999,203
12891,11C181312,MF,2009,145
12892,11C181312,MF,2019,180
12893,11C181312,M,1989,349
12894,11C181312,M,1999,108
12895,11C181312,M,2009,68
12896,11C181312,M,2019,92
12897,11C181312,F,1989,332
12898,11C181312,F,1999,95
12899,11C181312,F,2009,77
12900,11C181312,F,2019,88
12901,11C181313,MF,1989,624
12902,11C181313,MF,1999,389
12903,11C181313,MF,2009,176
12904,11C181313,MF,2019,222
12905,11C181313,M,1989,329
12906,11C181313,M,1999,202
12907,11C181313,M,2009,94
12908,11C181313,M,2019,109
12909,11C181313,F,1989,295
12910,11C181313,F,1999,187
12911,11C181313,F,2009,82
12912,11C181313,F,2019,113
12913,11C181314,MF,1989,1061
12914,11C181314,MF,1999,576
12915,11C181314,MF,2009,436
12916,11C181314,MF,2019,469
12917,11C181314,M,1989,556
12918,11C181314,M,1999,278
12919,11C181314,M,2009,218
12920,11C181314,M,2019,234
12921,11C181314,F,1989,505
12922,11C181314,F,1999,298
12923,11C181314,F,2009,218
12924,11C181314,F,2019,235
12925,11C181316,MF,1989,909
12926,11C181316,MF,1999,360
12927,11C181316,MF,2009,328
12928,11C181316,MF,2019,402
12929,11C181316,M,1989,475
12930,11C181316,M,1999,191
12931,11C181316,M,2009,173
12932,11C181316,M,2019,209
12933,11C181316,F,1989,434
12934,11C181316,F,1999,169
12935,11C181316,F,2009,155
12936,11C181316,F,2019,193
12937,11C181317,MF,1989,371
12938,11C181317,MF,1999,231
12939,11C181317,MF,2009,145
12940,11C181317,MF,2019,210
12941,11C181317,M,1989,182
12942,11C181317,M,1999,119
12943,11C181317,M,2009,74
12944,11C181317,M,2019,108
12945,11C181317,F,1989,189
12946,11C181317,F,1999,112
12947,11C181317,F,2009,71
12948,11C181317,F,2019,102
12949,11C181318,MF,1989,582
12950,11C181318,MF,1999,266
12951,11C181318,MF,2009,159
12952,11C181318,MF,2019,244
12953,11C181318,M,1989,292
12954,11C181318,M,1999,143
12955,11C181318,M,2009,81
12956,11C181318,M,2019,130
12957,11C181318,F,1989,290
12958,11C181318,F,1999,123
12959,11C181318,F,2009,78
12960,11C181318,F,2019,114
12961,11C181319,MF,1989,564
12962,11C181319,MF,1999,294
12963,11C181319,MF,2009,126
12964,11C181319,MF,2019,138
12965,11C181319,M,1989,270
12966,11C181319,M,1999,144
12967,11C181319,M,2009,67
12968,11C181319,M,2019,66
12969,11C181319,F,1989,294
12970,11C181319,F,1999,150
12971,11C181319,F,2009,59
12972,11C181319,F,2019,72
12973,11D,MF,1989,119506
12974,11D,MF,1999,87922
12975,11D,MF,2009,63812
12976,11D,MF,2019,56652
12977,11D,M,1989,60434
12978,11D,M,1999,44198
12979,11D,M,2009,32121
12980,11D,M,2019,29023
12981,11D,F,1989,59072
12982,11D,F,1999,43724
12983,11D,F,2009,31691
12984,11D,F,2019,27629
12985,11D1701,MF,1989,10844
12986,11D1701,MF,1999,8353
12987,11D1701,MF,2009,5647
12988,11D1701,MF,2019,5214
12989,11D1701,M,1989,5547
12990,11D1701,M,1999,4237
12991,11D1701,M,2009,2865
12992,11D1701,M,2019,2716
12993,11D1701,F,1989,5297
12994,11D1701,F,1999,4116
12995,11D1701,F,2009,2782
12996,11D1701,F,2019,2498
12997,11D170101,MF,1989,1243
12998,11D170101,MF,1999,834
12999,11D170101,MF,2009,610
13000,11D170101,MF,2019,702
13001,11D170101,M,1989,648
13002,11D170101,M,1999,428
13003,11D170101,M,2009,314
13004,11D170101,M,2019,368
13005,11D170101,F,1989,595
13006,11D170101,F,1999,406
13007,11D170101,F,2009,296
13008,11D170101,F,2019,334
13009,11D170107,MF,1989,869
13010,11D170107,MF,1999,729
13011,11D170107,MF,2009,510
13012,11D170107,MF,2019,576
13013,11D170107,M,1989,424
13014,11D170107,M,1999,370
13015,11D170107,M,2009,250
13016,11D170107,M,2019,292
13017,11D170107,F,1989,445
13018,11D170107,F,1999,359
13019,11D170107,F,2009,260
13020,11D170107,F,2019,284
13021,11D170108,MF,1989,531
13022,11D170108,MF,1999,390
13023,11D170108,MF,2009,235
13024,11D170108,MF,2019,240
13025,11D170108,M,1989,261
13026,11D170108,M,1999,198
13027,11D170108,M,2009,119
13028,11D170108,M,2019,128
13029,11D170108,F,1989,270
13030,11D170108,F,1999,192
13031,11D170108,F,2009,116
13032,11D170108,F,2019,112
13033,11D170109,MF,1989,70
13034,11D170109,MF,1999,8
13035,11D170109,MF,2009,9
13036,11D170109,MF,2019,39
13037,11D170109,M,1989,34
13038,11D170109,M,1999,3
13039,11D170109,M,2009,4
13040,11D170109,M,2019,20
13041,11D170109,F,1989,36
13042,11D170109,F,1999,5
13043,11D170109,F,2009,5
13044,11D170109,F,2019,19
13045,11D170112,MF,1989,1636
13046,11D170112,MF,1999,1180
13047,11D170112,MF,2009,659
13048,11D170112,MF,2019,789
13049,11D170112,M,1989,837
13050,11D170112,M,1999,622
13051,11D170112,M,2009,337
13052,11D170112,M,2019,430
13053,11D170112,F,1989,799
13054,11D170112,F,1999,558
13055,11D170112,F,2009,322
13056,11D170112,F,2019,359
13057,11D170113,MF,1989,452
13058,11D170113,MF,1999,318
13059,11D170113,MF,2009,224
13060,11D170113,MF,2019,233
13061,11D170113,M,1989,232
13062,11D170113,M,1999,160
13063,11D170113,M,2009,114
13064,11D170113,M,2019,121
13065,11D170113,F,1989,220
13066,11D170113,F,1999,158
13067,11D170113,F,2009,110
13068,11D170113,F,2019,112
13069,11D170114,MF,1989,905
13070,11D170114,MF,1999,747
13071,11D170114,MF,2009,435
13072,11D170114,MF,2019,339
13073,11D170114,M,1989,471
13074,11D170114,M,1999,386
13075,11D170114,M,2009,227
13076,11D170114,M,2019,173
13077,11D170114,F,1989,434
13078,11D170114,F,1999,361
13079,11D170114,F,2009,208
13080,11D170114,F,2019,166
13081,11D170120,MF,1989,1196
13082,11D170120,MF,1999,1024
13083,11D170120,MF,2009,828
13084,11D170120,MF,2019,540
13085,11D170120,M,1989,594
13086,11D170120,M,1999,511
13087,11D170120,M,2009,432
13088,11D170120,M,2019,279
13089,11D170120,F,1989,602
13090,11D170120,F,1999,513
13091,11D170120,F,2009,396
13092,11D170120,F,2019,261
13093,11D170121,MF,1989,666
13094,11D170121,MF,1999,705
13095,11D170121,MF,2009,605
13096,11D170121,MF,2019,488
13097,11D170121,M,1989,342
13098,11D170121,M,1999,333
13099,11D170121,M,2009,312
13100,11D170121,M,2019,242
13101,11D170121,F,1989,324
13102,11D170121,F,1999,372
13103,11D170121,F,2009,293
13104,11D170121,F,2019,246
13105,11D170122,MF,1989,517
13106,11D170122,MF,1999,336
13107,11D170122,MF,2009,192
13108,11D170122,MF,2019,194
13109,11D170122,M,1989,263
13110,11D170122,M,1999,162
13111,11D170122,M,2009,90
13112,11D170122,M,2019,102
13113,11D170122,F,1989,254
13114,11D170122,F,1999,174
13115,11D170122,F,2009,102
13116,11D170122,F,2019,92
13117,11D170123,MF,1989,499
13118,11D170123,MF,1999,459
13119,11D170123,MF,2009,266
13120,11D170123,MF,2019,205
13121,11D170123,M,1989,264
13122,11D170123,M,1999,234
13123,11D170123,M,2009,130
13124,11D170123,M,2019,104
13125,11D170123,F,1989,235
13126,11D170123,F,1999,225
13127,11D170123,F,2009,136
13128,11D170123,F,2019,101
13129,11D170116,MF,1989,548
13130,11D170116,MF,1999,330
13131,11D170116,MF,2009,239
13132,11D170116,MF,2019,175
13133,11D170116,M,1989,286
13134,11D170116,M,1999,168
13135,11D170116,M,2009,122
13136,11D170116,M,2019,86
13137,11D170116,F,1989,262
13138,11D170116,F,1999,162
13139,11D170116,F,2009,117
13140,11D170116,F,2019,89
13141,11D170117,MF,1989,631
13142,11D170117,MF,1999,446
13143,11D170117,MF,2009,242
13144,11D170117,MF,2019,179
13145,11D170117,M,1989,329
13146,11D170117,M,1999,216
13147,11D170117,M,2009,120
13148,11D170117,M,2019,99
13149,11D170117,F,1989,302
13150,11D170117,F,1999,230
13151,11D170117,F,2009,122
13152,11D170117,F,2019,80
13153,11D170118,MF,1989,1081
13154,11D170118,MF,1999,847
13155,11D170118,MF,2009,593
13156,11D170118,MF,2019,515
13157,11D170118,M,1989,562
13158,11D170118,M,1999,446
13159,11D170118,M,2009,294
13160,11D170118,M,2019,272
13161,11D170118,F,1989,519
13162,11D170118,F,1999,401
13163,11D170118,F,2009,299
13164,11D170118,F,2019,243
13165,11D1801,MF,1989,5907
13166,11D1801,MF,1999,3734
13167,11D1801,MF,2009,2850
13168,11D1801,MF,2019,2547
13169,11D1801,M,1989,3013
13170,11D1801,M,1999,1874
13171,11D1801,M,2009,1434
13172,11D1801,M,2019,1308
13173,11D1801,F,1989,2894
13174,11D1801,F,1999,1860
13175,11D1801,F,2009,1416
13176,11D1801,F,2019,1239
13177,11D180101,MF,1989,343
13178,11D180101,MF,1999,233
13179,11D180101,MF,2009,142
13180,11D180101,MF,2019,207
13181,11D180101,M,1989,171
13182,11D180101,M,1999,115
13183,11D180101,M,2009,69
13184,11D180101,M,2019,110
13185,11D180101,F,1989,172
13186,11D180101,F,1999,118
13187,11D180101,F,2009,73
13188,11D180101,F,2019,97
13189,11D180120,MF,1989,735
13190,11D180120,MF,1999,428
13191,11D180120,MF,2009,421
13192,11D180120,MF,2019,322
13193,11D180120,M,1989,366
13194,11D180120,M,1999,212
13195,11D180120,M,2009,219
13196,11D180120,M,2019,175
13197,11D180120,F,1989,369
13198,11D180120,F,1999,216
13199,11D180120,F,2009,202
13200,11D180120,F,2019,147
13201,11D180104,MF,1989,288
13202,11D180104,MF,1999,202
13203,11D180104,MF,2009,168
13204,11D180104,MF,2019,139
13205,11D180104,M,1989,156
13206,11D180104,M,1999,95
13207,11D180104,M,2009,74
13208,11D180104,M,2019,72
13209,11D180104,F,1989,132
13210,11D180104,F,1999,107
13211,11D180104,F,2009,94
13212,11D180104,F,2019,67
13213,11D180106,MF,1989,306
13214,11D180106,MF,1999,185
13215,11D180106,MF,2009,137
13216,11D180106,MF,2019,124
13217,11D180106,M,1989,169
13218,11D180106,M,1999,100
13219,11D180106,M,2009,74
13220,11D180106,M,2019,65
13221,11D180106,F,1989,137
13222,11D180106,F,1999,85
13223,11D180106,F,2009,63
13224,11D180106,F,2019,59
13225,11D180107,MF,1989,574
13226,11D180107,MF,1999,388
13227,11D180107,MF,2009,303
13228,11D180107,MF,2019,342
13229,11D180107,M,1989,295
13230,11D180107,M,1999,200
13231,11D180107,M,2009,150
13232,11D180107,M,2019,173
13233,11D180107,F,1989,279
13234,11D180107,F,1999,188
13235,11D180107,F,2009,153
13236,11D180107,F,2019,169
13237,11D180109,MF,1989,349
13238,11D180109,MF,1999,222
13239,11D180109,MF,2009,129
13240,11D180109,MF,2019,139
13241,11D180109,M,1989,185
13242,11D180109,M,1999,110
13243,11D180109,M,2009,61
13244,11D180109,M,2019,68
13245,11D180109,F,1989,164
13246,11D180109,F,1999,112
13247,11D180109,F,2009,68
13248,11D180109,F,2019,71
13249,11D180110,MF,1989,338
13250,11D180110,MF,1999,266
13251,11D180110,MF,2009,130
13252,11D180110,MF,2019,158
13253,11D180110,M,1989,169
13254,11D180110,M,1999,134
13255,11D180110,M,2009,68
13256,11D180110,M,2019,84
13257,11D180110,F,1989,169
13258,11D180110,F,1999,132
13259,11D180110,F,2009,62
13260,11D180110,F,2019,74
13261,11D180111,MF,1989,129
13262,11D180111,MF,1999,92
13263,11D180111,MF,2009,145
13264,11D180111,MF,2019,120
13265,11D180111,M,1989,63
13266,11D180111,M,1999,50
13267,11D180111,M,2009,78
13268,11D180111,M,2019,64
13269,11D180111,F,1989,66
13270,11D180111,F,1999,42
13271,11D180111,F,2009,67
13272,11D180111,F,2019,56
13273,11D180114,MF,1989,706
13274,11D180114,MF,1999,360
13275,11D180114,MF,2009,257
13276,11D180114,MF,2019,182
13277,11D180114,M,1989,346
13278,11D180114,M,1999,179
13279,11D180114,M,2009,128
13280,11D180114,M,2019,95
13281,11D180114,F,1989,360
13282,11D180114,F,1999,181
13283,11D180114,F,2009,129
13284,11D180114,F,2019,87
13285,11D180115,MF,1989,564
13286,11D180115,MF,1999,297
13287,11D180115,MF,2009,187
13288,11D180115,MF,2019,124
13289,11D180115,M,1989,274
13290,11D180115,M,1999,153
13291,11D180115,M,2009,90
13292,11D180115,M,2019,65
13293,11D180115,F,1989,290
13294,11D180115,F,1999,144
13295,11D180115,F,2009,97
13296,11D180115,F,2019,59
13297,11D180121,MF,1989,323
13298,11D180121,MF,1999,183
13299,11D180121,MF,2009,147
13300,11D180121,MF,2019,87
13301,11D180121,M,1989,180
13302,11D180121,M,1999,95
13303,11D180121,M,2009,71
13304,11D180121,M,2019,50
13305,11D180121,F,1989,143
13306,11D180121,F,1999,88
13307,11D180121,F,2009,76
13308,11D180121,F,2019,37
13309,11D180122,MF,1989,456
13310,11D180122,MF,1999,245
13311,11D180122,MF,2009,174
13312,11D180122,MF,2019,132
13313,11D180122,M,1989,236
13314,11D180122,M,1999,126
13315,11D180122,M,2009,94
13316,11D180122,M,2019,64
13317,11D180122,F,1989,220
13318,11D180122,F,1999,119
13319,11D180122,F,2009,80
13320,11D180122,F,2019,68
13321,11D180123,MF,1989,512
13322,11D180123,MF,1999,393
13323,11D180123,MF,2009,332
13324,11D180123,MF,2019,304
13325,11D180123,M,1989,252
13326,11D180123,M,1999,190
13327,11D180123,M,2009,166
13328,11D180123,M,2019,151
13329,11D180123,F,1989,260
13330,11D180123,F,1999,203
13331,11D180123,F,2009,166
13332,11D180123,F,2019,153
13333,11D180118,MF,1989,284
13334,11D180118,MF,1999,240
13335,11D180118,MF,2009,178
13336,11D180118,MF,2019,167
13337,11D180118,M,1989,151
13338,11D180118,M,1999,115
13339,11D180118,M,2009,92
13340,11D180118,M,2019,72
