primary_key,codes,age,year,No
14048,119030915,45 - 54 years,2019,13
14049,119030915,55 - 64 years,1989,35
14050,119030915,55 - 64 years,1999,13
14051,119030915,55 - 64 years,2009,13
14052,119030915,55 - 64 years,2019,12
14053,119030915,65 and more years,1989,38
14054,119030915,65 and more years,1999,21
14055,119030915,65 and more years,2009,9
14056,119030915,65 and more years,2019,15
14057,119030917,Total,1989,273
14058,119030917,Total,1999,152
14059,119030917,Total,2009,130
14060,119030917,Total,2019,76
14061,119030917,16 - 24 years,1989,121
14062,119030917,16 - 24 years,1999,52
14063,119030917,16 - 24 years,2009,29
14064,119030917,16 - 24 years,2019,4
14065,119030917,25 - 34 years,1989,34
14066,119030917,25 - 34 years,1999,17
14067,119030917,25 - 34 years,2009,17
14068,119030917,25 - 34 years,2019,4
14069,119030917,35 - 44 years,1989,13
14070,119030917,35 - 44 years,1999,26
14071,119030917,35 - 44 years,2009,13
14072,119030917,35 - 44 years,2019,6
14073,119030917,45 - 54 years,1989,32
14074,119030917,45 - 54 years,1999,12
14075,119030917,45 - 54 years,2009,29
14076,119030917,45 - 54 years,2019,11
14077,119030917,55 - 64 years,1989,39
14078,119030917,55 - 64 years,1999,19
14079,119030917,55 - 64 years,2009,13
14080,119030917,55 - 64 years,2019,24
14081,119030917,65 and more years,1989,34
14082,119030917,65 and more years,1999,26
14083,119030917,65 and more years,2009,29
14084,119030917,65 and more years,2019,27
14085,119030919,Total,1989,291
14086,119030919,Total,1999,85
14087,119030919,Total,2009,49
14088,119030919,Total,2019,68
14089,119030919,16 - 24 years,1989,121
14090,119030919,16 - 24 years,1999,26
14091,119030919,16 - 24 years,2009,10
14092,119030919,16 - 24 years,2019,14
14093,119030919,25 - 34 years,1989,37
14094,119030919,25 - 34 years,1999,11
14095,119030919,25 - 34 years,2009,3
14096,119030919,25 - 34 years,2019,5
14097,119030919,35 - 44 years,1989,16
14098,119030919,35 - 44 years,1999,13
14099,119030919,35 - 44 years,2009,3
14100,119030919,35 - 44 years,2019,5
14101,119030919,45 - 54 years,1989,34
14102,119030919,45 - 54 years,1999,6
14103,119030919,45 - 54 years,2009,12
14104,119030919,45 - 54 years,2019,11
14105,119030919,55 - 64 years,1989,45
14106,119030919,55 - 64 years,1999,10
14107,119030919,55 - 64 years,2009,5
14108,119030919,55 - 64 years,2019,21
14109,119030919,65 and more years,1989,38
14110,119030919,65 and more years,1999,19
14111,119030919,65 and more years,2009,16
14112,119030919,65 and more years,2019,12
14113,119030921,Total,1989,297
14114,119030921,Total,1999,201
14115,119030921,Total,2009,52
14116,119030921,Total,2019,146
14117,119030921,16 - 24 years,1989,125
14118,119030921,16 - 24 years,1999,60
14119,119030921,16 - 24 years,2009,1
14120,119030921,16 - 24 years,2019,24
14121,119030921,25 - 34 years,1989,28
14122,119030921,25 - 34 years,1999,30
14123,119030921,25 - 34 years,2009,3
14124,119030921,25 - 34 years,2019,10
14125,119030921,35 - 44 years,1989,29
14126,119030921,35 - 44 years,1999,26
14127,119030921,35 - 44 years,2009,3
14128,119030921,35 - 44 years,2019,17
14129,119030921,45 - 54 years,1989,37
14130,119030921,45 - 54 years,1999,17
14131,119030921,45 - 54 years,2009,13
14132,119030921,45 - 54 years,2019,26
14133,119030921,55 - 64 years,1989,45
14134,119030921,55 - 64 years,1999,29
14135,119030921,55 - 64 years,2009,15
14136,119030921,55 - 64 years,2019,27
14137,119030921,65 and more years,1989,33
14138,119030921,65 and more years,1999,39
14139,119030921,65 and more years,2009,17
14140,119030921,65 and more years,2019,42
14141,119030922,Total,1989,160
14142,119030922,Total,1999,79
14143,119030922,Total,2009,27
14144,119030922,Total,2019,31
14145,119030922,16 - 24 years,1989,70
14146,119030922,16 - 24 years,1999,29
14147,119030922,16 - 24 years,2009,8
14148,119030922,16 - 24 years,2019,5
14149,119030922,25 - 34 years,1989,10
14150,119030922,25 - 34 years,1999,11
14151,119030922,25 - 34 years,2009,2
14152,119030922,25 - 34 years,2019,3
14153,119030922,35 - 44 years,1989,12
14154,119030922,35 - 44 years,1999,7
14155,119030922,35 - 44 years,2009,6
14156,119030922,35 - 44 years,2019,2
14157,119030922,45 - 54 years,1989,33
14158,119030922,45 - 54 years,1999,9
14159,119030922,45 - 54 years,2009,6
14160,119030922,45 - 54 years,2019,6
14161,119030922,55 - 64 years,1989,10
14162,119030922,55 - 64 years,1999,11
14163,119030922,55 - 64 years,2009,4
14164,119030922,55 - 64 years,2019,6
14165,119030922,65 and more years,1989,25
14166,119030922,65 and more years,1999,12
14167,119030922,65 and more years,2009,1
14168,119030922,65 and more years,2019,9
14169,119030923,Total,1989,138
14170,119030923,Total,1999,120
14171,119030923,Total,2009,90
14172,119030923,Total,2019,64
14173,119030923,16 - 24 years,1989,55
14174,119030923,16 - 24 years,1999,42
14175,119030923,16 - 24 years,2009,22
14176,119030923,16 - 24 years,2019,2
14177,119030923,25 - 34 years,1989,10
14178,119030923,25 - 34 years,1999,12
14179,119030923,25 - 34 years,2009,9
14180,119030923,25 - 34 years,2019,4
14181,119030923,35 - 44 years,1989,14
14182,119030923,35 - 44 years,1999,18
14183,119030923,35 - 44 years,2009,7
14184,119030923,35 - 44 years,2019,7
14185,119030923,45 - 54 years,1989,15
14186,119030923,45 - 54 years,1999,16
14187,119030923,45 - 54 years,2009,19
14188,119030923,45 - 54 years,2019,16
14189,119030923,55 - 64 years,1989,20
14190,119030923,55 - 64 years,1999,14
14191,119030923,55 - 64 years,2009,13
14192,119030923,55 - 64 years,2019,16
14193,119030923,65 and more years,1989,24
14194,119030923,65 and more years,1999,18
14195,119030923,65 and more years,2009,20
14196,119030923,65 and more years,2019,19
14197,119030924,Total,1989,566
14198,119030924,Total,1999,334
14199,119030924,Total,2009,172
14200,119030924,Total,2019,153
14201,119030924,16 - 24 years,1989,248
14202,119030924,16 - 24 years,1999,111
14203,119030924,16 - 24 years,2009,23
14204,119030924,16 - 24 years,2019,12
14205,119030924,25 - 34 years,1989,38
14206,119030924,25 - 34 years,1999,32
14207,119030924,25 - 34 years,2009,24
14208,119030924,25 - 34 years,2019,8
14209,119030924,35 - 44 years,1989,46
14210,119030924,35 - 44 years,1999,23
14211,119030924,35 - 44 years,2009,18
14212,119030924,35 - 44 years,2019,22
14213,119030924,45 - 54 years,1989,67
14214,119030924,45 - 54 years,1999,41
14215,119030924,45 - 54 years,2009,20
14216,119030924,45 - 54 years,2019,29
14217,119030924,55 - 64 years,1989,79
14218,119030924,55 - 64 years,1999,40
14219,119030924,55 - 64 years,2009,31
14220,119030924,55 - 64 years,2019,22
14221,119030924,65 and more years,1989,88
14222,119030924,65 and more years,1999,87
14223,119030924,65 and more years,2009,56
14224,119030924,65 and more years,2019,60
14225,119030925,Total,1989,502
14226,119030925,Total,1999,278
14227,119030925,Total,2009,156
14228,119030925,Total,2019,152
14229,119030925,16 - 24 years,1989,212
14230,119030925,16 - 24 years,1999,96
14231,119030925,16 - 24 years,2009,22
14232,119030925,16 - 24 years,2019,21
14233,119030925,25 - 34 years,1989,33
14234,119030925,25 - 34 years,1999,27
14235,119030925,25 - 34 years,2009,12
14236,119030925,25 - 34 years,2019,10
14237,119030925,35 - 44 years,1989,50
14238,119030925,35 - 44 years,1999,27
14239,119030925,35 - 44 years,2009,16
14240,119030925,35 - 44 years,2019,10
14241,119030925,45 - 54 years,1989,59
14242,119030925,45 - 54 years,1999,45
14243,119030925,45 - 54 years,2009,29
14244,119030925,45 - 54 years,2019,23
14245,119030925,55 - 64 years,1989,71
14246,119030925,55 - 64 years,1999,34
14247,119030925,55 - 64 years,2009,31
14248,119030925,55 - 64 years,2019,30
14249,119030925,65 and more years,1989,77
14250,119030925,65 and more years,1999,49
14251,119030925,65 and more years,2009,46
14252,119030925,65 and more years,2019,58
14253,119030926,Total,1989,247
14254,119030926,Total,1999,113
14255,119030926,Total,2009,62
14256,119030926,Total,2019,37
14257,119030926,16 - 24 years,1989,116
14258,119030926,16 - 24 years,1999,32
14259,119030926,16 - 24 years,2009,14
14260,119030926,16 - 24 years,2019,
14261,119030926,25 - 34 years,1989,32
14262,119030926,25 - 34 years,1999,16
14263,119030926,25 - 34 years,2009,6
14264,119030926,25 - 34 years,2019,1
14265,119030926,35 - 44 years,1989,11
14266,119030926,35 - 44 years,1999,12
14267,119030926,35 - 44 years,2009,8
14268,119030926,35 - 44 years,2019,7
14269,119030926,45 - 54 years,1989,21
14270,119030926,45 - 54 years,1999,4
14271,119030926,45 - 54 years,2009,5
14272,119030926,45 - 54 years,2019,7
14273,119030926,55 - 64 years,1989,41
14274,119030926,55 - 64 years,1999,11
14275,119030926,55 - 64 years,2009,8
14276,119030926,55 - 64 years,2019,10
14277,119030926,65 and more years,1989,26
14278,119030926,65 and more years,1999,38
14279,119030926,65 and more years,2009,21
14280,119030926,65 and more years,2019,12
14281,119030927,Total,1989,185
14282,119030927,Total,1999,107
14283,119030927,Total,2009,93
14284,119030927,Total,2019,98
14285,119030927,16 - 24 years,1989,73
14286,119030927,16 - 24 years,1999,31
14287,119030927,16 - 24 years,2009,20
14288,119030927,16 - 24 years,2019,16
14289,119030927,25 - 34 years,1989,13
14290,119030927,25 - 34 years,1999,11
14291,119030927,25 - 34 years,2009,8
14292,119030927,25 - 34 years,2019,8
14293,119030927,35 - 44 years,1989,19
14294,119030927,35 - 44 years,1999,14
14295,119030927,35 - 44 years,2009,8
14296,119030927,35 - 44 years,2019,11
14297,119030927,45 - 54 years,1989,32
14298,119030927,45 - 54 years,1999,6
14299,119030927,45 - 54 years,2009,16
14300,119030927,45 - 54 years,2019,10
14301,119030927,55 - 64 years,1989,26
14302,119030927,55 - 64 years,1999,20
14303,119030927,55 - 64 years,2009,14
14304,119030927,55 - 64 years,2019,25
14305,119030927,65 and more years,1989,22
14306,119030927,65 and more years,1999,25
14307,119030927,65 and more years,2009,27
14308,119030927,65 and more years,2019,28
14309,119030930,Total,1989,355
14310,119030930,Total,1999,225
14311,119030930,Total,2009,114
14312,119030930,Total,2019,86
14313,119030930,16 - 24 years,1989,156
14314,119030930,16 - 24 years,1999,85
14315,119030930,16 - 24 years,2009,24
14316,119030930,16 - 24 years,2019,4
14317,119030930,25 - 34 years,1989,41
14318,119030930,25 - 34 years,1999,21
14319,119030930,25 - 34 years,2009,14
14320,119030930,25 - 34 years,2019,8
14321,119030930,35 - 44 years,1989,32
14322,119030930,35 - 44 years,1999,29
14323,119030930,35 - 44 years,2009,8
14324,119030930,35 - 44 years,2019,9
14325,119030930,45 - 54 years,1989,35
14326,119030930,45 - 54 years,1999,28
14327,119030930,45 - 54 years,2009,17
14328,119030930,45 - 54 years,2019,12
14329,119030930,55 - 64 years,1989,47
14330,119030930,55 - 64 years,1999,26
14331,119030930,55 - 64 years,2009,22
14332,119030930,55 - 64 years,2019,26
14333,119030930,65 and more years,1989,44
14334,119030930,65 and more years,1999,36
14335,119030930,65 and more years,2009,29
14336,119030930,65 and more years,2019,27
14337,119030931,Total,1989,407
14338,119030931,Total,1999,294
14339,119030931,Total,2009,126
14340,119030931,Total,2019,204
14341,119030931,16 - 24 years,1989,175
14342,119030931,16 - 24 years,1999,104
14343,119030931,16 - 24 years,2009,15
14344,119030931,16 - 24 years,2019,26
14345,119030931,25 - 34 years,1989,38
14346,119030931,25 - 34 years,1999,36
14347,119030931,25 - 34 years,2009,22
14348,119030931,25 - 34 years,2019,11
14349,119030931,35 - 44 years,1989,39
14350,119030931,35 - 44 years,1999,30
14351,119030931,35 - 44 years,2009,6
14352,119030931,35 - 44 years,2019,28
14353,119030931,45 - 54 years,1989,53
14354,119030931,45 - 54 years,1999,34
14355,119030931,45 - 54 years,2009,21
14356,119030931,45 - 54 years,2019,42
14357,119030931,55 - 64 years,1989,40
14358,119030931,55 - 64 years,1999,42
14359,119030931,55 - 64 years,2009,31
14360,119030931,55 - 64 years,2019,31
14361,119030931,65 and more years,1989,62
14362,119030931,65 and more years,1999,48
14363,119030931,65 and more years,2009,31
14364,119030931,65 and more years,2019,66
14365,119030932,Total,1989,539
14366,119030932,Total,1999,295
14367,119030932,Total,2009,66
14368,119030932,Total,2019,62
14369,119030932,16 - 24 years,1989,247
14370,119030932,16 - 24 years,1999,93
14371,119030932,16 - 24 years,2009,11
14372,119030932,16 - 24 years,2019,12
14373,119030932,25 - 34 years,1989,34
14374,119030932,25 - 34 years,1999,31
14375,119030932,25 - 34 years,2009,6
14376,119030932,25 - 34 years,2019,6
14377,119030932,35 - 44 years,1989,62
14378,119030932,35 - 44 years,1999,25
14379,119030932,35 - 44 years,2009,9
14380,119030932,35 - 44 years,2019,6
14381,119030932,45 - 54 years,1989,52
14382,119030932,45 - 54 years,1999,47
14383,119030932,45 - 54 years,2009,10
14384,119030932,45 - 54 years,2019,13
14385,119030932,55 - 64 years,1989,81
14386,119030932,55 - 64 years,1999,36
14387,119030932,55 - 64 years,2009,19
14388,119030932,55 - 64 years,2019,8
14389,119030932,65 and more years,1989,63
14390,119030932,65 and more years,1999,63
14391,119030932,65 and more years,2009,11
14392,119030932,65 and more years,2019,17
14393,119030933,Total,1989,372
14394,119030933,Total,1999,150
14395,119030933,Total,2009,101
14396,119030933,Total,2019,76
14397,119030933,16 - 24 years,1989,173
14398,119030933,16 - 24 years,1999,37
14399,119030933,16 - 24 years,2009,13
14400,119030933,16 - 24 years,2019,5
14401,119030933,25 - 34 years,1989,23
14402,119030933,25 - 34 years,1999,12
14403,119030933,25 - 34 years,2009,9
14404,119030933,25 - 34 years,2019,4
14405,119030933,35 - 44 years,1989,22
14406,119030933,35 - 44 years,1999,12
14407,119030933,35 - 44 years,2009,9
14408,119030933,35 - 44 years,2019,4
14409,119030933,45 - 54 years,1989,39
14410,119030933,45 - 54 years,1999,18
14411,119030933,45 - 54 years,2009,16
14412,119030933,45 - 54 years,2019,10
14413,119030933,55 - 64 years,1989,76
14414,119030933,55 - 64 years,1999,21
14415,119030933,55 - 64 years,2009,16
14416,119030933,55 - 64 years,2019,22
14417,119030933,65 and more years,1989,39
14418,119030933,65 and more years,1999,50
14419,119030933,65 and more years,2009,38
14420,119030933,65 and more years,2019,31
14421,119030934,Total,1989,626
14422,119030934,Total,1999,306
14423,119030934,Total,2009,195
14424,119030934,Total,2019,322
14425,119030934,16 - 24 years,1989,306
14426,119030934,16 - 24 years,1999,96
14427,119030934,16 - 24 years,2009,36
14428,119030934,16 - 24 years,2019,49
14429,119030934,25 - 34 years,1989,49
14430,119030934,25 - 34 years,1999,43
14431,119030934,25 - 34 years,2009,21
14432,119030934,25 - 34 years,2019,20
14433,119030934,35 - 44 years,1989,49
14434,119030934,35 - 44 years,1999,27
14435,119030934,35 - 44 years,2009,21
14436,119030934,35 - 44 years,2019,40
14437,119030934,45 - 54 years,1989,79
14438,119030934,45 - 54 years,1999,35
14439,119030934,45 - 54 years,2009,29
14440,119030934,45 - 54 years,2019,82
14441,119030934,55 - 64 years,1989,62
14442,119030934,55 - 64 years,1999,53
14443,119030934,55 - 64 years,2009,30
14444,119030934,55 - 64 years,2019,50
14445,119030934,65 and more years,1989,81
14446,119030934,65 and more years,1999,52
14447,119030934,65 and more years,2009,58
14448,119030934,65 and more years,2019,81
14449,119030935,Total,1989,499
14450,119030935,Total,1999,296
14451,119030935,Total,2009,149
14452,119030935,Total,2019,153
14453,119030935,16 - 24 years,1989,217
14454,119030935,16 - 24 years,1999,102
14455,119030935,16 - 24 years,2009,28
14456,119030935,16 - 24 years,2019,4
14457,119030935,25 - 34 years,1989,48
14458,119030935,25 - 34 years,1999,32
14459,119030935,25 - 34 years,2009,12
14460,119030935,25 - 34 years,2019,5
14461,119030935,35 - 44 years,1989,41
14462,119030935,35 - 44 years,1999,23
14463,119030935,35 - 44 years,2009,10
14464,119030935,35 - 44 years,2019,15
14465,119030935,45 - 54 years,1989,69
14466,119030935,45 - 54 years,1999,33
14467,119030935,45 - 54 years,2009,23
14468,119030935,45 - 54 years,2019,33
14469,119030935,55 - 64 years,1989,59
14470,119030935,55 - 64 years,1999,59
14471,119030935,55 - 64 years,2009,28
14472,119030935,55 - 64 years,2019,27
14473,119030935,65 and more years,1989,65
14474,119030935,65 and more years,1999,47
14475,119030935,65 and more years,2009,48
14476,119030935,65 and more years,2019,69
14477,119030929,Total,1989,290
14478,119030929,Total,1999,108
14479,119030929,Total,2009,53
14480,119030929,Total,2019,76
14481,119030929,16 - 24 years,1989,117
14482,119030929,16 - 24 years,1999,29
14483,119030929,16 - 24 years,2009,
14484,119030929,16 - 24 years,2019,16
14485,119030929,25 - 34 years,1989,31
14486,119030929,25 - 34 years,1999,12
14487,119030929,25 - 34 years,2009,2
14488,119030929,25 - 34 years,2019,3
14489,119030929,35 - 44 years,1989,14
14490,119030929,35 - 44 years,1999,13
14491,119030929,35 - 44 years,2009,8
14492,119030929,35 - 44 years,2019,7
14493,119030929,45 - 54 years,1989,29
14494,119030929,45 - 54 years,1999,7
14495,119030929,45 - 54 years,2009,11
14496,119030929,45 - 54 years,2019,15
14497,119030929,55 - 64 years,1989,48
14498,119030929,55 - 64 years,1999,19
14499,119030929,55 - 64 years,2009,6
14500,119030929,55 - 64 years,2019,19
14501,119030929,65 and more years,1989,51
14502,119030929,65 and more years,1999,28
14503,119030929,65 and more years,2009,26
14504,119030929,65 and more years,2019,16
14505,1190311,Total,1989,7600
14506,1190311,Total,1999,4399
14507,1190311,Total,2009,2792
14508,1190311,Total,2019,2096
14509,1190311,16 - 24 years,1989,2977
14510,1190311,16 - 24 years,1999,1300
14511,1190311,16 - 24 years,2009,539
14512,1190311,16 - 24 years,2019,311
14513,1190311,25 - 34 years,1989,670
14514,1190311,25 - 34 years,1999,480
14515,1190311,25 - 34 years,2009,333
14516,1190311,25 - 34 years,2019,171
