primary_key,codes,legal_form,year,area_ha
22240,11E040526,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22241,11E040528,Natural person (sole holder),1989,743
22242,11E040528,Natural person (sole holder),1999,490
22243,11E040528,Natural person (sole holder),2009,516
22244,11E040528,Natural person (sole holder),2019,606
22245,11E040528,Group of natural persons (group holding),1989,
22246,11E040528,Group of natural persons (group holding),1999,
22247,11E040528,Group of natural persons (group holding),2009,29
22248,11E040528,Group of natural persons (group holding),2019,36
22249,11E040528,Fallow land comissions,1989,
22250,11E040528,Fallow land comissions,1999,
22251,11E040528,Fallow land comissions,2009,
22252,11E040528,Fallow land comissions,2019,
22253,11E040528,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22254,11E040528,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22255,11E040528,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22256,11E040528,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22257,11E040530,Natural person (sole holder),1989,1872
22258,11E040530,Natural person (sole holder),1999,1484
22259,11E040530,Natural person (sole holder),2009,1237
22260,11E040530,Natural person (sole holder),2019,1774
22261,11E040530,Group of natural persons (group holding),1989,
22262,11E040530,Group of natural persons (group holding),1999,
22263,11E040530,Group of natural persons (group holding),2009,
22264,11E040530,Group of natural persons (group holding),2019,
22265,11E040530,Fallow land comissions,1989,
22266,11E040530,Fallow land comissions,1999,
22267,11E040530,Fallow land comissions,2009,
22268,11E040530,Fallow land comissions,2019,
22269,11E040530,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22270,11E040530,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22271,11E040530,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22272,11E040530,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22273,11E040539,Natural person (sole holder),1989,1750
22274,11E040539,Natural person (sole holder),1999,1576
22275,11E040539,Natural person (sole holder),2009,1147
22276,11E040539,Natural person (sole holder),2019,1606
22277,11E040539,Group of natural persons (group holding),1989,75
22278,11E040539,Group of natural persons (group holding),1999,
22279,11E040539,Group of natural persons (group holding),2009,
22280,11E040539,Group of natural persons (group holding),2019,136
22281,11E040539,Fallow land comissions,1989,
22282,11E040539,Fallow land comissions,1999,
22283,11E040539,Fallow land comissions,2009,
22284,11E040539,Fallow land comissions,2019,
22285,11E040539,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22286,11E040539,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,1
22287,11E040539,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,1
22288,11E040539,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,1
22289,11E040540,Natural person (sole holder),1989,852
22290,11E040540,Natural person (sole holder),1999,576
22291,11E040540,Natural person (sole holder),2009,655
22292,11E040540,Natural person (sole holder),2019,771
22293,11E040540,Group of natural persons (group holding),1989,
22294,11E040540,Group of natural persons (group holding),1999,
22295,11E040540,Group of natural persons (group holding),2009,
22296,11E040540,Group of natural persons (group holding),2019,
22297,11E040540,Fallow land comissions,1989,
22298,11E040540,Fallow land comissions,1999,
22299,11E040540,Fallow land comissions,2009,
22300,11E040540,Fallow land comissions,2019,
22301,11E040540,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22302,11E040540,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22303,11E040540,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22304,11E040540,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,27
22305,11E040541,Natural person (sole holder),1989,1115
22306,11E040541,Natural person (sole holder),1999,849
22307,11E040541,Natural person (sole holder),2009,530
22308,11E040541,Natural person (sole holder),2019,723
22309,11E040541,Group of natural persons (group holding),1989,
22310,11E040541,Group of natural persons (group holding),1999,
22311,11E040541,Group of natural persons (group holding),2009,
22312,11E040541,Group of natural persons (group holding),2019,22
22313,11E040541,Fallow land comissions,1989,
22314,11E040541,Fallow land comissions,1999,
22315,11E040541,Fallow land comissions,2009,
22316,11E040541,Fallow land comissions,2019,
22317,11E040541,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22318,11E040541,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22319,11E040541,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22320,11E040541,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22321,11E040542,Natural person (sole holder),1989,2381
22322,11E040542,Natural person (sole holder),1999,1616
22323,11E040542,Natural person (sole holder),2009,1140
22324,11E040542,Natural person (sole holder),2019,1827
22325,11E040542,Group of natural persons (group holding),1989,
22326,11E040542,Group of natural persons (group holding),1999,
22327,11E040542,Group of natural persons (group holding),2009,
22328,11E040542,Group of natural persons (group holding),2019,17
22329,11E040542,Fallow land comissions,1989,
22330,11E040542,Fallow land comissions,1999,
22331,11E040542,Fallow land comissions,2009,
22332,11E040542,Fallow land comissions,2019,
22333,11E040542,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22334,11E040542,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22335,11E040542,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22336,11E040542,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22337,11E040543,Natural person (sole holder),1989,1167
22338,11E040543,Natural person (sole holder),1999,696
22339,11E040543,Natural person (sole holder),2009,522
22340,11E040543,Natural person (sole holder),2019,628
22341,11E040543,Group of natural persons (group holding),1989,
22342,11E040543,Group of natural persons (group holding),1999,
22343,11E040543,Group of natural persons (group holding),2009,
22344,11E040543,Group of natural persons (group holding),2019,
22345,11E040543,Fallow land comissions,1989,
22346,11E040543,Fallow land comissions,1999,
22347,11E040543,Fallow land comissions,2009,
22348,11E040543,Fallow land comissions,2019,
22349,11E040543,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22350,11E040543,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22351,11E040543,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22352,11E040543,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22353,11E040544,Natural person (sole holder),1989,2443
22354,11E040544,Natural person (sole holder),1999,1710
22355,11E040544,Natural person (sole holder),2009,1625
22356,11E040544,Natural person (sole holder),2019,1937
22357,11E040544,Group of natural persons (group holding),1989,1
22358,11E040544,Group of natural persons (group holding),1999,
22359,11E040544,Group of natural persons (group holding),2009,248
22360,11E040544,Group of natural persons (group holding),2019,445
22361,11E040544,Fallow land comissions,1989,
22362,11E040544,Fallow land comissions,1999,
22363,11E040544,Fallow land comissions,2009,
22364,11E040544,Fallow land comissions,2019,
22365,11E040544,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,1
22366,11E040544,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22367,11E040544,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,1
22368,11E040544,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,3
22369,11E040532,Natural person (sole holder),1989,671
22370,11E040532,Natural person (sole holder),1999,463
22371,11E040532,Natural person (sole holder),2009,599
22372,11E040532,Natural person (sole holder),2019,698
22373,11E040532,Group of natural persons (group holding),1989,
22374,11E040532,Group of natural persons (group holding),1999,
22375,11E040532,Group of natural persons (group holding),2009,
