primary_key,codes,Temp_crop,year,area_ha
3845,11C180405,Total,1989,382
3846,11C180405,Total,1999,149
3847,11C180405,Total,2009,110
3848,11C180405,Total,2019,113
3849,11C180406,Total,1989,618
3850,11C180406,Total,1999,207
3851,11C180406,Total,2009,85
3852,11C180406,Total,2019,42
3853,11C180408,Total,1989,170
3854,11C180408,Total,1999,62
3855,11C180408,Total,2009,38
3856,11C180408,Total,2019,7
3857,11C180409,Total,1989,1411
3858,11C180409,Total,1999,443
3859,11C180409,Total,2009,307
3860,11C180409,Total,2019,188
3861,11C180410,Total,1989,142
3862,11C180410,Total,1999,106
3863,11C180410,Total,2009,96
3864,11C180410,Total,2019,61
3865,11C180412,Total,1989,686
3866,11C180412,Total,1999,390
3867,11C180412,Total,2009,191
3868,11C180412,Total,2019,82
3869,11C180413,Total,1989,638
3870,11C180413,Total,1999,400
3871,11C180413,Total,2009,160
3872,11C180413,Total,2019,64
3873,11C180414,Total,1989,361
3874,11C180414,Total,1999,111
3875,11C180414,Total,2009,99
3876,11C180414,Total,2019,31
3877,11C180415,Total,1989,289
3878,11C180415,Total,1999,129
3879,11C180415,Total,2009,52
3880,11C180415,Total,2019,20
3881,11C180416,Total,1989,563
3882,11C180416,Total,1999,213
3883,11C180416,Total,2009,175
3884,11C180416,Total,2019,52
3885,11C180417,Total,1989,313
3886,11C180417,Total,1999,166
3887,11C180417,Total,2009,84
3888,11C180417,Total,2019,47
3889,11C180418,Total,1989,459
3890,11C180418,Total,1999,127
3891,11C180418,Total,2009,62
3892,11C180418,Total,2019,37
3893,11C1303,Total,1989,6943
3894,11C1303,Total,1999,4474
3895,11C1303,Total,2009,2298
3896,11C1303,Total,2019,1264
3897,11C130301,Total,1989,194
3898,11C130301,Total,1999,155
3899,11C130301,Total,2009,56
3900,11C130301,Total,2019,35
3901,11C130302,Total,1989,304
3902,11C130302,Total,1999,224
3903,11C130302,Total,2009,114
3904,11C130302,Total,2019,57
3905,11C130305,Total,1989,304
3906,11C130305,Total,1999,197
3907,11C130305,Total,2009,85
3908,11C130305,Total,2019,63
3909,11C130306,Total,1989,353
3910,11C130306,Total,1999,235
3911,11C130306,Total,2009,113
3912,11C130306,Total,2019,57
3913,11C130307,Total,1989,377
3914,11C130307,Total,1999,192
3915,11C130307,Total,2009,115
3916,11C130307,Total,2019,37
3917,11C130313,Total,1989,191
3918,11C130313,Total,1999,86
3919,11C130313,Total,2009,36
3920,11C130313,Total,2019,24
3921,11C130314,Total,1989,190
3922,11C130314,Total,1999,97
3923,11C130314,Total,2009,25
3924,11C130314,Total,2019,15
3925,11C130315,Total,1989,229
3926,11C130315,Total,1999,135
3927,11C130315,Total,2009,100
3928,11C130315,Total,2019,57
3929,11C130317,Total,1989,294
3930,11C130317,Total,1999,192
3931,11C130317,Total,2009,143
3932,11C130317,Total,2019,34
3933,11C130318,Total,1989,112
3934,11C130318,Total,1999,108
3935,11C130318,Total,2009,61
3936,11C130318,Total,2019,36
3937,11C130319,Total,1989,84
3938,11C130319,Total,1999,29
3939,11C130319,Total,2009,5
3940,11C130319,Total,2019,13
3941,11C130324,Total,1989,312
3942,11C130324,Total,1999,154
3943,11C130324,Total,2009,107
3944,11C130324,Total,2019,39
3945,11C130334,Total,1989,552
3946,11C130334,Total,1999,323
3947,11C130334,Total,2009,167
3948,11C130334,Total,2019,54
3949,11C130335,Total,1989,1029
3950,11C130335,Total,1999,740
3951,11C130335,Total,2009,366
3952,11C130335,Total,2019,319
3953,11C130336,Total,1989,399
3954,11C130336,Total,1999,315
3955,11C130336,Total,2009,130
3956,11C130336,Total,2019,69
3957,11C130337,Total,1989,270
3958,11C130337,Total,1999,241
3959,11C130337,Total,2009,132
3960,11C130337,Total,2019,41
3961,11C130338,Total,1989,332
3962,11C130338,Total,1999,232
3963,11C130338,Total,2009,121
3964,11C130338,Total,2019,46
3965,11C130339,Total,1989,943
3966,11C130339,Total,1999,568
3967,11C130339,Total,2009,232
3968,11C130339,Total,2019,205
3969,11C130340,Total,1989,222
3970,11C130340,Total,1999,91
3971,11C130340,Total,2009,120
3972,11C130340,Total,2019,23
3973,11C130341,Total,1989,250
3974,11C130341,Total,1999,160
3975,11C130341,Total,2009,71
3976,11C130341,Total,2019,42
3977,11C1305,Total,1989,5296
3978,11C1305,Total,1999,3610
3979,11C1305,Total,2009,2167
3980,11C1305,Total,2019,1476
3981,11C130502,Total,1989,278
3982,11C130502,Total,1999,134
3983,11C130502,Total,2009,110
3984,11C130502,Total,2019,70
3985,11C130504,Total,1989,395
3986,11C130504,Total,1999,314
3987,11C130504,Total,2009,155
3988,11C130504,Total,2019,144
3989,11C130510,Total,1989,277
3990,11C130510,Total,1999,292
3991,11C130510,Total,2009,164
3992,11C130510,Total,2019,156
3993,11C130512,Total,1989,216
3994,11C130512,Total,1999,98
3995,11C130512,Total,2009,86
3996,11C130512,Total,2019,46
3997,11C130513,Total,1989,497
3998,11C130513,Total,1999,248
3999,11C130513,Total,2009,144
4000,11C130513,Total,2019,72
4001,11C130515,Total,1989,232
4002,11C130515,Total,1999,205
4003,11C130515,Total,2009,102
4004,11C130515,Total,2019,61
4005,11C130524,Total,1989,235
4006,11C130524,Total,1999,128
4007,11C130524,Total,2009,49
4008,11C130524,Total,2019,14
4009,11C130525,Total,1989,301
4010,11C130525,Total,1999,203
4011,11C130525,Total,2009,172
4012,11C130525,Total,2019,98
4013,11C130527,Total,1989,471
4014,11C130527,Total,1999,264
4015,11C130527,Total,2009,197
4016,11C130527,Total,2019,109
4017,11C130528,Total,1989,476
4018,11C130528,Total,1999,380
4019,11C130528,Total,2009,228
4020,11C130528,Total,2019,188
4021,11C130529,Total,1989,283
4022,11C130529,Total,1999,188
4023,11C130529,Total,2009,61
4024,11C130529,Total,2019,17
4025,11C130530,Total,1989,412
4026,11C130530,Total,1999,323
4027,11C130530,Total,2009,208
4028,11C130530,Total,2019,60
4029,11C130531,Total,1989,248
4030,11C130531,Total,1999,205
4031,11C130531,Total,2009,103
4032,11C130531,Total,2019,115
4033,11C130532,Total,1989,756
4034,11C130532,Total,1999,572
4035,11C130532,Total,2009,310
4036,11C130532,Total,2019,266
4037,11C130526,Total,1989,222
4038,11C130526,Total,1999,55
4039,11C130526,Total,2009,76
4040,11C130526,Total,2019,60
4041,11C1307,Total,1989,8282
4042,11C1307,Total,1999,4129
4043,11C1307,Total,2009,1939
4044,11C1307,Total,2019,810
4045,11C130732,Total,1989,694
4046,11C130732,Total,1999,182
4047,11C130732,Total,2009,92
4048,11C130732,Total,2019,45
4049,11C130733,Total,1989,384
4050,11C130733,Total,1999,231
4051,11C130733,Total,2009,123
4052,11C130733,Total,2019,49
4053,11C130704,Total,1989,143
4054,11C130704,Total,1999,136
4055,11C130704,Total,2009,45
4056,11C130704,Total,2019,30
4057,11C130734,Total,1989,616
4058,11C130734,Total,1999,260
4059,11C130734,Total,2009,71
4060,11C130734,Total,2019,27
4061,11C130705,Total,1989,194
4062,11C130705,Total,1999,79
4063,11C130705,Total,2009,63
4064,11C130705,Total,2019,16
4065,11C130736,Total,1989,751
4066,11C130736,Total,1999,282
4067,11C130736,Total,2009,102
4068,11C130736,Total,2019,36
4069,11C130737,Total,1989,465
4070,11C130737,Total,1999,230
4071,11C130737,Total,2009,104
4072,11C130737,Total,2019,48
4073,11C130738,Total,1989,679
4074,11C130738,Total,1999,415
4075,11C130738,Total,2009,180
4076,11C130738,Total,2019,95
4077,11C130739,Total,1989,487
4078,11C130739,Total,1999,189
4079,11C130739,Total,2009,85
4080,11C130739,Total,2019,26
4081,11C130735,Total,1989,202
4082,11C130735,Total,1999,68
4083,11C130735,Total,2009,24
4084,11C130735,Total,2019,31
4085,11C130722,Total,1989,830
4086,11C130722,Total,1999,475
4087,11C130722,Total,2009,268
4088,11C130722,Total,2019,113
4089,11C130723,Total,1989,113
4090,11C130723,Total,1999,44
4091,11C130723,Total,2009,37
4092,11C130723,Total,2019,7
4093,11C130724,Total,1989,402
4094,11C130724,Total,1999,174
4095,11C130724,Total,2009,68
4096,11C130724,Total,2019,24
4097,11C130740,Total,1989,895
4098,11C130740,Total,1999,667
4099,11C130740,Total,2009,357
4100,11C130740,Total,2019,151
4101,11C130741,Total,1989,777
4102,11C130741,Total,1999,491
4103,11C130741,Total,2009,231
4104,11C130741,Total,2019,54
4105,11C130730,Total,1989,651
4106,11C130730,Total,1999,205
4107,11C130730,Total,2009,90
4108,11C130730,Total,2019,59
4109,11C1309,Total,1989,3230
4110,11C1309,Total,1999,1998
4111,11C1309,Total,2009,1432
4112,11C1309,Total,2019,921
4113,11C130902,Total,1989,363
4114,11C130902,Total,1999,169
4115,11C130902,Total,2009,157
4116,11C130902,Total,2019,105
4117,11C130904,Total,1989,191
4118,11C130904,Total,1999,215
4119,11C130904,Total,2009,147
4120,11C130904,Total,2019,92
4121,11C130905,Total,1989,488
4122,11C130905,Total,1999,222
4123,11C130905,Total,2009,180
4124,11C130905,Total,2019,89
4125,11C130906,Total,1989,176
4126,11C130906,Total,1999,101
4127,11C130906,Total,2009,91
4128,11C130906,Total,2019,82
4129,11C130917,Total,1989,335
4130,11C130917,Total,1999,194
4131,11C130917,Total,2009,139
4132,11C130917,Total,2019,64
4133,11C130908,Total,1989,210
4134,11C130908,Total,1999,218
4135,11C130908,Total,2009,65
4136,11C130908,Total,2019,27
4137,11C130910,Total,1989,198
4138,11C130910,Total,1999,118
4139,11C130910,Total,2009,101
4140,11C130910,Total,2019,55
4141,11C130918,Total,1989,291
4142,11C130918,Total,1999,137
4143,11C130918,Total,2009,73
4144,11C130918,Total,2019,51
4145,11C130913,Total,1989,198
4146,11C130913,Total,1999,118
4147,11C130913,Total,2009,90
4148,11C130913,Total,2019,78
4149,11C130914,Total,1989,229
4150,11C130914,Total,1999,140
4151,11C130914,Total,2009,66
4152,11C130914,Total,2019,44
4153,11C130919,Total,1989,371
4154,11C130919,Total,1999,261
4155,11C130919,Total,2009,249
4156,11C130919,Total,2019,185
4157,11C130916,Total,1989,179
4158,11C130916,Total,1999,106
4159,11C130916,Total,2009,75
4160,11C130916,Total,2019,49
4161,11C1311,Total,1989,9789
4162,11C1311,Total,1999,4418
4163,11C1311,Total,2009,2448
4164,11C1311,Total,2019,1414
4165,11C131101,Total,1989,587
4166,11C131101,Total,1999,250
4167,11C131101,Total,2009,154
4168,11C131101,Total,2019,86
4169,11C131102,Total,1989,328
4170,11C131102,Total,1999,103
4171,11C131102,Total,2009,51
4172,11C131102,Total,2019,12
4173,11C131103,Total,1989,479
4174,11C131103,Total,1999,231
4175,11C131103,Total,2009,100
4176,11C131103,Total,2019,141
4177,11C131104,Total,1989,258
4178,11C131104,Total,1999,92
4179,11C131104,Total,2009,32
4180,11C131104,Total,2019,20
4181,11C131105,Total,1989,234
4182,11C131105,Total,1999,84
4183,11C131105,Total,2009,84
4184,11C131105,Total,2019,25
4185,11C131106,Total,1989,365
4186,11C131106,Total,1999,105
4187,11C131106,Total,2009,95
4188,11C131106,Total,2019,44
4189,11C131107,Total,1989,233
4190,11C131107,Total,1999,87
4191,11C131107,Total,2009,97
4192,11C131107,Total,2019,29
4193,11C131108,Total,1989,261
4194,11C131108,Total,1999,264
4195,11C131108,Total,2009,65
4196,11C131108,Total,2019,46
4197,11C131109,Total,1989,413
4198,11C131109,Total,1999,285
4199,11C131109,Total,2009,135
4200,11C131109,Total,2019,53
4201,11C131110,Total,1989,168
4202,11C131110,Total,1999,46
4203,11C131110,Total,2009,14
4204,11C131110,Total,2019,5
4205,11C131112,Total,1989,258
4206,11C131112,Total,1999,87
4207,11C131112,Total,2009,95
4208,11C131112,Total,2019,44
4209,11C131113,Total,1989,436
4210,11C131113,Total,1999,122
4211,11C131113,Total,2009,84
4212,11C131113,Total,2019,54
4213,11C131141,Total,1989,437
4214,11C131141,Total,1999,217
4215,11C131141,Total,2009,73
4216,11C131141,Total,2019,55
4217,11C131115,Total,1989,185
4218,11C131115,Total,1999,135
4219,11C131115,Total,2009,70
4220,11C131115,Total,2019,36
4221,11C131142,Total,1989,555
4222,11C131142,Total,1999,302
4223,11C131142,Total,2009,148
4224,11C131142,Total,2019,141
4225,11C131140,Total,1989,553
4226,11C131140,Total,1999,166
4227,11C131140,Total,2009,124
4228,11C131140,Total,2019,34
4229,11C131121,Total,1989,177
4230,11C131121,Total,1999,104
4231,11C131121,Total,2009,44
4232,11C131121,Total,2019,28
4233,11C131122,Total,1989,339
4234,11C131122,Total,1999,208
4235,11C131122,Total,2009,220
4236,11C131122,Total,2019,173
4237,11C131139,Total,1989,1023
4238,11C131139,Total,1999,601
4239,11C131139,Total,2009,274
4240,11C131139,Total,2019,142
4241,11C131125,Total,1989,205
4242,11C131125,Total,1999,71
4243,11C131125,Total,2009,44
4244,11C131125,Total,2019,22
4245,11C131128,Total,1989,193
4246,11C131128,Total,1999,105
4247,11C131128,Total,2009,108
4248,11C131128,Total,2019,64
4249,11C131132,Total,1989,359
4250,11C131132,Total,1999,53
4251,11C131132,Total,2009,42
4252,11C131132,Total,2019,17
4253,11C131133,Total,1989,400
4254,11C131133,Total,1999,231
4255,11C131133,Total,2009,85
4256,11C131133,Total,2019,44
4257,11C131129,Total,1989,484
4258,11C131129,Total,1999,106
4259,11C131129,Total,2009,46
4260,11C131129,Total,2019,19
4261,11C131138,Total,1989,37
4262,11C131138,Total,1999,6
4263,11C131138,Total,2009,3
4264,11C131138,Total,2019,
4265,11C131134,Total,1989,14
4266,11C131134,Total,1999,2
4267,11C131134,Total,2009,1
4268,11C131134,Total,2019,2
4269,11C131143,Total,1989,597
4270,11C131143,Total,1999,237
4271,11C131143,Total,2009,121
4272,11C131143,Total,2019,63
4273,11C131136,Total,1989,210
4274,11C131136,Total,1999,118
4275,11C131136,Total,2009,41
4276,11C131136,Total,2019,14
4277,11C1813,Total,1989,3487
4278,11C1813,Total,1999,1085
4279,11C1813,Total,2009,656
4280,11C1813,Total,2019,445
4281,11C181302,Total,1989,69
4282,11C181302,Total,1999,16
4283,11C181302,Total,2009,
4284,11C181302,Total,2019,3
4285,11C181303,Total,1989,283
4286,11C181303,Total,1999,112
4287,11C181303,Total,2009,84
4288,11C181303,Total,2019,49
4289,11C181310,Total,1989,454
4290,11C181310,Total,1999,117
4291,11C181310,Total,2009,39
4292,11C181310,Total,2019,60
4293,11C181311,Total,1989,662
4294,11C181311,Total,1999,278
4295,11C181311,Total,2009,187
4296,11C181311,Total,2019,71
4297,11C181312,Total,1989,319
4298,11C181312,Total,1999,110
4299,11C181312,Total,2009,64
4300,11C181312,Total,2019,54
4301,11C181313,Total,1989,105
4302,11C181313,Total,1999,40
4303,11C181313,Total,2009,12
4304,11C181313,Total,2019,10
4305,11C181314,Total,1989,367
4306,11C181314,Total,1999,70
4307,11C181314,Total,2009,49
4308,11C181314,Total,2019,21
4309,11C181316,Total,1989,287
4310,11C181316,Total,1999,81
4311,11C181316,Total,2009,52
4312,11C181316,Total,2019,37
4313,11C181317,Total,1989,220
4314,11C181317,Total,1999,97
4315,11C181317,Total,2009,72
4316,11C181317,Total,2019,62
4317,11C181318,Total,1989,278
4318,11C181318,Total,1999,83
4319,11C181318,Total,2009,49
4320,11C181318,Total,2019,44
4321,11C181319,Total,1989,443
4322,11C181319,Total,1999,82
4323,11C181319,Total,2009,49
4324,11C181319,Total,2019,33
4325,11D,Total,1989,35760
4326,11D,Total,1999,16781
4327,11D,Total,2009,9487
4328,11D,Total,2019,5859
4329,11D1701,Total,1989,1082
4330,11D1701,Total,1999,478
4331,11D1701,Total,2009,169
4332,11D1701,Total,2019,192
4333,11D170101,Total,1989,90
4334,11D170101,Total,1999,10
4335,11D170101,Total,2009,1
4336,11D170101,Total,2019,6
4337,11D170107,Total,1989,11
4338,11D170107,Total,1999,9
4339,11D170107,Total,2009,1
4340,11D170107,Total,2019,1
4341,11D170108,Total,1989,34
4342,11D170108,Total,1999,17
4343,11D170108,Total,2009,8
4344,11D170108,Total,2019,1
4345,11D170109,Total,1989,
4346,11D170109,Total,1999,0
4347,11D170109,Total,2009,
4348,11D170109,Total,2019,
4349,11D170112,Total,1989,36
4350,11D170112,Total,1999,9
4351,11D170112,Total,2009,0
4352,11D170112,Total,2019,3
4353,11D170113,Total,1989,12
4354,11D170113,Total,1999,17
4355,11D170113,Total,2009,0
4356,11D170113,Total,2019,0
4357,11D170114,Total,1989,18
4358,11D170114,Total,1999,15
4359,11D170114,Total,2009,2
4360,11D170114,Total,2019,5
4361,11D170120,Total,1989,166
4362,11D170120,Total,1999,35
4363,11D170120,Total,2009,25
4364,11D170120,Total,2019,8
4365,11D170121,Total,1989,3
4366,11D170121,Total,1999,6
4367,11D170121,Total,2009,0
4368,11D170121,Total,2019,1
4369,11D170122,Total,1989,213
4370,11D170122,Total,1999,81
4371,11D170122,Total,2009,19
4372,11D170122,Total,2019,19
4373,11D170123,Total,1989,0
4374,11D170123,Total,1999,1
4375,11D170123,Total,2009,
4376,11D170123,Total,2019,
4377,11D170116,Total,1989,214
4378,11D170116,Total,1999,88
4379,11D170116,Total,2009,36
4380,11D170116,Total,2019,11
4381,11D170117,Total,1989,251
4382,11D170117,Total,1999,155
4383,11D170117,Total,2009,74
4384,11D170117,Total,2019,131
4385,11D170118,Total,1989,36
4386,11D170118,Total,1999,34
4387,11D170118,Total,2009,3
4388,11D170118,Total,2019,5
4389,11D1801,Total,1989,871
4390,11D1801,Total,1999,198
4391,11D1801,Total,2009,72
4392,11D1801,Total,2019,25
4393,11D180101,Total,1989,13
4394,11D180101,Total,1999,3
4395,11D180101,Total,2009,2
4396,11D180101,Total,2019,1
4397,11D180120,Total,1989,80
4398,11D180120,Total,1999,12
4399,11D180120,Total,2009,4
4400,11D180120,Total,2019,1
4401,11D180104,Total,1989,68
4402,11D180104,Total,1999,15
4403,11D180104,Total,2009,7
4404,11D180104,Total,2019,3
4405,11D180106,Total,1989,1
4406,11D180106,Total,1999,
4407,11D180106,Total,2009,
4408,11D180106,Total,2019,
4409,11D180107,Total,1989,35
4410,11D180107,Total,1999,13
4411,11D180107,Total,2009,10
4412,11D180107,Total,2019,14
4413,11D180109,Total,1989,11
4414,11D180109,Total,1999,3
4415,11D180109,Total,2009,1
4416,11D180109,Total,2019,0
4417,11D180110,Total,1989,46
4418,11D180110,Total,1999,4
4419,11D180110,Total,2009,0
4420,11D180110,Total,2019,0
4421,11D180111,Total,1989,53
4422,11D180111,Total,1999,18
4423,11D180111,Total,2009,3
4424,11D180111,Total,2019,
4425,11D180114,Total,1989,204
4426,11D180114,Total,1999,64
4427,11D180114,Total,2009,19
4428,11D180114,Total,2019,1
4429,11D180115,Total,1989,134
4430,11D180115,Total,1999,21
4431,11D180115,Total,2009,5
4432,11D180115,Total,2019,2
4433,11D180121,Total,1989,92
4434,11D180121,Total,1999,22
4435,11D180121,Total,2009,14
4436,11D180121,Total,2019,1
4437,11D180122,Total,1989,81
4438,11D180122,Total,1999,10
4439,11D180122,Total,2009,7
4440,11D180122,Total,2019,1
4441,11D180123,Total,1989,46
4442,11D180123,Total,1999,12
4443,11D180123,Total,2009,1
4444,11D180123,Total,2019,2
4445,11D180118,Total,1989,6
4446,11D180118,Total,1999,2
4447,11D180118,Total,2009,
4448,11D180118,Total,2019,
4449,11D0403,Total,1989,1635
4450,11D0403,Total,1999,1168
4451,11D0403,Total,2009,701
4452,11D0403,Total,2019,314
4453,11D040304,Total,1989,179
4454,11D040304,Total,1999,179
4455,11D040304,Total,2009,115
4456,11D040304,Total,2019,68
4457,11D040306,Total,1989,237
4458,11D040306,Total,1999,252
4459,11D040306,Total,2009,75
4460,11D040306,Total,2019,56
4461,11D040308,Total,1989,72
4462,11D040308,Total,1999,52
4463,11D040308,Total,2009,34
4464,11D040308,Total,2019,7
4465,11D040309,Total,1989,327
4466,11D040309,Total,1999,95
4467,11D040309,Total,2009,81
4468,11D040309,Total,2019,29
4469,11D040311,Total,1989,73
4470,11D040311,Total,1999,25
4471,11D040311,Total,2009,24
4472,11D040311,Total,2019,9
4473,11D040312,Total,1989,20
4474,11D040312,Total,1999,19
4475,11D040312,Total,2009,2
4476,11D040312,Total,2019,1
4477,11D040313,Total,1989,28
4478,11D040313,Total,1999,19
4479,11D040313,Total,2009,16
4480,11D040313,Total,2019,8
4481,11D040314,Total,1989,29
4482,11D040314,Total,1999,14
4483,11D040314,Total,2009,2
4484,11D040314,Total,2019,1
4485,11D040316,Total,1989,23
4486,11D040316,Total,1999,18
4487,11D040316,Total,2009,31
4488,11D040316,Total,2019,17
4489,11D040320,Total,1989,136
4490,11D040320,Total,1999,180
4491,11D040320,Total,2009,128
4492,11D040320,Total,2019,24
4493,11D040321,Total,1989,152
4494,11D040321,Total,1999,150
4495,11D040321,Total,2009,108
4496,11D040321,Total,2019,48
4497,11D040322,Total,1989,27
4498,11D040322,Total,1999,5
4499,11D040322,Total,2009,6
4500,11D040322,Total,2019,1
4501,11D040323,Total,1989,157
