
Statistical table extracted on October 15, 2022 (14:24:24)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
16F100909: Coimbrão;49750,9;
16F100913: Maceira;18342,7;
16F100915: Milagres;91864,1;
16F100921: Regueira de Pontes;51029,2;
16F100932: União das freguesias de Colmeias e Memória;35434;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;17331;
16F100934: União das freguesias de Marrazes e Barosa;44159,9;
16F100935: União das freguesias de Monte Real e Carvide;11946,3;
16F100936: União das freguesias de Monte Redondo e Carreira;19964;
16F100937: União das freguesias de Parceiros e Azoia;6028,3;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;5362,9;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;147870,7;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;41669,8;
16F1010: Marinha Grande;5567,2;
16F101001: Marinha Grande;5910,3;
16F101003: Moita;2243,7;
16F101002: Vieira de Leiria;5642,4;
16F1013: Pedrógão Grande;1702,2;
16F101301: Graça;1563,2;
16F101302: Pedrógão Grande;1790,1;
16F101303: Vila Facaia;1659,5;
16F1015: Pombal;8936,8;
16F101501: Abiul;15294,3;
16F101503: Almagreira;12812,7;
16F101504: Carnide;9940;
16F101505: Carriço;4244,7;
16F101506: Louriçal;9496,3;
16F101515: Meirinhas;8042,3;
16F101508: Pelariga;8410,3;
16F101509: Pombal;8238,3;
16F101510: Redinha;7685,3;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;8891,2;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;5572,7;
16F101513: Vermoil;6783,9;
16F101514: Vila Cã;3745,5;
16F1016: Porto de Mós;30101,3;
16F101602: Alqueidão da Serra;2837,7;
16F101605: Calvaria de Cima;422752;
16F101606: Juncal;20440,9;
16F101608: Mira de Aire;3460,7;
16F101609: Pedreiras;2814,6;
16F101614: Porto de Mós - São João Baptista e São Pedro;21779,3;
16F101610: São Bento;21645,1;
16F101613: Serro Ventoso;9592,7;
16F101615: União das freguesias de Alvados e Alcaria;3210;
16F101616: União das freguesias de Arrimal e Mendiga;5468;
16G: Viseu Dão Lafões;8861,4;
16G0901: Aguiar da Beira;14605,8;
16G090102: Carapito;9878,9;
16G090103: Cortiçada;9835;
16G090105: Dornelas;4409,6;
16G090106: Eirado;20722,7;
16G090107: Forninhos;8703,8;
16G090109: Pena Verde;10652,1;
16G090110: Pinheiro;17618,4;
16G090114: União das freguesias de Aguiar da Beira e Coruche;34162,7;
16G090115: União das freguesias de Sequeiros e Gradiz;16090,3;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;14773,9;
16G1802: Carregal do Sal;5940,6;
16G180201: Beijós;8927,1;
16G180202: Cabanas de Viriato;7899,7;
16G180204: Oliveira do Conde;2941,3;
16G180206: Parada;1725,2;
16G180208: União das freguesias de Currelos, Papízios e Sobral;6279,4;
16G1803: Castro Daire;6199,7;
16G180301: Almofala;4033;
16G180303: Cabril;5149,7;
16G180304: Castro Daire;4274,1;
16G180305: Cujó;2094;
16G180309: Gosende;5977,5;
16G180312: Mões;5006,8;
16G180313: Moledo;11700,1;
16G180314: Monteiras;5276,3;
16G180317: Pepim;3180,3;
16G180319: Pinheiro;3188,1;
16G180322: São Joaninho;2609,2;
16G180323: União das freguesias de Mamouros, Alva e Ribolhos;13528,1;
16G180324: União das freguesias de Mezio e Moura Morta;5118,1;
16G180325: União das freguesias de Parada de Ester e Ester;3797,8;
16G180326: União das freguesias de Picão e Ermida;3288,5;
16G180327: União das freguesias de Reriz e Gafanhão;3322,1;
16G1806: Mangualde;4968;
16G180601: Abrunhosa-a-Velha;13005,1;
16G180602: Alcafache;4312,1;
16G180605: Cunha Baixa;3423,8;
16G180606: Espinho;7254;
16G180607: Fornos de Maceira Dão;3798,8;
16G180608: Freixiosa;1245,7;
16G180614: Quintela de Azurara;13072,6;
16G180616: São João da Fresta;8721,3;
16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;3432,2;
16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;4453;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;6242,4;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);5290,2;
16G1809: Nelas;5523,5;
16G180901: Canas de Senhorim;14368,4;
16G180908: Lapa do Lobo;3119,4;
16G180903: Nelas;4516,5;
16G180905: Senhorim;2723;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;2826,9;
16G180911: União das freguesias de Santar e Moreira;5172,1;
16G180906: Vilar Seco;6707,9;
16G1810: Oliveira de Frades;23037,8;
16G181002: Arcozelo das Maias;14078,7;
16G181005: Pinheiro;22257,6;
16G181007: Ribeiradio;6810,1;
16G181008: São João da Serra;9018,6;
16G181009: São Vicente de Lafões;49642;
16G181013: União das freguesias de Arca e Varzielas;38766,1;
16G181014: União das freguesias de Destriz e Reigoso;14294,9;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;43805,5;
16G1811: Penalva do Castelo;4876,6;
16G181102: Castelo de Penalva;4962,4;
16G181103: Esmolfe;5496,5;
16G181104: Germil;3329,2;
16G181105: Ínsua;4072,1;
16G181106: Lusinde;3554,5;
16G181109: Pindo;4026,8;
16G181110: Real;4744,6;
16G181111: Sezures;6350;
16G181112: Trancozelos;12992,7;
16G181114: União das freguesias de Antas e Matela;4673,6;
16G181115: União das freguesias de Vila Cova do Covelo/Mareco;3136,1;
16G1814: Santa Comba Dão;9880,5;
16G181403: Pinheiro de Ázere;7344;
16G181405: São Joaninho;25863,1;
16G181406: São João de Areias;8681,7;
16G181410: União das freguesias de Ovoa e Vimieiro;14838;
16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;4470,9;
16G181412: União das freguesias de Treixedo e Nagozela;5351,9;
16G1816: São Pedro do Sul;11664,1;
16G181602: Bordonhos;22011,4;
16G181606: Figueiredo de Alva;4369,3;
16G181607: Manhouce;4921,9;
16G181608: Pindelo dos Milagres;24335,5;
16G181609: Pinho;4298;
16G181612: São Félix;11895,9;
16G181615: Serrazes;21790,6;
16G181616: Sul;9395,3;
16G181620: União das freguesias de Carvalhais e Candal;30851,3;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;5182,1;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;4873,9;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;5212,5;
16G181617: Valadares;4772,1;
16G181619: Vila Maior;14205,8;
16G1817: Sátão;8403,4;
16G181702: Avelal;5345,7;
16G181704: Ferreira de Aves;9156;
16G181706: Mioma;4003,8;
16G181707: Rio de Moinhos;5712,6;
16G181709: São Miguel de Vila Boa;4219,2;
16G181710: Sátão;3087;
16G181711: Silvã de Cima;17533,6;
16G181713: União das freguesias de Águas Boas e Forles;12290,6;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;16314,1;
16G1821: Tondela;10936,4;
16G182102: Campo de Besteiros;4197,9;
16G182103: Canas de Santa Maria;13626,6;
16G182105: Castelões;4508,1;
16G182106: Dardavaz;17377,1;
16G182107: Ferreirós do Dão;3803,6;
16G182108: Guardão;139214,8;
16G182109: Lajeosa do Dão;3691,6;
16G182110: Lobão da Beira;9381,8;
16G182111: Molelos;2780,3;
16G182116: Parada de Gonta;5560,1;
16G182118: Santiago de Besteiros;3120,1;
16G182122: Tonda;3026,7;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;11470,7;
16G182128: União das freguesias de Caparrosa e Silvares;5470,1;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;4377,2;
16G182130: União das freguesias de São João do Monte e Mosteirinho;4451,2;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;9842;
16G182132: União das freguesias de Tondela e Nandufe;26797,4;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;9992,3;
16G1822: Vila Nova de Paiva;13216,9;
16G182203: Pendilhe;3932,4;
16G182204: Queiriga;5730,5;
16G182205: Touro;27099,1;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;9822,3;
16G182206: Vila Cova à Coelheira;9958,9;
16G1823: Viseu;4579,1;
16G182301: Abraveses;3841,2;
16G182304: Bodiosa;5522,3;
16G182305: Calde;4297,6;
16G182306: Campo;2801,9;
16G182307: Cavernães;6659,9;
16G182310: Cota;12095,2;
16G182337: Coutos de Viseu;3914;
16G182315: Fragosela;5377,8;
16G182316: Lordosa;5138,6;
16G182318: Mundão;7724,1;
16G182319: Orgens;4982,5;
16G182320: Povolide;9277,2;
16G182321: Ranhados;10553,3;
16G182339: Repeses e São Salvador;19530,3;
16G182322: Ribafeita;2716,4;
16G182323: Rio de Loba;2892;
16G182325: Santos Evos;2703,6;
16G182340: São Cipriano e Vil de Souto;4018,9;
16G182327: São João de Lourosa;3292,9;
16G182329: São Pedro de France;3768,6;
16G182317: Silgueiros;3292,7;
16G182335: União das freguesias de Barreiros e Cepões;4606,1;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;3600,6;
16G182338: Faíl e Vila Chã de Sá;2376,8;
16G182341: Viseu;4074,1;
16G1824: Vouzela;12944,9;
16G182401: Alcofra;7700;
16G182403: Campia;14550,4;
16G182407: Fornelo do Monte;2562,1;
16G182409: Queirã;19816,9;
16G182410: São Miguel do Mato;10109,2;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;21280,6;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;3199,5;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;9305,7;
16G182411: Ventosa;7317,7;
16H: Beira Baixa;9178,1;
16H0502: Castelo Branco;7739,6;
16H050201: Alcains;25667,5;
16H050202: Almaceda;2309,6;
16H050203: Benquerenças;3551,1;
16H050205: Castelo Branco;10985,9;
16H050211: Lardosa;18216,5;
16H050212: Louriçal do Campo;15280,9;
16H050214: Malpica do Tejo;6934,5;
16H050216: Monforte da Beira;11772,4;
16H050220: Salgueiro do Campo;2216,6;
16H050221: Santo André das Tojeiras;1718,2;
16H050222: São Vicente da Beira;4215,8;
16H050223: Sarzedas;3627,5;
16H050225: Tinalhas;9621,5;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;5754,5;
16H050227: União das freguesias de Escalos de Baixo e Mata;12836,7;
16H050228: União das freguesias de Escalos de Cima e Lousa;10285,2;
16H050229: União das freguesias de Freixial e Juncal do Campo;3021,1;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;8580,5;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;11749,3;
16H0505: Idanha-a-Nova;24103,6;
16H050502: Aldeia de Santa Margarida;11424,6;
16H050505: Ladoeiro;16111,2;
16H050506: Medelim;20484,8;
16H050509: Oledo;24467,5;
16H050510: Penha Garcia;13309,6;
16H050511: Proença-a-Velha;21214,1;
16H050512: Rosmaninhal;27488,6;
16H050514: São Miguel de Acha;15542,7;
16H050516: Toulões;10935,3;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;61325,6;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;24924,8;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;10670,4;
16H050521: União das freguesias de Zebreira e Segura;32300,1;
16H0506: Oleiros;2636,3;
16H050601: Álvaro;1507,1;
16H050603: Cambas;2353,9;
16H050613: Estreito-Vilar Barroco;3290,3;
16H050605: Isna;2706,1;
16H050606: Madeirã;1352,1;
16H050607: Mosteiro;1598,2;
16H050614: Oleiros-Amieira;3717;
16H050609: Orvalho;1132,9;
16H050610: Sarnadas de São Simão;2951,2;
16H050611: Sobral;2015,5;
16H0507: Penamacor;7486,9;
16H050704: Aranhas;2592,5;
16H050706: Benquerença;5688;
16H050707: Meimão;6413;
16H050708: Meimoa;8019,3;
16H050710: Penamacor;15094;
16H050711: Salvador;2128,5;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;2758,8;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;6406;
16H050712: Vale da Senhora da Póvoa;3181,7;
16H0508: Proença-a-Nova;2934;
16H050802: Montes da Senhora;2086,8;
16H050805: São Pedro do Esteval;4222,7;
16H050807: União das freguesias de Proença-a-Nova e Peral;3008,5;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;2612,3;
16H0511: Vila Velha de Ródão;4802,9;
16H051101: Fratel;2722,5;
16H051102: Perais;8350,9;
16H051103: Sarnadas de Ródão;2494,9;
16H051104: Vila Velha de Ródão;4570,6;
16I: Médio Tejo;9244,3;
16I1401: Abrantes;7450,3;
16I140104: Bemposta;37964,4;
16I140119: Carvalhal;1267,8;
16I140118: Fontes;1844,4;
16I140105: Martinchel;3137,9;
16I140106: Mouriscas;3082,6;
16I140107: Pego;6402,5;
16I140108: Rio de Moinhos;35484,7;
16I140115: Tramagal;11196,1;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;5194,4;
16I140121: União das freguesias de Aldeia do Mato e Souto;1858,4;
16I140122: União das freguesias de Alvega e Concavada;5988;
16I140123: União das freguesias de São Facundo e Vale das Mós;5742,6;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;3656,9;
16I1402: Alcanena;6031,6;
16I140202: Bugalhos;4218,2;
16I140206: Minde;2940,4;
16I140207: Moitas Venda;7610,6;
16I140208: Monsanto;8051,4;
16I140209: Serra de Santo António;16075,2;
16I140211: União das freguesias de Alcanena e Vila Moreira;5073,8;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;3381,4;
16I1408: Constância;6743,4;
16I140801: Constância;9037,2;
16I140802: Montalvo;3305;
16I140803: Santa Margarida da Coutada;7418,4;
16I1410: Entroncamento;43313,1;
16I141002: Nossa Senhora de Fátima;5023;
16I141001: São João Baptista;56516,6;
16I1411: Ferreira do Zêzere;29654,5;
16I141101: Águas Belas;40807,9;
16I141103: Beco;5162,4;
16I141104: Chãos;1500,9;
16I141106: Ferreira do Zêzere;172265,3;
16I141107: Igreja Nova do Sobral;5468,7;
16I141110: Nossa Senhora do Pranto;54710,3;
16I141111: União das freguesias de Areias e Pias;2501,4;
16I1413: Mação;2683,9;
16I141302: Amêndoa;5224;
16I141303: Cardigos;2529;
16I141304: Carvoeiro;2890;
16I141305: Envendos;3836,9;
16I141307: Ortiga;2039,9;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;2046,4;
16I1421: Ourém;11126,4;
16I142101: Alburitel;2187,4;
16I142102: Atouguia;3114,9;
16I142104: Caxarias;1759,6;
16I142105: Espite;4539,1;
16I142106: Fátima;4845,7;
16I142115: Nossa Senhora da Piedade;5161,6;
16I142111: Nossa Senhora das Misericórdias;7202,7;
16I142113: Seiça;3258,1;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;4909,2;
16I142120: União das freguesias de Gondemaria e Olival;5028,8;
16I142121: União das freguesias de Matas e Cercal;2110,5;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;4436,6;
16I142114: Urqueira;192078,7;
16I1417: Sardoal;3070,5;
16I141701: Alcaravela;1423,9;
16I141702: Santiago de Montalegre;1104,3;
16I141703: Sardoal;4412,1;
16I141704: Valhascos;2012,2;
16I0509: Sertã;2888,1;
16I050901: Cabeçudo;3423,7;
16I050902: Carvalhal;2212,1;
16I050903: Castelo;1447,6;
16I050911: Pedrógão Pequeno;1872,9;
16I050912: Sertã;6799,6;
16I050913: Troviscal;1947,7;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;1453,4;
16I050916: União das freguesias de Cumeada e Marmeleiro;1614;
16I050917: União das freguesias de Ermida e Figueiredo;2290,4;
16I050914: Várzea dos Cavaleiros;2301,6;
16I1418: Tomar;9833,1;
16I141802: Asseiceira;46842;
16I141804: Carregueiros;4675,5;
16I141808: Olalhas;9685,3;
16I141809: Paialvo;14624,9;
16I141814: Sabacheira;3146,7;
16I141813: São Pedro de Tomar;5833,6;
16I141817: União das freguesias de Além da Ribeira e Pedreira;2422,2;
16I141818: União das freguesias de Casais e Alviobeira;3503,8;
16I141819: União das freguesias de Madalena e Beselga;18446,3;
16I141820: União das freguesias de Serra e Junceira;3858,2;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;3691,7;
16I1419: Torres Novas;8118,6;
16I141902: Assentiz;3851,5;
16I141904: Chancelaria;6543;
16I141917: Meia Via;2702,8;
16I141909: Pedrógão;4599,2;
16I141910: Riachos;28072,5;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;7497,2;
16I141919: União das freguesias de Olaia e Paço;12998,3;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);10660,4;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;7966,2;
16I141916: Zibreira;4640,3;
16I0510: Vila de Rei;3443,7;
16I051001: Fundada;1973,2;
16I051002: São João do Peso;1917,8;
16I051003: Vila de Rei;4088,2;
16I1420: Vila Nova da Barquinha;15051,5;
16I142001: Atalaia;6991,5;
16I142002: Praia do Ribatejo;1766,6;
16I142003: Tancos;7162,2;
16I142006: Vila Nova da Barquinha;34642;
16J: Beiras e Serra da Estrela;8940,5;
16J0902: Almeida;14554,4;
16J090203: Almeida;25351,7;
16J090207: Castelo Bom;7954;
16J090209: Freineda;14722,4;
16J090210: Freixo;15138,7;
16J090213: Malhada Sorda;19739,9;
16J090219: Nave de Haver;8122,1;
16J090224: São Pedro de Rio Seco;17001,9;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;15112,1;
16J090231: União das freguesias de Azinhal, Peva e Valverde;10786,3;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;12016,2;
16J090233: União das freguesias de Junça e Naves;13497,7;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;8415,4;
16J090235: União das freguesias de Malpartida e Vale de Coelha;15460,7;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;4503,5;
16J090227: Vale da Mula;42532,5;
16J090229: Vilar Formoso;11081,8;
16J0501: Belmonte;12140;
16J050102: Caria;13492,8;
16J050104: Inguias;9787,6;
16J050105: Maçainhas;7209,4;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;13225,8;
16J0903: Celorico da Beira;8348,4;
16J090302: Baraçal;6740,1;
16J090304: Carrapichana;5487,4;
16J090322: Casas do Soeiro;6017,2;
16J090306: Forno Telheiro;12554,4;
16J090307: Lajeosa do Mondego;8299,3;
16J090308: Linhares;8878,3;
16J090309: Maçal do Chão;10931,7;
16J090310: Mesquitela;11613,1;
16J090311: Minhocal;14706,1;
16J090312: Prados;19107;
16J090314: Ratoeira;4896,7;
16J090323: União das freguesias de Açores e Velosa;6931,7;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;7605,1;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;8103,1;
16J090326: União das freguesias de Rapa e Cadafaz;3957;
16J090318: Vale de Azares;2695,3;
16J0503: Covilhã;13527,4;
16J050302: Aldeia de São Francisco de Assis;824,1;
16J050305: Boidobra;16868,4;
16J050308: Cortes do Meio;6795,5;
16J050309: Dominguizo;4558,8;
16J050310: Erada;5081,6;
16J050311: Ferro;14841,9;
16J050312: Orjais;40003,8;
16J050314: Paul;6540,9;
16J050315: Peraboa;18532,7;
16J050318: São Jorge da Beira;2813,7;
16J050322: Sobral de São Miguel;2406,6;
16J050324: Tortosendo;7737,3;
16J050325: Unhais da Serra;12643,1;
16J050332: União das freguesias de Barco e Coutada;1725,1;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;5750,6;
16J050334: União das freguesias de Casegas e Ourondo;3067,4;
16J050335: União das freguesias de Covilhã e Canhoso;19838,1;
16J050336: União das freguesias de Peso e Vales do Rio;3552,9;
16J050337: União das freguesias de Teixoso e Sarzedo;15006,3;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;27783,6;
16J050327: Verdelhos;11358,4;
16J0904: Figueira de Castelo Rodrigo;9579,4;
16J090403: Castelo Rodrigo;33037;
16J090406: Escalhão;7757;
16J090408: Figueira de Castelo Rodrigo;6839,2;
16J090410: Mata de Lobos;9827,2;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;6546,3;
16J090419: União das freguesias de Almofala e Escarigo;7746,4;
16J090420: União das freguesias de Cinco Vilas e Reigada;13518,6;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;5771,2;
16J090422: União das freguesias do Colmeal e Vilar Torpim;14271,1;
16J090415: Vermiosa;13758,1;
16J0905: Fornos de Algodres;6303,6;
16J090501: Algodres;5404;
16J090502: Casal Vasco;4992,3;
16J090504: Figueiró da Granja;4487,8;
16J090505: Fornos de Algodres;10698,6;
16J090507: Infias;6600,3;
16J090509: Maceira;7374,8;
16J090510: Matança;8509,9;
16J090511: Muxagata;8261,5;
16J090512: Queiriz;4489,2;
16J090517: União das freguesias de Cortiçô e Vila Chã;3541,8;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;5612,8;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;4874,5;
16J0504: Fundão;12180,5;
16J050401: Alcaide;19406,6;
16J050402: Alcaria;12648,3;
16J050403: Alcongosta;30185,2;
16J050406: Alpedrinha;24296,8;
16J050408: Barroca;819,6;
16J050410: Bogas de Cima;2074,5;
16J050411: Capinha;13463,4;
16J050412: Castelejo;9142,8;
16J050413: Castelo Novo;41813,7;
16J050431: Enxames;5315,8;
16J050416: Fatela;9769,4;
16J050419: Lavacolhos;4553;
16J050420: Orca;9716,5;
16J050421: Pêro Viseu;11446,7;
16J050424: Silvares;4058,2;
16J050425: Soalheira;13330,2;
16J050426: Souto da Casa;9087,9;
16J050427: Telhado;7860,1;
16J050432: Três Povos;9402,5;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;11448,3;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;2234,2;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;13542,2;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;14251;
16J0906: Gouveia;6351,3;
16J090602: Arcozelo;8421,2;
16J090603: Cativelos;10125,7;
16J090605: Folgosinho;10904,6;
16J090625: Gouveia;6009,7;
16J090612: Nespereira;4267,9;
16J090613: Paços da Serra;4145,9;
16J090614: Ribamondego;4730,8;
16J090617: São Paio;3978,1;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;4810;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;3724;
16J090626: União das freguesias de Melo e Nabais;8082,3;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;6766,1;
16J090628: União das freguesias de Rio Torto e Lagarinhos;4990,2;
16J090619: Vila Cortês da Serra;7822,1;
16J090620: Vila Franca da Serra;10192,5;
16J090621: Vila Nova de Tazem;4188,3;
16J0907: Guarda;8535,3;
16J090766: Adão;8030,9;
16J090703: Aldeia do Bispo;7261;
16J090704: Aldeia Viçosa;3934,2;
16J090705: Alvendre;10454,8;
16J090706: Arrifana;11024,9;
16J090708: Avelãs da Ribeira;8816;
16J090709: Benespera;12149,5;
16J090711: Casal de Cinza;7490;
16J090712: Castanheira;7617;
16J090713: Cavadoude;5603,4;
16J090714: Codesseiro;5961,4;
16J090716: Faia;15683,8;
16J090717: Famalicão;4056,9;
16J090718: Fernão Joanes;8203,2;
16J090757: Gonçalo;6140,5;
16J090721: Gonçalo Bocas;5028,3;
16J090758: Guarda;11143,5;
16J090759: Jarmelo São Miguel;5756,6;
16J090760: Jarmelo São Pedro;9797,9;
16J090722: João Antão;3134,8;
16J090723: Maçainhas;11671;
16J090724: Marmeleiro;9526,2;
16J090725: Meios;7709,8;
16J090728: Panoias de Cima;13932,7;
16J090729: Pega;10350,3;
16J090730: Pêra do Moço;6044,5;
16J090732: Porto da Carne;3230,1;
16J090734: Ramela;12113,8;
16J090738: Santana da Azinha;9553,3;
16J090744: Sobral da Serra;3249,5;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;6056,7;
16J090762: União de freguesias de Corujeira e Trinta;7946,1;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;4657,2;
16J090764: União de freguesias de Pousade e Albardo;6685,3;
16J090765: União de freguesias de Rochoso e Monte Margarida;9961,1;
16J090746: Vale de Estrela;9948,9;
16J090747: Valhelhas;23062,8;
16J090748: Vela;11487,6;
16J090749: Videmonte;8382,5;
16J090750: Vila Cortês do Mondego;5420,9;
16J090751: Vila Fernando;11791,7;
16J090752: Vila Franca do Deão;8521,1;
16J090753: Vila Garcia;9937;
16J0908: Manteigas;4311,1;
16J090802: Manteigas (Santa Maria);3463,7;
16J090803: Manteigas (São Pedro);5790,6;
16J090801: Sameiro;2673,8;
16J090804: Vale de Amoreira;5831;
16J0909: Mêda;6073,2;
16J090901: Aveloso;5432,4;
16J090902: Barreira;4573,8;
16J090905: Coriscada;6790;
16J090907: Longroiva;7689,7;
16J090908: Marialva;5030;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;5028,4;
16J090912: Poço do Canto;4705,3;
16J090918: Prova e Casteição;5620,3;
16J090914: Rabaçal;8859,2;
16J090915: Ranhados;9654,3;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;5091,7;
16J0910: Pinhel;7744,2;
16J091028: Agregação das freguesias Sul de Pinhel;8222,8;
16J091032: Alto do Palurdo;7608,5;
16J091029: Alverca da Beira/Bouça Cova;6377,8;
16J091009: Ervedosa;6183;
16J091010: Freixedas;8027,9;
16J091012: Lamegal;7322,7;
16J091013: Lameiras;6556;
16J091014: Manigoto;9615,4;
16J091015: Pala;8223,5;
16J091017: Pinhel;6977,9;
16J091018: Pínzio;5235,3;
16J091024: Souro Pires;7183,8;
16J091030: Terras de Massueime;13973,5;
16J091035: União das freguesias de Atalaia e Safurdão;7150,3;
16J091031: Valbom/Bogalhal;11403,3;
16J091033: Vale do Côa;5125,9;
16J091034: Vale do Massueime;7740,7;
16J091027: Vascoveiro;10385,2;
16J0911: Sabugal;7915;
16J091101: Águas Belas;3614,7;
16J091103: Aldeia da Ponte;13923,8;
16J091102: Aldeia do Bispo;8922,7;
16J091106: Aldeia Velha;3485;
16J091107: Alfaiates;5029,5;
16J091109: Baraçal;7716,9;
16J091110: Bendada;7707,8;
16J091111: Bismula;9120,6;
16J091112: Casteleiro;11658,6;
16J091113: Cerdeira;9173,5;
16J091114: Fóios;9123,8;
16J091118: Malcata;2310,9;
16J091120: Nave;3791,3;
16J091123: Quadrazais;10415,8;
16J091124: Quintas de São Bartolomeu;5213,8;
16J091125: Rapoula do Côa;3623;
16J091126: Rebolosa;6902,1;
16J091127: Rendo;4870,3;
16J091133: Sortelha;6007,3;
16J091134: Souto;9877,8;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;17432,8;
16J091142: União das freguesias de Lajeosa e Forcalhos;13362,3;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;8258,6;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;6316,7;
16J091146: União das freguesias de Santo Estêvão e Moita;4757,9;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;6714,1;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;7852,5;
16J091136: Vale de Espinho;11615,9;
16J091138: Vila Boa;6009,2;
16J091139: Vila do Touro;4966,5;
16J0912: Seia;4368,1;
16J091201: Alvoco da Serra;2928,1;
16J091205: Girabolhos;3100;
