
Statistical table extracted on October 11, 2022 (22:38:13)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;11C130319: Revinhade;31;7;19;2;3;
;11C130324: Sendim;101;28;61;6;6;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;342;76;220;23;23;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;443;107;254;37;45;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;209;51;123;26;9;
;11C130337: União das freguesias de Torrados e Sousa;167;50;101;10;6;
;11C130338: União das freguesias de Unhão e Lordelo;184;49;102;21;12;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;530;96;349;42;43;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);82;26;48;5;3;
;11C130341: União das freguesias de Vila Verde e Santão;121;28;84;5;4;
;11C1305: Lousada;1837;481;1096;138;122;
;11C130502: Aveleda;91;15;63;7;6;
;11C130504: Caíde de Rei;106;19;60;11;16;
;11C130510: Lodares;83;15;57;5;6;
;11C130512: Macieira;66;58;2;2;4;
;11C130513: Meinedo;205;35;139;15;16;
;11C130515: Nevogilde;107;17;79;6;5;
;11C130524: Sousela;59;16;33;8;2;
;11C130525: Torno;165;39;100;13;13;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);191;48;120;14;9;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;193;38;128;13;14;
;11C130529: União das freguesias de Figueiras e Covas;72;18;44;5;5;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);170;63;94;9;4;
;11C130531: União das freguesias de Nespereira e Casais;76;21;43;8;4;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;196;32;129;21;14;
;11C130526: Vilar do Torno e Alentém;57;47;5;1;4;
;11C1307: Marco de Canaveses;3543;896;2147;244;256;
;11C130732: Alpendorada, Várzea e Torrão;255;41;171;25;18;
;11C130733: Avessadas e Rosém;160;42;94;11;13;
;11C130704: Banho e Carvalhosa;83;30;39;6;8;
;11C130734: Bem Viver;196;39;138;10;9;
;11C130705: Constance;124;37;71;7;9;
;11C130736: Marco;230;41;138;25;26;
;11C130737: Paredes de Viadores e Manhuncelos;175;39;101;19;16;
;11C130738: Penha Longa e Paços de Gaiolo;403;108;240;40;15;
;11C130739: Sande e São Lourenço do Douro;196;58;116;4;18;
;11C130735: Santo Isidoro e Livração;70;16;41;5;8;
;11C130722: Soalhães;395;136;224;18;17;
;11C130723: Sobretâmega;60;17;38;3;2;
;11C130724: Tabuado;121;27;76;4;14;
;11C130740: Várzea, Aliviada e Folhada;451;127;265;32;27;
;11C130741: Vila Boa de Quires e Maureles;376;94;235;18;29;
;11C130730: Vila Boa do Bispo;248;44;160;17;27;
;11C1309: Paços de Ferreira;1271;224;889;83;75;
;11C130902: Carvalhosa;92;24;58;6;4;
;11C130904: Eiriz;138;17;113;6;2;
;11C130905: Ferreira;156;26;110;11;9;
;11C130906: Figueiró;74;14;41;12;7;
;11C130917: Frazão Arreigada;104;35;56;4;9;
;11C130908: Freamunde;101;14;77;5;5;
;11C130910: Meixomil;92;16;62;9;5;
;11C130918: Paços de Ferreira;85;15;50;12;8;
;11C130913: Penamaior;70;13;46;6;5;
;11C130914: Raimonda;57;5;46;2;4;
;11C130919: Sanfins Lamoso Codessos;215;22;177;8;8;
;11C130916: Seroa;87;23;53;2;9;
;11C1311: Penafiel;4106;1471;2016;312;307;
;11C131101: Abragão;279;97;157;17;8;
;11C131102: Boelhe;105;16;67;7;15;
;11C131103: Bustelo;167;74;49;19;25;
;11C131104: Cabeça Santa;82;21;46;4;11;
;11C131105: Canelas;116;89;14;7;6;
;11C131106: Capela;105;84;12;5;4;
;11C131107: Castelões;79;60;4;8;7;
;11C131108: Croca;136;83;36;3;14;
;11C131109: Duas Igrejas;211;80;112;14;5;
;11C131110: Eja;49;15;24;2;8;
;11C131112: Fonte Arcada;123;88;16;9;10;
;11C131113: Galegos;114;20;68;10;16;
;11C131141: Guilhufe e Urrô;120;21;81;11;7;
;11C131115: Irivo;109;31;57;16;5;
;11C131142: Lagares e Figueira;282;40;201;23;18;
;11C131140: Luzim e Vila Cova;166;51;100;11;4;
;11C131121: Oldrões;132;21;90;12;9;
;11C131122: Paço de Sousa;191;39;111;16;25;
;11C131139: Penafiel;566;178;305;47;36;
;11C131125: Perozelo;106;18;76;3;9;
;11C131128: Rans;65;19;35;8;3;
;11C131132: Recezinhos (São Mamede);92;65;14;4;9;
;11C131133: Recezinhos (São Martinho);203;126;35;23;19;
;11C131129: Rio de Moinhos;147;42;88;10;7;
;11C131138: Rio Mau;15;9;- -;2;4;
;11C131134: Sebolido;5;2;- -;2;1;
;11C131143: Termas de São Vicente;237;60;140;15;22;
;11C131136: Valpedre;104;22;78;4;- -;
;11C1813: Resende;2669;574;1678;206;211;
;11C181302: Barrô;310;75;161;36;38;
;11C181303: Cárquere;207;47;131;11;18;
;11C181310: Paus;171;44;108;7;12;
;11C181311: Resende;466;85;305;46;30;
;11C181312: São Cipriano;145;33;100;4;8;
;11C181313: São João de Fontoura;176;47;109;11;9;
;11C181314: São Martinho de Mouros;436;87;285;32;32;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;328;51;199;40;38;
;11C181317: União das freguesias de Felgueiras e Feirão;145;28;108;3;6;
;11C181318: União das freguesias de Freigil e Miomães;159;40;95;8;16;
;11C181319: União das freguesias de Ovadas e Panchorra;126;37;77;8;4;
;11D: Douro;63812;12123;40108;5965;5616;
;11D1701: Alijó;5647;995;3742;465;445;
;11D170101: Alijó;610;72;452;39;47;
;11D170107: Favaios;510;88;268;79;75;
;11D170108: Pegarinhos;235;38;163;18;16;
;11D170109: Pinhão;9;3;6;- -;- -;
;11D170112: Sanfins do Douro;659;123;435;55;46;
;11D170113: Santa Eugénia;224;28;173;8;15;
;11D170114: São Mamede de Ribatua;435;75;300;25;35;
;11D170120: União das freguesias de Carlão e Amieiro;828;132;554;84;58;
;11D170121: União das freguesias de Castedo e Cotas;605;107;408;38;52;
;11D170122: União das freguesias de Pópulo e Ribalonga;192;41;131;12;8;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;266;44;176;25;21;
;11D170116: Vila Chã;239;43;178;6;12;
;11D170117: Vila Verde;242;73;149;17;3;
;11D170118: Vilar de Maçada;593;128;349;59;57;
;11D1801: Armamar;2850;524;1797;283;246;
;11D180101: Aldeias;142;23;90;14;15;
;11D180120: Armamar;421;54;273;61;33;
;11D180104: Cimbres;168;33;106;18;11;
;11D180106: Folgosa;137;23;83;10;21;
;11D180107: Fontelo;303;78;189;17;19;
;11D180109: Queimada;129;23;81;8;17;
;11D180110: Queimadela;130;32;84;11;3;
;11D180111: Santa Cruz;145;33;92;14;6;
;11D180114: São Cosmado;257;79;156;9;13;
;11D180115: São Martinho das Chãs;187;26;112;31;18;
;11D180121: União das freguesias de Aricera e Goujoim;147;26;91;12;18;
;11D180122: União das freguesias de São Romão e Santiago;174;33;106;20;15;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;332;39;225;38;30;
;11D180118: Vacalar;178;22;109;20;27;
;11D0403: Carrazeda de Ansiães;3823;759;2396;345;323;
;11D040304: Carrazeda de Ansiães;145;17;106;13;9;
;11D040306: Fonte Longa;156;64;77;7;8;
;11D040308: Linhares;417;124;228;32;33;
;11D040309: Marzagão;222;37;141;21;23;
;11D040311: Parambos;229;67;126;14;22;
;11D040312: Pereiros;163;42;91;15;15;
;11D040313: Pinhal do Norte;279;71;174;24;10;
;11D040314: Pombal;281;12;204;40;25;
;11D040316: Seixo de Ansiães;230;44;136;20;30;
;11D040320: União das freguesias de Amedo e Zedes;248;17;204;12;15;
;11D040321: União das freguesias de Belver e Mogo de Malta;158;13;117;15;13;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;463;79;263;59;62;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;459;91;291;42;35;
;11D040318: Vilarinho da Castanheira;373;81;238;31;23;
;11D0404: Freixo de Espada à Cinta;1934;402;1167;173;192;
;11D040404: Ligares;183;36;118;13;16;
;11D040406: Poiares;230;46;140;18;26;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;960;146;607;107;100;
;11D040408: União das freguesias de Lagoaça e Fornos;561;174;302;35;50;
;11D1805: Lamego;4296;676;2716;497;407;
;11D180502: Avões;73;14;42;12;5;
;11D180504: Britiande;236;37;156;18;25;
;11D180505: Cambres;581;62;352;79;88;
;11D180507: Ferreirim;191;46;106;22;17;
;11D180508: Ferreiros de Avões;125;20;73;19;13;
;11D180509: Figueira;218;32;160;17;9;
;11D180510: Lalim;120;24;75;17;4;
;11D180525: Lamego (Almacave e Sé);454;57;272;61;64;
;11D180511: Lazarim;96;21;65;8;2;
;11D180516: Penajóia;571;108;353;61;49;
;11D180517: Penude;140;24;99;17;- -;
;11D180519: Samodães;100;8;68;14;10;
;11D180520: Sande;286;29;186;32;39;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;143;39;79;13;12;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;310;62;206;25;17;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;341;38;221;41;41;
;11D180523: Várzea de Abrunhais;196;36;132;21;7;
;11D180524: Vila Nova de Souto d'El-Rei;115;19;71;20;5;
;11D1704: Mesão Frio;1256;78;906;130;142;
;11D170401: Barqueiros;221;12;168;17;24;
;11D170402: Cidadelhe;98;4;60;17;17;
;11D170408: Mesão Frio (Santo André);270;18;185;30;37;
;11D170403: Oliveira;176;10;127;20;19;
;11D170407: Vila Marim;491;34;366;46;45;
;11D1807: Moimenta da Beira;2567;606;1645;193;123;
;11D180702: Alvite;236;72;139;14;11;
;11D180703: Arcozelos;165;24;100;21;20;
;11D180705: Baldos;76;20;51;3;2;
;11D180706: Cabaços;119;21;92;5;1;
;11D180707: Caria;235;67;146;17;5;
;11D180708: Castelo;158;42;102;9;5;
;11D180709: Leomil;250;37;187;19;7;
;11D180710: Moimenta da Beira;130;28;80;8;14;
;11D180713: Passô;123;33;77;10;3;
;11D180716: Vila da Rua;199;48;123;17;11;
;11D180717: Sarzedo;79;21;49;5;4;
;11D180719: Sever;146;31;102;9;4;
;11D180721: União das freguesias de Paradinha e Nagosa;152;23;92;17;20;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;195;53;123;10;9;
;11D180723: União das freguesias de Peva e Segões;191;60;106;21;4;
;11D180720: Vilar;113;26;76;8;3;
;11D1707: Murça;3386;748;2061;298;279;
;11D170701: Candedo;1033;219;620;96;98;
;11D170703: Fiolhoso;203;57;127;11;8;
;11D170704: Jou;430;134;238;29;29;
;11D170705: Murça;473;68;283;62;60;
;11D170710: União das freguesias de Carva e Vilares;226;74;138;8;6;
;11D170711: União das freguesias de Noura e Palheiros;784;130;508;73;73;
;11D170708: Valongo de Milhais;237;66;147;19;5;
;11D1812: Penedono;1617;366;951;163;137;
;11D181202: Beselga;103;33;53;8;9;
;11D181203: Castainço;126;30;70;13;13;
;11D181207: Penela da Beira;246;46;148;31;21;
;11D181208: Póvoa de Penela;298;77;182;19;20;
;11D181209: Souto;173;28;121;14;10;
;11D181210: União das freguesias de Antas e Ourozinho;203;51;114;21;17;
;11D181211: União das freguesias de Penedono e Granja;468;101;263;57;47;
;11D1708: Peso da Régua;3076;548;1928;283;317;
;11D170802: Fontelas;130;19;68;17;26;
;11D170805: Loureiro;274;50;165;32;27;
;11D170809: Sedielos;303;73;198;17;15;
;11D170813: União das freguesias de Galafura e Covelinhas;733;124;507;49;53;
;11D170814: União das freguesias de Moura Morta e Vinhós;405;83;281;21;20;
;11D170815: União das freguesias de Peso da Régua e Godim;344;35;201;48;60;
;11D170816: União das freguesias de Poiares e Canelas;588;107;330;68;83;
;11D170810: Vilarinho dos Freires;299;57;178;31;33;
;11D1710: Sabrosa;3191;617;1904;322;348;
;11D171001: Celeirós;123;11;64;19;29;
;11D171002: Covas do Douro;263;43;170;21;29;
;11D171004: Gouvinhas;273;34;188;14;37;
;11D171007: Paços;307;86;161;27;33;
;11D171005: Parada de Pinhão;122;20;84;6;12;
;11D171009: Sabrosa;313;42;178;46;47;
;11D171011: São Lourenço de Ribapinhão;134;23;98;10;3;
;11D171013: Souto Maior;242;53;145;31;13;
;11D171014: Torre do Pinhão;134;36;89;6;3;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;531;103;301;60;67;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;458;110;274;39;35;
;11D171015: Vilarinho de São Romão;291;56;152;43;40;
;11D1711: Santa Marta de Penaguião;3490;658;2032;421;379;
;11D171101: Alvações do Corgo;328;58;210;28;32;
;11D171102: Cumieira;739;160;402;99;78;
;11D171103: Fontes;312;96;187;21;8;
;11D171106: Medrões;246;46;152;19;29;
;11D171110: Sever;410;54;255;59;42;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;983;149;555;141;138;
;11D171112: União das freguesias de Louredo e Fornelos;472;95;271;54;52;
;11D1815: São João da Pesqueira;4504;800;2950;418;336;
;11D181501: Castanheiro do Sul;334;38;242;21;33;
;11D181502: Ervedosa do Douro;547;55;351;65;76;
;11D181504: Nagozelo do Douro;318;59;203;40;16;
;11D181505: Paredes da Beira;280;104;160;12;4;
;11D181507: Riodades;231;98;116;5;12;
;11D181509: Soutelo do Douro;396;45;283;39;29;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;931;134;639;96;62;
;11D181516: União das freguesias de Trevões e Espinhosa;544;95;347;60;42;
;11D181517: União das freguesias de Vilarouco e Pereiros;498;105;320;46;27;
;11D181511: Vale de Figueira;241;38;159;21;23;
;11D181512: Valongo dos Azeites;184;29;130;13;12;
;11D1818: Sernancelhe;2349;526;1477;223;123;
;11D181801: Arnas;126;43;65;15;3;
;11D181802: Carregal;169;47;112;8;2;
;11D181803: Chosendo;140;34;87;11;8;
;11D181804: Cunha;150;36;94;12;8;
;11D181806: Faia;74;7;63;2;2;
;11D181810: Granjal;151;44;90;13;4;
;11D181811: Lamosa;64;8;51;2;3;
;11D181814: Quintela;129;21;92;15;1;
;11D181818: União das freguesias de Ferreirim e Macieira;308;60;196;32;20;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;238;48;150;16;24;
;11D181820: União das freguesias de Penso e Freixinho;167;28;118;15;6;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;477;108;265;71;33;
;11D181817: Vila da Ponte;156;42;94;11;9;
;11D1819: Tabuaço;2582;539;1648;213;182;
;11D181901: Adorigo;253;64;141;17;31;
;11D181902: Arcos;117;24;80;7;6;
;11D181904: Chavães;160;69;84;5;2;
;11D181905: Desejosa;158;24;108;17;9;
;11D181906: Granja do Tedo;90;20;66;3;1;
;11D181908: Longa;120;25;85;6;4;
;11D181913: Sendim;335;96;205;21;13;
;11D181914: Tabuaço;233;28;156;34;15;
;11D181918: União das freguesias de Barcos e Santa Leocádia;359;50;233;42;34;
;11D181919: União das freguesias de Paradela e Granjinha;76;22;47;3;4;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;142;36;97;9;- -;
;11D181921: União das freguesias de Távora e Pereiro;349;57;229;27;36;
;11D181917: Valença do Douro;190;24;117;22;27;
;11D1820: Tarouca;1802;329;1212;157;104;
;11D182004: Mondim da Beira;201;21;143;24;13;
;11D182005: Salzedas;355;80;229;29;17;
;11D182006: São João de Tarouca;217;58;143;16;- -;
;11D182011: União das freguesias de Gouviães e Ucanha;323;57;216;27;23;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;311;49;209;31;22;
;11D182013: União das freguesias de Tarouca e Dálvares;304;37;213;26;28;
;11D182009: Várzea da Serra;91;27;59;4;1;
;11D0409: Torre de Moncorvo;4157;803;2491;381;482;
;11D040901: Açoreira;270;21;205;22;22;
;11D040903: Cabeça Boa;208;29;138;19;22;
;11D040905: Carviçais;683;161;386;84;52;
;11D040906: Castedo;191;43;124;12;12;
;11D040909: Horta da Vilariça;257;53;134;32;38;
;11D040910: Larinho;159;19;106;10;24;
;11D040911: Lousa;327;85;193;19;30;
;11D040913: Mós;269;74;149;26;20;
;11D040916: Torre de Moncorvo;244;21;142;26;55;
;11D040918: União das freguesias de Adeganha e Cardanha;374;62;262;22;28;
;11D040919: União das freguesias de Felgar e Souto da Velha;337;59;204;24;50;
;11D040920: União das freguesias de Felgueiras e Maçores;464;94;257;42;71;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;374;82;191;43;58;
;11D0914: Vila Nova de Foz Côa;4101;665;2646;355;435;
;11D091401: Almendra;263;52;156;31;24;
;11D091402: Castelo Melhor;261;77;134;27;23;
;11D091403: Cedovim;377;52;262;29;34;
;11D091404: Chãs;231;22;174;19;16;
;11D091405: Custóias;232;50;147;18;17;
;11D091418: Freixo de Numão;423;67;289;27;40;
;11D091407: Horta;185;22;102;29;32;
;11D091410: Muxagata;254;31;159;18;46;
;11D091411: Numão;180;41;114;6;19;
;11D091412: Santa Comba;227;38;153;14;22;
;11D091414: Sebadelhe;237;13;174;23;27;
;11D091415: Seixas;179;27;120;15;17;
;11D091416: Touça;146;21;105;6;14;
;11D091419: Vila Nova de Foz Côa;906;152;557;93;104;
;11D1714: Vila Real;7184;1484;4439;645;616;
;11D171401: Abaças;511;118;311;35;47;
;11D171403: Andrães;410;84;243;58;25;
;11D171404: Arroios;73;14;37;7;15;
;11D171406: Campeã;557;153;315;46;43;
;11D171409: Folhadela;494;75;307;63;49;
;11D171410: Guiães;419;71;268;43;37;
;11D171414: Lordelo;116;21;73;10;12;
;11D171415: Mateus;96;8;57;16;15;
;11D171416: Mondrões;238;60;142;17;19;
;11D171420: Parada de Cunhos;142;25;84;13;20;
;11D171426: Torgueda;446;95;303;36;12;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;500;116;292;50;42;
;11D171432: União das freguesias de Borbela e Lamas de Olo;333;78;205;21;29;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;426;62;283;42;39;
;11D171434: União das freguesias de Mouçós e Lamares;533;103;340;44;46;
;11D171435: União das freguesias de Nogueira e Ermida;687;90;452;73;72;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;434;130;254;24;26;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;285;67;185;17;16;
;11D171429: Vila Marim;407;109;245;23;30;
;11D171438: Vila Real;77;5;43;7;22;
;11E: Terras de Trás-os-Montes;53494;11659;32238;4801;4796;
;11E0401: Alfândega da Fé;3443;687;2079;297;380;
;11E040102: Alfândega da Fé;591;102;325;84;80;
;11E040103: Cerejais;158;38;79;8;33;
;11E040111: Sambade;382;69;241;37;35;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;252;65;164;7;16;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;423;86;248;46;43;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;205;66;111;13;15;
;11E040124: União das freguesias de Gebelim e Soeima;355;69;248;17;21;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;313;50;171;29;63;
;11E040126: União das freguesias de Pombal e Vales;151;14;115;12;10;
;11E040118: Vilar Chão;263;35;170;22;36;
;11E040119: Vilarelhos;181;43;106;12;20;
;11E040120: Vilares de Vilariça;169;50;101;10;8;
;11E0402: Bragança;9159;2033;5384;870;872;
;11E040201: Alfaião;176;36;107;19;14;
;11E040203: Babe;171;62;90;14;5;
;11E040204: Baçal;290;72;177;29;12;
;11E040206: Carragosa;168;32;102;14;20;
;11E040209: Castro de Avelãs;180;27;114;18;21;
;11E040210: Coelhoso;262;63;175;13;11;
;11E040212: Donai;190;37;109;21;23;
;11E040213: Espinhosela;373;48;246;48;31;
;11E040215: França;108;42;56;3;7;
;11E040216: Gimonde;140;38;79;14;9;
;11E040217: Gondesende;129;34;78;10;7;
;11E040218: Gostei;150;21;105;11;13;
;11E040219: Grijó de Parada;271;44;194;23;10;
;11E040221: Macedo do Mato;236;81;123;17;15;
;11E040224: Mós;105;35;49;12;9;
;11E040225: Nogueira;178;26;111;19;22;
;11E040226: Outeiro;264;55;158;22;29;
;11E040229: Parâmio;270;55;156;28;31;
;11E040230: Pinela;164;65;84;8;7;
;11E040232: Quintanilha;176;36;97;17;26;
;11E040233: Quintela de Lampaças;201;52;119;14;16;
;11E040234: Rabal;135;35;73;16;11;
;11E040236: Rebordãos;250;48;148;29;25;
;11E040239: Salsas;231;83;108;22;18;
;11E040240: Samil;195;14;131;19;31;
;11E040241: Santa Comba de Rossas;91;8;56;9;18;
;11E040244: São Pedro de Sarracenos;150;23;87;20;20;
;11E040246: Sendas;185;55;95;17;18;
;11E040247: Serapicos;260;79;132;27;22;
;11E040248: Sortes.;160;45;88;14;13;
;11E040250: União das freguesias de Aveleda e Rio de Onor;271;73;146;25;27;
;11E040251: União das freguesias de Castrelos e Carrazedo;233;52;150;18;13;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;815;172;471;75;97;
;11E040253: União das freguesias de Parada e Faílde;460;70;300;45;45;
;11E040254: União das freguesias de Rebordainhos e Pombares;128;36;78;6;8;
;11E040255: União das freguesias de Rio Frio e Milhão;414;83;213;70;48;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;361;106;218;13;24;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;443;65;245;56;77;
;11E040249: Zoio;175;25;116;15;19;
;11E0405: Macedo de Cavaleiros;8109;1835;4954;639;681;
;11E040502: Amendoeira;303;65;179;31;28;
;11E040503: Arcas;295;70;175;19;31;
;11E040507: Carrapatas;131;29;86;6;10;
;11E040509: Chacim;154;22;99;16;17;
;11E040510: Cortiços;293;57;181;30;25;
;11E040511: Corujas;105;28;67;4;6;
;11E040514: Ferreira;200;69;119;8;4;
;11E040515: Grijó;201;48;127;16;10;
;11E040516: Lagoa;350;92;201;22;35;
;11E040517: Lamalonga;299;24;212;31;32;
;11E040518: Lamas;189;42;119;18;10;
;11E040519: Lombo;258;65;158;19;16;
;11E040520: Macedo de Cavaleiros;305;36;205;36;28;
;11E040521: Morais;428;116;260;28;24;
;11E040523: Olmos;166;45;86;18;17;
;11E040524: Peredo;154;36;90;10;18;
;11E040526: Salselas;364;100;207;29;28;
;11E040528: Sezulfe;160;36;107;13;4;
;11E040530: Talhas;318;60;212;23;23;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;621;163;343;46;69;
;11E040540: União das freguesias de Bornes e Burga;386;106;230;22;28;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;285;63;170;26;26;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;386;112;217;29;28;
;11E040543: União das freguesias de Podence e Santa Combinha;221;62;128;14;17;
;11E040544: União das freguesias de Talhinhas e Bagueixe;373;84;225;32;32;
;11E040532: Vale Benfeito;255;53;149;20;33;
;11E040533: Vale da Porca;198;53;118;15;12;
;11E040534: Vale de Prados;208;16;158;20;14;
;11E040536: Vilarinho de Agrochão;273;26;205;23;19;
;11E040538: Vinhas;230;57;121;15;37;
;11E0406: Miranda do Douro;4126;1089;2359;411;267;
;11E040604: Duas Igrejas;443;116;248;45;34;
;11E040605: Genísio;178;68;90;15;5;
;11E040607: Malhadas;236;81;123;21;11;
;11E040608: Miranda do Douro;307;81;172;38;16;
;11E040609: Palaçoulo;357;95;204;35;23;
;11E040611: Picote;199;45;112;22;20;
;11E040612: Póvoa;188;53;114;17;4;
;11E040613: São Martinho de Angueira;204;66;114;10;14;
;11E040618: União das freguesias de Constantim e Cicouro;177;53;101;14;9;
;11E040619: União das freguesias de Ifanes e Paradela;308;98;156;39;15;
;11E040620: União das freguesias de Sendim e Atenor;940;167;584;102;87;
;11E040621: União das freguesias de Silva e Águas Vivas;302;91;178;24;9;
;11E040616: Vila Chã de Braciosa;287;75;163;29;20;
;11E0407: Mirandela;9177;1734;5703;866;874;
;11E040701: Abambres;289;61;191;23;14;
;11E040702: Abreiro;245;48;139;21;37;
;11E040703: Aguieiras;283;87;163;23;10;
;11E040704: Alvites;259;28;173;29;29;
;11E040708: Bouça;214;25;144;25;20;
;11E040709: Cabanelas;275;27;209;21;18;
;11E040710: Caravelas;170;68;87;10;5;
;11E040711: Carvalhais;433;94;225;50;64;
;11E040712: Cedães;281;80;162;21;18;
;11E040713: Cobro;117;12;83;5;17;
;11E040714: Fradizela;298;77;164;30;27;
;11E040716: Frechas;203;48;128;11;16;
;11E040718: Lamas de Orelhão;266;39;173;30;24;
;11E040720: Mascarenhas;571;70;385;59;57;
;11E040721: Mirandela;472;74;255;61;82;
;11E040722: Múrias;298;64;190;25;19;
;11E040724: Paços;282;73;163;28;18;
;11E040727: São Pedro Velho;395;69;248;45;33;
;11E040728: São Salvador;191;31;116;26;18;
;11E040729: Suçães;479;78;325;44;32;
;11E040730: Torre de Dona Chama;487;103;294;46;44;
;11E040738: União das freguesias de Avantos e Romeu;292;31;192;31;38;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;384;73;208;46;57;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;339;51;217;35;36;
;11E040741: União das freguesias de Franco e Vila Boa;235;37;157;19;22;
;11E040742: União das freguesias de Freixeda e Vila Verde;212;53;129;14;16;
;11E040731: Vale de Asnes;247;86;144;7;10;
;11E040732: Vale de Gouvinhas;422;74;280;31;37;
;11E040733: Vale de Salgueiro;350;43;230;33;44;
;11E040734: Vale de Telhas;188;30;129;17;12;
;11E0408: Mogadouro;6560;1482;3872;637;569;
;11E040801: Azinhoso;405;97;226;50;32;
;11E040802: Bemposta;393;51;269;46;27;
;11E040803: Bruçó;209;64;103;21;21;
;11E040804: Brunhoso;255;51;139;25;40;
;11E040807: Castelo Branco;367;75;240;29;23;
;11E040808: Castro Vicente;331;49;244;15;23;
;11E040809: Meirinhos;343;78;203;34;28;
;11E040811: Paradela;207;59;108;18;22;
;11E040812: Penas Roias;299;78;172;33;16;
;11E040813: Peredo da Bemposta;241;31;136;27;47;
;11E040815: Saldanha;131;33;82;8;8;
;11E040817: São Martinho do Peso;377;123;191;32;31;
;11E040819: Tó;184;30;109;32;13;
;11E040820: Travanca;176;48;99;18;11;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;276;48;185;21;22;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;922;222;510;108;82;
;11E040831: União das freguesias de Remondes e Soutelo;410;92;252;35;31;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;418;104;238;40;36;
;11E040821: Urrós;344;76;224;19;25;
;11E040822: Vale da Madre;109;21;56;15;17;
;11E040826: Vila de Ala;163;52;86;11;14;
;11E0410: Vila Flor;3984;800;2402;339;443;
;11E041002: Benlhevai;187;35;117;16;19;
;11E041005: Freixiel;494;92;305;45;52;
;11E041009: Roios;178;41;109;12;16;
;11E041010: Samões;215;39;138;18;20;
;11E041011: Sampaio;125;23;76;5;21;
;11E041012: Santa Comba de Vilariça;210;21;134;14;41;
;11E041013: Seixo de Manhoses;279;76;142;17;44;
;11E041014: Trindade;221;36;135;29;21;
;11E041020: União das freguesias de Assares e Lodões;232;59;138;19;16;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;175;31;116;19;9;
;11E041022: União das freguesias de Valtorno e Mourão;242;74;138;12;18;
;11E041023: União das freguesias de Vila Flor e Nabo;655;114;388;67;86;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;613;136;361;48;68;
;11E041015: Vale Frechoso;158;23;105;18;12;
;11E0411: Vimioso;3480;705;2074;336;365;
