
Statistical table extracted on October 11, 2022 (20:23:18)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;170111608: União das freguesias de Pontinha e Famões;2;- -;- -;- -;- -;2;- -;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;45;12;2;4;8;14;5;
;170111610: União das freguesias de Ramada e Caneças;139;27;13;8;25;24;42;
;1701110: Oeiras;219;58;23;19;20;56;43;
;170111002: Barcarena;81;20;9;9;5;26;12;
;170111009: Porto Salvo;- -;- -;- -;- -;- -;- -;- -;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;- -;- -;- -;- -;- -;- -;
;170111013: União das freguesias de Carnaxide e Queijas;44;10;6;1;6;13;8;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;94;28;8;9;9;17;23;
;1701508: Palmela;12108;3399;1095;1582;2317;2140;1575;
;170150802: Palmela;2804;699;242;357;560;550;396;
;170150803: Pinhal Novo;3933;1066;321;560;765;689;532;
;170150804: Quinta do Anjo;1149;279;98;102;208;229;233;
;170150806: União das freguesias de Poceirão e Marateca;4222;1355;434;563;784;672;414;
;1701510: Seixal;638;150;44;54;136;135;119;
;170151002: Amora;213;56;19;16;46;39;37;
;170151005: Corroios;26;8;- -;2;7;2;7;
;170151006: Fernão Ferro;- -;- -;- -;- -;- -;- -;- -;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;399;86;25;36;83;94;75;
;1701511: Sesimbra;1600;374;129;139;270;350;338;
;170151103: Quinta do Conde;- -;- -;- -;- -;- -;- -;- -;
;170151101: Sesimbra (Castelo);1595;374;128;139;270;348;336;
;170151102: Sesimbra (Santiago);5;- -;1;- -;- -;2;2;
;1701512: Setúbal;2964;779;276;375;524;599;411;
;170151207: Gâmbia-Pontes-Alto da Guerra;884;234;100;126;166;152;106;
;170151208: Sado;564;157;57;86;87;108;69;
;170151205: Setúbal (São Sebastião);298;75;26;40;45;60;52;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);847;213;60;84;156;205;129;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);371;100;33;39;70;74;55;
;1701111: Sintra;5905;1410;470;631;1055;1235;1104;
;170111102: Algueirão-Mem Martins;169;55;6;19;29;30;30;
;170111115: Casal de Cambra;- -;- -;- -;- -;- -;- -;- -;
;170111105: Colares;482;106;32;44;78;123;99;
;170111108: Rio de Mouro;149;45;20;31;26;16;11;
;170111122: União das freguesias de Agualva e Mira-Sintra;- -;- -;- -;- -;- -;- -;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;1506;347;135;147;273;290;314;
;170111125: União das freguesias de Massamá e Monte Abraão;- -;- -;- -;- -;- -;- -;- -;
;170111126: União das freguesias de Queluz e Belas;151;50;17;11;19;33;21;
;170111127: União das freguesias de São João das Lampas e Terrugem;2809;654;204;321;520;582;528;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);575;138;51;53;95;146;92;
;170111124: União das freguesias do Cacém e São Marcos;- -;- -;- -;- -;- -;- -;- -;
;1701114: Vila Franca de Xira;4250;960;359;407;852;942;730;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1275;249;109;99;248;288;282;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;450;107;42;39;66;96;100;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;657;134;39;59;148;161;116;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;1;- -;- -;- -;- -;- -;1;
;170111408: Vialonga;353;76;25;32;57;81;82;
;170111409: Vila Franca de Xira;1514;394;144;178;333;316;149;
;18: Alentejo;189803;44758;15465;19022;31424;39643;39491;
;181: Alentejo Litoral;23503;5593;2052;2377;3978;5081;4422;
;1811501: Alcácer do Sal;2661;781;291;359;401;455;374;
;181150106: Comporta;- -;- -;- -;- -;- -;- -;- -;
;181150105: São Martinho;51;16;6;8;9;10;2;
;181150104: Torrão;615;169;50;71;108;93;124;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1995;596;235;280;284;352;248;
;1811505: Grândola;4820;953;328;485;887;1166;1001;
;181150501: Azinheira dos Barros e São Mamede do Sádão;196;42;25;19;38;34;38;
;181150505: Carvalhal;350;117;39;42;59;60;33;
;181150503: Melides;1393;237;96;122;239;409;290;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;2881;557;168;302;551;663;640;
;1810211: Odemira;9144;2189;779;798;1550;2037;1791;
;181021116: Boavista dos Pinheiros;- -;- -;- -;- -;- -;- -;- -;
;181021118: Colos;365;77;34;20;72;94;68;
;181021117: Longueira/Almograve;- -;- -;- -;- -;- -;- -;- -;
;181021115: Luzianes-Gare;- -;- -;- -;- -;- -;- -;- -;
;181021102: Relíquias;472;106;40;27;84;115;100;
;181021103: Sabóia;1001;204;98;78;168;236;217;
;181021119: Santa Clara-a-Velha;627;91;30;49;106;176;175;
;181021106: São Luís;921;232;73;73;155;197;191;
;181021107: São Martinho das Amoreiras;603;119;49;39;118;140;138;
;181021120: São Salvador e Santa Maria;1546;403;136;134;279;290;304;
;181021121: São Teotónio;2546;678;221;283;397;579;388;
;181021122: Vale de Santiago;323;68;39;24;51;67;74;
;181021111: Vila Nova de Milfontes;657;183;47;64;103;133;127;
;1811509: Santiago do Cacém;6132;1494;591;669;1019;1245;1114;
;181150901: Abela;396;113;41;46;73;71;52;
;181150902: Alvalade;755;238;86;94;113;133;91;
;181150903: Cercal;1052;260;80;132;187;195;198;
;181150904: Ermidas-Sado;247;84;23;40;40;43;17;
;181150907: Santo André;873;158;63;78;136;195;243;
;181150910: São Francisco da Serra;375;70;29;32;78;79;87;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;1580;377;165;167;244;350;277;
;181150913: União das freguesias de São Domingos e Vale de Água;854;194;104;80;148;179;149;
;1811513: Sines;746;176;63;66;121;178;142;
;181151302: Porto Covo;310;72;29;38;54;59;58;
;181151301: Sines;436;104;34;28;67;119;84;
;184: Baixo Alentejo;33942;7820;2865;3244;5519;7013;7481;
;1840201: Aljustrel;1898;568;253;212;279;302;284;
;184020102: Ervidel;237;48;25;22;29;57;56;
;184020103: Messejana;327;102;43;31;62;51;38;
;184020104: São João de Negrilhos;807;265;114;96;127;116;89;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;527;153;71;63;61;78;101;
;1840202: Almodôvar;3888;776;210;383;703;779;1037;
;184020208: Aldeia dos Fernandes;135;14;4;13;29;22;53;
;184020203: Rosário;156;47;7;7;33;35;27;
;184020205: Santa Cruz;673;92;26;59;111;155;230;
;184020206: São Barnabé;774;158;47;87;135;158;189;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;1056;239;71;114;200;200;232;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;1094;226;55;103;195;209;306;
;1840203: Alvito;593;111;42;45;98;146;151;
;184020301: Alvito;364;78;29;24;65;80;88;
;184020302: Vila Nova da Baronia;229;33;13;21;33;66;63;
;1840204: Barrancos;797;228;53;60;135;169;152;
;184020401: Barrancos;797;228;53;60;135;169;152;
;1840205: Beja;3368;803;346;284;601;711;623;
;184020502: Baleizão;258;77;25;36;45;44;31;
;184020503: Beringel;201;40;17;16;35;40;53;
;184020504: Cabeça Gorda;359;56;44;27;59;80;93;
;184020506: Nossa Senhora das Neves;492;127;44;39;93;120;69;
;184020510: Santa Clara de Louredo;75;19;7;6;20;14;9;
;184020516: São Matias;201;47;21;12;27;43;51;
;184020519: União das freguesias de Albernoa e Trindade;260;70;25;25;39;52;49;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);245;62;25;15;46;57;40;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);121;30;20;14;16;16;25;
;184020522: União das freguesias de Salvada e Quintos;431;110;49;45;93;73;61;
;184020523: União das freguesias de Santa Vitória e Mombeja;506;109;53;32;82;131;99;
;184020524: União das freguesias de Trigaches e São Brissos;219;56;16;17;46;41;43;
;1840206: Castro Verde;853;243;88;104;119;181;118;
;184020603: Entradas;120;32;15;18;13;26;16;
;184020604: Santa Bárbara de Padrões;124;26;13;19;16;33;17;
;184020605: São Marcos da Ataboeira;78;25;11;10;9;15;8;
;184020606: União das freguesias de Castro Verde e Casével;531;160;49;57;81;107;77;
;1840207: Cuba;947;160;64;67;147;239;270;
;184020701: Cuba;413;77;33;35;65;98;105;
;184020702: Faro do Alentejo;76;13;8;4;12;14;25;
;184020703: Vila Alva;280;36;14;16;36;82;96;
;184020704: Vila Ruiva;178;34;9;12;34;45;44;
;1840208: Ferreira do Alentejo;2953;857;294;339;479;529;455;
;184020803: Figueira dos Cavaleiros;739;266;90;95;136;99;53;
;184020804: Odivelas;223;61;18;29;33;49;33;
;184020807: União das freguesias de Alfundão e Peroguarda;374;91;36;38;52;76;81;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;1617;439;150;177;258;305;288;
;1840209: Mértola;3011;640;231;214;422;656;848;
;184020901: Alcaria Ruiva;395;70;42;35;51;98;99;
;184020902: Corte do Pinto;275;71;24;15;42;67;56;
;184020903: Espírito Santo;285;36;14;19;33;64;119;
;184020904: Mértola;599;134;51;44;86;129;155;
;184020905: Santana de Cambas;365;101;30;33;57;59;85;
;184020906: São João dos Caldeireiros;236;50;11;11;41;58;65;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;856;178;59;57;112;181;269;
;1840210: Moura;4566;1225;401;496;703;892;849;
;184021001: Amareleja;981;241;78;112;129;193;228;
;184021002: Póvoa de São Miguel;1036;265;99;95;161;217;199;
;184021008: Sobral da Adiça;562;111;33;66;116;118;118;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1336;443;143;163;192;215;180;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;651;165;48;60;105;149;124;
;1840212: Ourique;2943;520;201;243;527;659;793;
;184021203: Ourique;779;192;63;62;115;171;176;
;184021206: Santana da Serra;1553;180;77;124;308;366;498;
;184021207: União das freguesias de Garvão e Santa Luzia;286;71;19;19;48;67;62;
;184021208: União das freguesias de Panoias e Conceição;325;77;42;38;56;55;57;
;1840213: Serpa;6389;1319;523;680;1000;1342;1525;
;184021302: Brinches;669;123;45;59;113;163;166;
;184021303: Pias;1322;307;91;137;252;287;248;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);1629;452;144;165;225;341;302;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;2034;336;172;217;303;424;582;
;184021307: Vila Verde de Ficalho;735;101;71;102;107;127;227;
;1840214: Vidigueira;1736;370;159;117;306;408;376;
;184021401: Pedrógão;276;64;26;21;35;59;71;
;184021402: Selmes;438;126;51;42;75;79;65;
;184021403: Vidigueira;449;69;31;31;108;130;80;
;184021404: Vila de Frades;573;111;51;23;88;140;160;
;185: Lezíria do Tejo;64057;16315;5327;7287;10982;12405;11741;
;1851403: Almeirim;5521;1333;433;668;1117;1108;862;
;185140301: Almeirim;1996;411;147;196;474;425;343;
;185140302: Benfica do Ribatejo;991;246;64;141;146;203;191;
;185140303: Fazendas de Almeirim;2383;655;211;316;469;444;288;
;185140304: Raposa;151;21;11;15;28;36;40;
;1851404: Alpiarça;2121;513;140;285;384;422;377;
;185140401: Alpiarça;2121;513;140;285;384;422;377;
;1851103: Azambuja;6947;1738;508;775;1279;1349;1298;
;185110301: Alcoentre;1403;318;91;133;266;305;290;
;185110302: Aveiras de Baixo;430;129;26;45;86;64;80;
;185110303: Aveiras de Cima;1224;356;98;140;245;196;189;
;185110304: Azambuja;1145;299;95;111;218;197;225;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;2361;545;171;296;401;500;448;
;185110306: Vale do Paraíso;319;71;18;40;55;77;58;
;185110307: Vila Nova da Rainha;65;20;9;10;8;10;8;
;1851405: Benavente;3192;895;334;397;566;621;379;
;185140504: Barrosa;184;43;20;22;48;32;19;
;185140501: Benavente;1014;291;110;123;189;177;124;
;185140502: Samora Correia;1446;401;140;190;233;305;177;
;185140503: Santo Estêvão;548;160;64;62;96;107;59;
;1851406: Cartaxo;5639;1419;426;653;907;1069;1165;
;185140604: Pontével;1841;466;134;197;260;377;407;
;185140610: União das freguesias de Ereira e Lapa;1026;269;86;133;174;173;191;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;1247;273;104;125;202;253;290;
;185140605: Valada;347;79;34;37;59;65;73;
;185140608: Vale da Pedra;313;87;19;34;53;57;63;
;185140607: Vila Chã de Ourique;865;245;49;127;159;144;141;
;1851407: Chamusca;2396;539;202;227;468;511;449;
;185140707: Carregueira;665;164;48;67;134;121;131;
;185140704: Ulme;154;27;3;7;28;30;59;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;771;184;68;69;124;180;146;
;185140709: União das freguesias de Parreira e Chouto;447;80;35;39;123;108;62;
;185140705: Vale de Cavalos;359;84;48;45;59;72;51;
;1851409: Coruche;5459;1323;498;653;966;1133;886;
;185140907: Biscainho;203;46;18;22;49;41;27;
;185140905: Branca;437;106;34;39;52;120;86;
;185140902: Couço;546;118;47;53;78;143;107;
;185140908: Santana do Mato;341;94;28;36;58;70;55;
;185140903: São José da Lamarosa;1504;361;156;213;289;267;218;
;185140909: União das freguesias de Coruche, Fajarda e Erra;2428;598;215;290;440;492;393;
;1851412: Golegã;1169;246;106;90;190;283;254;
;185141201: Azinhaga;321;92;32;36;47;84;30;
;185141202: Golegã;681;129;57;45;110;158;182;
;185141203: Pombalinho;167;25;17;9;33;41;42;
;1851414: Rio Maior;9137;2822;892;1062;1414;1566;1381;
;185141401: Alcobertas;1673;620;207;215;206;210;215;
;185141402: Arrouquelas;457;127;18;56;87;85;84;
;185141410: Asseiceira;316;88;30;40;55;49;54;
;185141405: Fráguas;633;203;67;82;98;126;57;
;185141408: Rio Maior;2594;778;266;281;398;483;388;
;185141411: São Sebastião;433;125;45;52;78;81;52;
;185141415: União das freguesias de Azambujeira e Malaqueijo;795;251;75;99;131;130;109;
;185141416: União das freguesias de Marmeleira e Assentiz;497;160;36;55;86;96;64;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;997;266;89;105;161;174;202;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;742;204;59;77;114;132;156;
;1851415: Salvaterra de Magos;4301;1180;416;469;782;837;617;
;185141502: Marinhais;1504;397;155;142;254;286;270;
;185141503: Muge;294;75;33;28;43;64;51;
;185141507: União das freguesias de Glória do Ribatejo e Granho;687;159;51;51;136;188;102;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;1816;549;177;248;349;299;194;
;1851416: Santarém;18175;4307;1372;2008;2909;3506;4073;
;185141601: Abitureiras;660;155;68;68;108;127;134;
;185141602: Abrã;890;235;62;101;138;166;188;
;185141604: Alcanede;3727;1152;323;490;554;568;640;
;185141605: Alcanhões;476;99;43;51;65;96;122;
;185141606: Almoster;908;212;54;96;171;181;194;
;185141607: Amiais de Baixo;1089;128;47;88;198;273;355;
;185141608: Arneiro das Milhariças;452;73;23;45;60;92;159;
;185141628: Gançaria;573;170;40;83;103;93;84;
;185141613: Moçarria;586;124;39;58;106;110;149;
;185141614: Pernes;377;82;50;40;45;81;79;
;185141616: Póvoa da Isenta;405;90;22;49;80;71;93;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1509;292;137;152;216;335;377;
;185141630: União das freguesias de Azoia de Cima e Tremês;1205;271;91;129;193;248;273;
;185141631: União das freguesias de Casével e Vaqueiros;1211;303;65;130;176;256;281;
;185141632: União das freguesias de Romeira e Várzea;1042;212;87;89;182;213;259;
;185141633: União de freguesias da cidade de Santarém;883;233;58;115;154;159;164;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;1524;329;111;130;250;324;380;
;185141625: Vale de Santarém;658;147;52;94;110;113;142;
;186: Alto Alentejo;35581;7328;2560;2887;5634;8199;8973;
;1861201: Alter do Chão;1090;251;80;95;161;266;237;
;186120101: Alter do Chão;499;123;38;44;69;122;103;
;186120102: Chancelaria;180;45;15;21;21;42;36;
;186120104: Cunheira;131;15;9;4;13;35;55;
;186120103: Seda;280;68;18;26;58;67;43;
;1861202: Arronches;1249;295;97;82;216;267;292;
;186120201: Assunção;405;84;33;38;63;89;98;
;186120202: Esperança;656;153;48;36;118;142;159;
;186120203: Mosteiros;188;58;16;8;35;36;35;
;1861203: Avis;1311;277;106;121;193;289;325;
;186120302: Aldeia Velha;181;28;10;21;30;46;46;
;186120303: Avis;276;65;18;33;46;48;66;
;186120305: Ervedal;186;40;23;12;19;43;49;
;186120306: Figueira e Barros;129;21;10;10;17;30;41;
;186120309: União das freguesias de Alcórrego e Maranhão;141;33;12;14;21;28;33;
;186120310: União das freguesias de Benavila e Valongo;398;90;33;31;60;94;90;
;1861204: Campo Maior;2062;582;170;227;323;423;337;
;186120401: Nossa Senhora da Expectação;1348;373;109;134;219;298;215;
;186120402: Nossa Senhora da Graça dos Degolados;118;22;10;6;23;36;21;
;186120403: São João Baptista;596;187;51;87;81;89;101;
;1861205: Castelo de Vide;974;201;57;75;144;216;281;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;131;20;6;7;27;28;43;
;186120502: Santa Maria da Devesa;436;81;28;38;50;117;122;
;186120503: Santiago Maior;199;46;16;9;35;36;57;
;186120504: São João Baptista;208;54;7;21;32;35;59;
;1861206: Crato;1214;187;60;90;173;312;392;
;186120601: Aldeia da Mata;191;21;5;10;26;46;83;
;186120604: Gáfete;300;53;12;27;54;77;77;
;186120605: Monte da Pedra;193;24;10;11;15;60;73;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;530;89;33;42;78;129;159;
;1861207: Elvas;2719;750;259;249;401;576;484;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;399;116;37;48;51;76;71;
;186120713: Caia, São Pedro e Alcáçova;861;281;98;76;147;165;94;
;186120706: Santa Eulália;119;36;6;15;22;17;23;
;186120707: São Brás e São Lourenço;431;107;45;43;53;94;89;
;186120708: São Vicente e Ventosa;133;39;7;9;22;30;26;
;186120714: União das freguesias de Barbacena e Vila Fernando;361;93;29;28;61;79;71;
;186120715: União das freguesias de Terrugem e Vila Boim;415;78;37;30;45;115;110;
;1861208: Fronteira;685;121;83;96;145;147;93;
;186120801: Cabeço de Vide;164;20;16;26;30;43;29;
;186120802: Fronteira;388;76;53;56;74;81;48;
;186120803: São Saturnino;133;25;14;14;41;23;16;
;1861209: Gavião;3901;698;229;234;573;950;1217;
;186120902: Belver;1350;204;65;76;210;337;458;
;186120903: Comenda;523;91;25;24;74;128;181;
;186120905: Margem;804;171;71;41;99;207;215;
;186120906: União das freguesias de Gavião e Atalaia;1224;232;68;93;190;278;363;
;1861210: Marvão;1823;237;91;121;301;484;589;
;186121001: Beirã;252;50;19;21;41;48;73;
;186121002: Santa Maria de Marvão;259;27;7;11;58;79;77;
;186121003: Santo António das Areias;326;53;17;22;58;79;97;
;186121004: São Salvador da Aramenha;986;107;48;67;144;278;342;
;1861211: Monforte;643;123;53;50;111;164;142;
;186121101: Assumar;88;13;9;10;10;28;18;
;186121102: Monforte;262;58;29;27;50;47;51;
;186121103: Santo Aleixo;112;23;8;4;21;31;25;
;186121104: Vaiamonte;181;29;7;9;30;58;48;
;1861212: Nisa;4132;644;213;263;610;994;1408;
;186121201: Alpalhão;435;59;17;17;66;144;132;
;186121205: Montalvão;487;66;26;36;70;116;173;
;186121207: Santana;364;70;20;26;65;85;98;
;186121208: São Matias;430;56;19;20;66;106;163;
;186121210: Tolosa;993;200;63;88;143;215;284;
;186121211: União das freguesias de Arez e Amieira do Tejo;699;78;26;28;86;160;321;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;724;115;42;48;114;168;237;
;1861213: Ponte de Sor;5683;1104;454;481;916;1334;1394;
;186121304: Foros de Arrão;451;94;33;42;83;103;96;
;186121301: Galveias;485;57;33;50;56;103;186;
;186121305: Longomel;890;166;70;70;140;252;192;
;186121302: Montargil;1227;226;67;86;221;315;312;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;2630;561;251;233;416;561;608;
;1861214: Portalegre;6151;1420;450;541;1046;1270;1424;
;186121401: Alagoa;396;100;28;37;70;75;86;
;186121402: Alegrete;960;233;58;59;184;191;235;
;186121404: Fortios;434;77;10;23;71;117;136;
;186121411: União das freguesias da Sé e São Lourenço;1349;342;121;154;229;251;252;
;186121412: União das freguesias de Reguengo e São Julião;961;160;59;93;151;215;283;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;1157;284;89;99;201;236;248;
;186121410: Urra;894;224;85;76;140;185;184;
;1861215: Sousel;1944;438;158;162;321;507;358;
;186121501: Cano;490;115;45;55;73;118;84;
;186121502: Casa Branca;527;88;47;22;102;139;129;
;186121503: Santo Amaro;261;73;19;20;44;79;26;
;186121504: Sousel;666;162;47;65;102;171;119;
;187: Alentejo Central;32720;7702;2661;3227;5311;6945;6874;
;1870701: Alandroal;2971;681;240;247;483;642;678;
;187070104: Capelins (Santo António);487;95;41;40;65;117;129;
;187070103: Santiago Maior;1386;321;106;119;237;288;315;
;187070105: Terena (São Pedro);335;69;23;27;66;71;79;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);763;196;70;61;115;166;155;
;1870702: Arraiolos;1596;395;144;168;248;333;308;
;187070201: Arraiolos;456;125;46;47;85;77;76;
;187070202: Igrejinha;167;31;8;8;21;44;55;
;187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;206;41;23;24;31;45;42;
;187070209: União das freguesias de São Gregório e Santa Justa;206;60;17;27;25;45;32;
;187070206: Vimieiro;561;138;50;62;86;122;103;
;1870703: Borba;1989;524;145;204;358;366;392;
;187070301: Borba (Matriz);1160;322;79;124;220;188;227;
;187070304: Borba (São Bartolomeu);15;5;1;4;- -;3;2;
;187070302: Orada;272;67;29;33;30;52;61;
;187070303: Rio de Moinhos;542;130;36;43;108;123;102;
;1870704: Estremoz;3477;854;277;306;578;753;709;
;187070401: Arcos;387;90;28;35;51;101;82;
;187070404: Évora Monte (Santa Maria);260;54;14;33;40;56;63;
;187070402: Glória;304;63;16;23;64;54;84;
;187070411: São Domingos de Ana Loura;134;38;7;11;32;23;23;
;187070414: União das freguesias de Estremoz (Santa Maria e Santo André);1013;275;91;84;179;198;186;
;187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;449;102;41;43;65;108;90;
;187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;180;42;25;10;28;46;29;
;187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);489;120;37;43;67;109;113;
;187070413: Veiros;261;70;18;24;52;58;39;
;1870705: Évora;3326;759;242;360;537;714;714;
;187070515: Canaviais;179;59;10;19;33;32;26;
;187070502: Nossa Senhora da Graça do Divor;70;17;11;7;11;15;9;
;187070503: Nossa Senhora de Machede;508;110;32;52;79;125;110;
;187070506: São Bento do Mato;169;40;15;15;36;32;31;
;187070509: São Miguel de Machede;305;49;23;35;45;83;70;
;187070513: Torre de Coelheiros;100;23;5;9;16;23;24;
;187070522: União das freguesias de Bacelo e Senhora da Saúde;- -;- -;- -;- -;- -;- -;- -;
;187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);956;234;70;107;164;201;180;
;187070524: União das freguesias de Malagueira e Horta das Figueiras;- -;- -;- -;- -;- -;- -;- -;
;187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;187;45;16;18;31;35;42;
;187070526: União das freguesias de São Manços e São Vicente do Pigeiro;769;160;52;89;112;149;207;
;187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;83;22;8;9;10;19;15;
;1870706: Montemor-o-Novo;3030;780;242;343;456;612;597;
;187070601: Cabrela;175;46;18;25;34;29;23;
;187070607: Ciborro;74;19;5;12;8;17;13;
;187070610: Foros de Vale de Figueira;142;42;11;17;14;37;21;
;187070605: Santiago do Escoural;289;67;23;32;48;45;74;
;187070606: São Cristóvão;330;83;29;30;54;74;60;
;187070611: União das freguesias de Cortiçadas de Lavre e Lavre;349;71;24;32;48;81;93;
;187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;1671;452;132;195;250;329;313;
;1870707: Mora;2575;640;227;260;374;510;564;
;187070701: Brotas;190;53;14;15;21;48;39;
;187070702: Cabeção;547;133;46;52;69;122;125;
;187070703: Mora;907;213;74;90;144;177;209;
;187070704: Pavia;931;241;93;103;140;163;191;
;1870708: Mourão;1441;316;127;99;196;366;337;
;187070801: Granja;323;106;43;24;39;67;44;
;187070802: Luz;205;35;8;17;23;54;68;
;187070803: Mourão;913;175;76;58;134;245;225;
;1870709: Portel;2532;535;169;213;440;606;569;
;187070903: Monte do Trigo;358;83;24;24;62;89;76;
;187070905: Portel;858;183;54;93;173;190;165;
;187070906: Santana;358;59;27;32;59;85;96;
;187070909: União das freguesias de Amieira e Alqueva;439;100;36;30;64;111;98;
;187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;337;77;17;27;51;89;76;
;187070908: Vera Cruz;182;33;11;7;31;42;58;
;1870710: Redondo;1990;438;170;170;331;424;457;
;187071001: Montoito;640;108;58;41;101;145;187;
;187071002: Redondo;1350;330;112;129;230;279;270;
;1870711: Reguengos de Monsaraz;3835;805;353;426;612;802;837;
;187071102: Corval;712;124;54;62;108;187;177;
;187071103: Monsaraz;598;122;33;60;85;130;168;
;187071104: Reguengos de Monsaraz;1623;387;170;205;259;308;294;
;187071106: União das freguesias de Campo e Campinho;902;172;96;99;160;177;198;
;1870712: Vendas Novas;1731;439;113;223;345;344;267;
;187071202: Landeira;116;40;4;22;24;13;13;
;187071201: Vendas Novas;1615;399;109;201;321;331;254;
;1870713: Viana do Alentejo;1294;299;127;130;195;279;264;
;187071303: Aguiar;89;30;10;13;8;12;16;
;187071301: Alcáçovas;562;97;55;58;83;123;146;
;187071302: Viana do Alentejo;643;172;62;59;104;144;102;
;1870714: Vila Viçosa;933;237;85;78;158;194;181;
;187071401: Bencatel;200;53;23;24;21;30;49;
;187071402: Ciladas;121;32;14;4;22;30;19;
;187071406: Nossa Senhora da Conceição e São Bartolomeu;464;117;39;41;81;97;89;
;187071404: Pardais;148;35;9;9;34;37;24;
;15: Algarve;69919;13614;5095;6425;11022;14304;19459;
;150: Algarve;69919;13614;5095;6425;11022;14304;19459;
;1500801: Albufeira;4560;693;347;457;709;896;1458;
;150080106: Albufeira e Olhos de Água;2255;332;197;254;377;428;667;
;150080104: Ferreiras;- -;- -;- -;- -;- -;- -;- -;
;150080102: Guia;725;101;36;63;97;176;252;
;150080103: Paderne;1580;260;114;140;235;292;539;
;1500802: Alcoutim;2898;592;148;236;400;631;891;
;150080202: Giões;330;57;8;14;52;75;124;
;150080203: Martim Longo;794;165;30;67;122;184;226;
;150080206: União das freguesias de Alcoutim e Pereiro;984;198;52;78;129;190;337;
;150080205: Vaqueiros;790;172;58;77;97;182;204;
;1500803: Aljezur;2622;495;163;219;402;621;722;
;150080301: Aljezur;1796;332;119;142;259;428;516;
;150080302: Bordeira;362;57;14;23;57;104;107;
;150080303: Odeceixe;464;106;30;54;86;89;99;
;150080304: Rogil;- -;- -;- -;- -;- -;- -;- -;
