
Statistical table extracted on October 11, 2022 (22:36:52)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;;Sex;;;;;
;;MF;;;;;
;;Age group;;;;;
;;Total;;;;;
;;Relationship;;;;;
;;Total;;;;;
;;Level of education;;;;;
;;Total;None;Basic;Secondary / post-secondary;Superior;
;;No. ;No. ;No. ;No. ;No. ;
;16F100802: Arega;213;18;163;20;12;
;16F100803: Campelo;20;4;12;2;2;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;427;26;304;52;45;
;16F1009: Leiria;4871;518;3281;682;390;
;16F100901: Amor;255;29;162;50;14;
;16F100902: Arrabal;129;8;86;22;13;
;16F100925: Bajouca;98;12;67;13;6;
;16F100926: Bidoeira de Cima;161;16;115;20;10;
;16F100907: Caranguejeira;347;60;222;51;14;
;16F100909: Coimbrão;117;26;76;13;2;
;16F100913: Maceira;372;40;250;41;41;
;16F100915: Milagres;238;39;156;23;20;
;16F100921: Regueira de Pontes;138;12;93;22;11;
;16F100932: União das freguesias de Colmeias e Memória;280;40;187;37;16;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;516;34;303;102;77;
;16F100934: União das freguesias de Marrazes e Barosa;218;22;124;44;28;
;16F100935: União das freguesias de Monte Real e Carvide;273;28;196;32;17;
;16F100936: União das freguesias de Monte Redondo e Carreira;337;24;248;39;26;
;16F100937: União das freguesias de Parceiros e Azoia;214;24;136;35;19;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;426;37;331;29;29;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;184;28;112;29;15;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;568;39;417;80;32;
;16F1010: Marinha Grande;243;26;170;30;17;
;16F101001: Marinha Grande;150;18;97;19;16;
;16F101003: Moita;22;2;20;- -;- -;
;16F101002: Vieira de Leiria;71;6;53;11;1;
;16F1013: Pedrógão Grande;830;87;512;130;101;
;16F101301: Graça;225;21;160;21;23;
;16F101302: Pedrógão Grande;488;62;254;106;66;
;16F101303: Vila Facaia;117;4;98;3;12;
;16F1015: Pombal;4846;765;3193;566;322;
;16F101501: Abiul;526;98;327;52;49;
;16F101503: Almagreira;307;66;186;38;17;
;16F101504: Carnide;187;49;108;25;5;
;16F101505: Carriço;276;48;173;36;19;
;16F101506: Louriçal;539;79;364;53;43;
;16F101515: Meirinhas;86;12;63;7;4;
;16F101508: Pelariga;258;32;169;38;19;
;16F101509: Pombal;974;147;636;128;63;
;16F101510: Redinha;292;44;194;37;17;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;491;93;321;46;31;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;384;40;272;46;26;
;16F101513: Vermoil;229;25;165;25;14;
;16F101514: Vila Cã;297;32;215;35;15;
;16F1016: Porto de Mós;2496;205;1666;354;271;
;16F101602: Alqueidão da Serra;128;21;78;17;12;
;16F101605: Calvaria de Cima;131;12;86;17;16;
;16F101606: Juncal;492;40;333;55;64;
;16F101608: Mira de Aire;32;1;23;3;5;
;16F101609: Pedreiras;235;23;136;40;36;
;16F101614: Porto de Mós - São João Baptista e São Pedro;461;49;289;61;62;
;16F101610: São Bento;230;4;198;20;8;
;16F101613: Serro Ventoso;375;29;239;75;32;
;16F101615: União das freguesias de Alvados e Alcaria;106;11;60;25;10;
;16F101616: União das freguesias de Arrimal e Mendiga;306;15;224;41;26;
;16G: Viseu Dão Lafões;35197;3855;23954;4433;2955;
;16G0901: Aguiar da Beira;2056;365;1295;268;128;
;16G090102: Carapito;199;37;125;26;11;
;16G090103: Cortiçada;136;16;96;17;7;
;16G090105: Dornelas;294;56;187;26;25;
;16G090106: Eirado;122;23;79;10;10;
;16G090107: Forninhos;116;15;83;16;2;
;16G090109: Pena Verde;350;57;229;41;23;
;16G090110: Pinheiro;106;21;65;14;6;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;311;54;189;54;14;
;16G090115: União das freguesias de Sequeiros e Gradiz;214;48;113;37;16;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;208;38;129;27;14;
;16G1802: Carregal do Sal;826;70;583;105;68;
;16G180201: Beijós;237;4;198;25;10;
;16G180202: Cabanas de Viriato;140;19;81;21;19;
;16G180204: Oliveira do Conde;174;3;131;22;18;
;16G180206: Parada;45;7;33;4;1;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;230;37;140;33;20;
;16G1803: Castro Daire;3458;547;2453;318;140;
;16G180301: Almofala;63;5;54;1;3;
;16G180303: Cabril;163;28;120;10;5;
;16G180304: Castro Daire;367;23;265;50;29;
;16G180305: Cujó;72;5;60;5;2;
;16G180309: Gosende;127;14;97;9;7;
;16G180312: Mões;491;88;341;48;14;
;16G180313: Moledo;384;83;284;10;7;
;16G180314: Monteiras;97;9;73;13;2;
;16G180317: Pepim;105;21;62;16;6;
;16G180319: Pinheiro;240;44;185;5;6;
;16G180322: São Joaninho;84;16;56;12;- -;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;458;79;304;57;18;
;16G180324: União das freguesias de Mezio e Moura Morta;148;17;101;18;12;
;16G180325: União das freguesias de Parada de Ester e Ester;299;61;203;26;9;
;16G180326: União das freguesias de Picão e Ermida;102;9;82;8;3;
;16G180327: União das freguesias de Reriz e Gafanhão;258;45;166;30;17;
;16G1806: Mangualde;3309;337;2165;432;375;
;16G180601: Abrunhosa-a-Velha;129;15;85;14;15;
;16G180602: Alcafache;383;29;229;53;72;
;16G180605: Cunha Baixa;239;17;177;25;20;
;16G180606: Espinho;213;7;147;39;20;
;16G180607: Fornos de Maceira Dão;380;46;260;43;31;
;16G180608: Freixiosa;31;14;13;1;3;
;16G180614: Quintela de Azurara;95;6;65;5;19;
;16G180616: São João da Fresta;76;6;60;7;3;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;828;93;501;132;102;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;222;7;166;32;17;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;314;42;204;35;33;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);399;55;258;46;40;
;16G1809: Nelas;1640;145;1065;235;195;
;16G180901: Canas de Senhorim;227;19;138;44;26;
;16G180908: Lapa do Lobo;81;11;54;7;9;
;16G180903: Nelas;330;16;204;58;52;
;16G180905: Senhorim;251;33;163;32;23;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;280;24;196;35;25;
;16G180911: União das freguesias de Santar e Moreira;320;31;204;39;46;
;16G180906: Vilar Seco;151;11;106;20;14;
;16G1810: Oliveira de Frades;1613;163;1142;201;107;
;16G181002: Arcozelo das Maias;312;31;229;34;18;
;16G181005: Pinheiro;172;15;120;26;11;
;16G181007: Ribeiradio;153;13;109;20;11;
;16G181008: São João da Serra;129;9;105;12;3;
;16G181009: São Vicente de Lafões;146;13;106;18;9;
;16G181013: União das freguesias de Arca e Varzielas;173;13;120;33;7;
;16G181014: União das freguesias de Destriz e Reigoso;252;46;160;26;20;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;276;23;193;32;28;
;16G1811: Penalva do Castelo;2222;292;1491;243;196;
;16G181102: Castelo de Penalva;264;49;173;19;23;
;16G181103: Esmolfe;101;12;69;12;8;
;16G181104: Germil;96;6;74;6;10;
;16G181105: Ínsua;335;29;221;48;37;
;16G181106: Lusinde;77;12;44;14;7;
;16G181109: Pindo;592;70;405;69;48;
;16G181110: Real;103;14;69;8;12;
;16G181111: Sezures;303;35;202;34;32;
;16G181112: Trancozelos;113;21;74;8;10;
;16G181114: União das freguesias de Antas e Matela;123;20;87;14;2;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;115;24;73;11;7;
;16G1814: Santa Comba Dão;926;76;642;118;90;
;16G181403: Pinheiro de Ázere;59;10;37;8;4;
;16G181405: São Joaninho;155;9;125;10;11;
;16G181406: São João de Areias;175;17;113;25;20;
;16G181410: União das freguesias de Ovoa e Vimieiro;148;14;109;15;10;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;211;15;133;34;29;
;16G181412: União das freguesias de Treixedo e Nagozela;178;11;125;26;16;
;16G1816: São Pedro do Sul;3114;251;2211;395;257;
;16G181602: Bordonhos;81;5;43;17;16;
;16G181606: Figueiredo de Alva;212;19;150;26;17;
;16G181607: Manhouce;262;10;226;20;6;
;16G181608: Pindelo dos Milagres;184;10;142;25;7;
;16G181609: Pinho;210;1;179;11;19;
;16G181612: São Félix;55;8;37;6;4;
;16G181615: Serrazes;175;18;115;31;11;
;16G181616: Sul;223;21;169;21;12;
;16G181620: União das freguesias de Carvalhais e Candal;294;34;200;38;22;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;298;20;225;33;20;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;144;17;107;15;5;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;455;53;229;91;82;
;16G181617: Valadares;221;18;159;23;21;
;16G181619: Vila Maior;300;17;230;38;15;
;16G1817: Sátão;2549;438;1644;274;193;
;16G181702: Avelal;94;8;69;12;5;
;16G181704: Ferreira de Aves;568;140;374;38;16;
;16G181706: Mioma;221;32;143;33;13;
;16G181707: Rio de Moinhos;285;29;185;33;38;
;16G181709: São Miguel de Vila Boa;332;55;218;44;15;
;16G181710: Sátão;396;66;242;49;39;
;16G181711: Silvã de Cima;202;30;119;24;29;
;16G181713: União das freguesias de Águas Boas e Forles;92;11;64;8;9;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;359;67;230;33;29;
;16G1821: Tondela;3964;384;2660;533;387;
;16G182102: Campo de Besteiros;116;22;68;19;7;
;16G182103: Canas de Santa Maria;208;11;138;28;31;
;16G182105: Castelões;201;19;146;23;13;
;16G182106: Dardavaz;224;3;184;24;13;
;16G182107: Ferreirós do Dão;40;3;30;5;2;
;16G182108: Guardão;112;14;78;13;7;
;16G182109: Lajeosa do Dão;538;61;338;71;68;
;16G182110: Lobão da Beira;199;21;127;27;24;
;16G182111: Molelos;244;25;145;43;31;
;16G182116: Parada de Gonta;123;26;61;18;18;
;16G182118: Santiago de Besteiros;243;9;182;24;28;
;16G182122: Tonda;109;17;71;11;10;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;343;32;240;48;23;
;16G182128: União das freguesias de Caparrosa e Silvares;253;13;171;45;24;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;206;4;160;28;14;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;241;33;180;21;7;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;170;15;101;33;21;
;16G182132: União das freguesias de Tondela e Nandufe;198;26;116;33;23;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;196;30;124;19;23;
;16G1822: Vila Nova de Paiva;878;171;550;108;49;
;16G182203: Pendilhe;122;26;87;7;2;
;16G182204: Queiriga;73;4;42;16;11;
;16G182205: Touro;302;61;199;30;12;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;198;15;124;40;19;
;16G182206: Vila Cova à Coelheira;183;65;98;15;5;
;16G1823: Viseu;6653;441;4679;928;605;
;16G182301: Abraveses;154;5;113;17;19;
;16G182304: Bodiosa;349;23;255;53;18;
;16G182305: Calde;233;11;180;20;22;
;16G182306: Campo;151;5;101;37;8;
;16G182307: Cavernães;143;15;108;10;10;
;16G182310: Cota;211;20;163;15;13;
;16G182337: Coutos de Viseu;207;18;124;54;11;
;16G182315: Fragosela;108;3;70;12;23;
;16G182316: Lordosa;218;4;144;65;5;
;16G182318: Mundão;91;7;51;18;15;
;16G182319: Orgens;89;9;51;15;14;
;16G182320: Povolide;346;35;222;55;34;
;16G182321: Ranhados;54;4;25;9;16;
;16G182339: Repeses e São Salvador;65;2;34;14;15;
;16G182322: Ribafeita;261;20;196;31;14;
;16G182323: Rio de Loba;167;12;121;17;17;
;16G182325: Santos Evos;142;14;97;13;18;
;16G182340: São Cipriano e Vil de Souto;259;32;132;52;43;
;16G182327: São João de Lourosa;802;31;589;90;92;
;16G182329: São Pedro de France;307;62;171;39;35;
;16G182317: Silgueiros;1138;60;876;116;86;
;16G182335: União das freguesias de Barreiros e Cepões;215;17;150;33;15;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;517;13;388;99;17;
;16G182338: Faíl e Vila Chã de Sá;326;16;265;32;13;
;16G182341: Viseu;100;3;53;12;32;
;16G1824: Vouzela;1989;175;1374;275;165;
;16G182401: Alcofra;254;29;197;19;9;
;16G182403: Campia;429;45;269;84;31;
;16G182407: Fornelo do Monte;27;2;20;3;2;
;16G182409: Queirã;309;19;222;42;26;
;16G182410: São Miguel do Mato;90;3;69;13;5;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;253;34;165;30;24;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;127;13;80;17;17;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;223;14;141;33;35;
;16G182411: Ventosa;277;16;211;34;16;
;16H: Beira Baixa;19052;2515;11168;2797;2572;
;16H0502: Castelo Branco;7435;901;4359;1102;1073;
;16H050201: Alcains;276;23;160;41;52;
;16H050202: Almaceda;239;34;173;19;13;
;16H050203: Benquerenças;242;33;127;47;35;
;16H050205: Castelo Branco;834;70;444;151;169;
;16H050211: Lardosa;264;20;164;40;40;
;16H050212: Louriçal do Campo;161;7;59;73;22;
;16H050214: Malpica do Tejo;626;98;358;63;107;
;16H050216: Monforte da Beira;226;20;130;29;47;
;16H050220: Salgueiro do Campo;271;14;183;33;41;
;16H050221: Santo André das Tojeiras;526;79;334;58;55;
;16H050222: São Vicente da Beira;311;47;200;51;13;
;16H050223: Sarzedas;1062;182;649;136;95;
;16H050225: Tinalhas;273;19;157;47;50;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;155;5;82;39;29;
;16H050227: União das freguesias de Escalos de Baixo e Mata;594;99;288;90;117;
;16H050228: União das freguesias de Escalos de Cima e Lousa;352;59;211;38;44;
;16H050229: União das freguesias de Freixial e Juncal do Campo;398;40;237;56;65;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;264;26;199;21;18;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;361;26;204;70;61;
;16H0505: Idanha-a-Nova;2958;436;1601;469;452;
;16H050502: Aldeia de Santa Margarida;75;11;49;7;8;
;16H050505: Ladoeiro;436;54;236;72;74;
;16H050506: Medelim;89;7;46;11;25;
;16H050509: Oledo;95;14;54;14;13;
;16H050510: Penha Garcia;151;36;76;22;17;
;16H050511: Proença-a-Velha;88;15;46;15;12;
;16H050512: Rosmaninhal;277;47;175;29;26;
;16H050514: São Miguel de Acha;191;28;101;29;33;
;16H050516: Toulões;154;13;93;31;17;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;448;49;203;84;112;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;188;22;113;31;22;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;431;78;247;54;52;
;16H050521: União das freguesias de Zebreira e Segura;335;62;162;70;41;
;16H0506: Oleiros;1606;274;970;205;157;
;16H050601: Álvaro;144;33;91;14;6;
;16H050603: Cambas;57;9;39;7;2;
;16H050613: Estreito-Vilar Barroco;250;43;142;35;30;
;16H050605: Isna;123;8;79;17;19;
;16H050606: Madeirã;64;10;38;10;6;
;16H050607: Mosteiro;129;18;86;16;9;
;16H050614: Oleiros-Amieira;557;76;343;78;60;
;16H050609: Orvalho;152;40;79;19;14;
;16H050610: Sarnadas de São Simão;48;14;24;4;6;
;16H050611: Sobral;82;23;49;5;5;
;16H0507: Penamacor;2462;518;1396;285;263;
;16H050704: Aranhas;151;32;89;17;13;
;16H050706: Benquerença;285;54;196;11;24;
;16H050707: Meimão;185;54;103;15;13;
;16H050708: Meimoa;210;29;131;22;28;
;16H050710: Penamacor;536;93;275;84;84;
;16H050711: Salvador;161;44;90;14;13;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;430;96;244;58;32;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;298;72;149;42;35;
;16H050712: Vale da Senhora da Póvoa;206;44;119;22;21;
;16H0508: Proença-a-Nova;3031;202;1939;501;389;
;16H050802: Montes da Senhora;295;16;187;55;37;
;16H050805: São Pedro do Esteval;459;43;303;68;45;
;16H050807: União das freguesias de Proença-a-Nova e Peral;1505;81;939;280;205;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;772;62;510;98;102;
;16H0511: Vila Velha de Ródão;1560;184;903;235;238;
;16H051101: Fratel;395;49;232;73;41;
;16H051102: Perais;424;48;242;55;79;
;16H051103: Sarnadas de Ródão;218;14;122;40;42;
;16H051104: Vila Velha de Ródão;523;73;307;67;76;
;16I: Médio Tejo;24702;2348;15605;3826;2923;
;16I1401: Abrantes;2433;191;1377;378;487;
;16I140104: Bemposta;216;41;112;27;36;
;16I140119: Carvalhal;28;4;10;7;7;
;16I140118: Fontes;40;5;33;2;- -;
;16I140105: Martinchel;137;18;92;18;9;
;16I140106: Mouriscas;496;26;251;82;137;
;16I140107: Pego;198;10;113;32;43;
;16I140108: Rio de Moinhos;53;8;25;7;13;
;16I140115: Tramagal;109;9;52;24;24;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;344;15;191;73;65;
;16I140121: União das freguesias de Aldeia do Mato e Souto;50;4;17;14;15;
;16I140122: União das freguesias de Alvega e Concavada;293;23;191;36;43;
;16I140123: União das freguesias de São Facundo e Vale das Mós;256;17;148;33;58;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;213;11;142;23;37;
;16I1402: Alcanena;1322;114;836;216;156;
;16I140202: Bugalhos;292;29;191;37;35;
;16I140206: Minde;80;4;59;8;9;
;16I140207: Moitas Venda;53;6;31;12;4;
;16I140208: Monsanto;87;6;53;17;11;
;16I140209: Serra de Santo António;172;26;97;34;15;
;16I140211: União das freguesias de Alcanena e Vila Moreira;196;13;121;31;31;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;442;30;284;77;51;
;16I1408: Constância;175;16;80;55;24;
;16I140801: Constância;32;6;9;8;9;
;16I140802: Montalvo;57;1;31;21;4;
;16I140803: Santa Margarida da Coutada;86;9;40;26;11;
;16I1410: Entroncamento;86;5;58;19;4;
;16I141002: Nossa Senhora de Fátima;46;3;32;9;2;
;16I141001: São João Baptista;40;2;26;10;2;
;16I1411: Ferreira do Zêzere;1732;188;1121;270;153;
;16I141101: Águas Belas;232;15;142;52;23;
;16I141103: Beco;239;27;157;31;24;
;16I141104: Chãos;298;39;191;45;23;
;16I141106: Ferreira do Zêzere;162;12;100;34;16;
;16I141107: Igreja Nova do Sobral;117;13;70;19;15;
;16I141110: Nossa Senhora do Pranto;210;27;143;26;14;
;16I141111: União das freguesias de Areias e Pias;474;55;318;63;38;
;16I1413: Mação;1872;144;1145;312;271;
;16I141302: Amêndoa;86;13;49;17;7;
;16I141303: Cardigos;348;22;241;47;38;
;16I141304: Carvoeiro;210;27;139;26;18;
;16I141305: Envendos;343;28;222;56;37;
;16I141307: Ortiga;172;7;109;19;37;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;713;47;385;147;134;
;16I1421: Ourém;4447;492;3075;524;356;
;16I142101: Alburitel;150;10;94;21;25;
;16I142102: Atouguia;293;11;203;47;32;
;16I142104: Caxarias;237;25;152;39;21;
;16I142105: Espite;56;8;34;9;5;
;16I142106: Fátima;438;40;319;37;42;
;16I142115: Nossa Senhora da Piedade;380;25;276;48;31;
;16I142111: Nossa Senhora das Misericórdias;716;99;508;56;53;
;16I142113: Seiça;303;25;188;48;42;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;514;74;337;75;28;
;16I142120: União das freguesias de Gondemaria e Olival;439;33;331;52;23;
;16I142121: União das freguesias de Matas e Cercal;192;23;142;19;8;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;525;94;364;39;28;
;16I142114: Urqueira;204;25;127;34;18;
;16I1417: Sardoal;595;33;413;89;60;
;16I141701: Alcaravela;136;7;102;17;10;
;16I141702: Santiago de Montalegre;44;8;29;5;2;
;16I141703: Sardoal;283;10;192;49;32;
;16I141704: Valhascos;132;8;90;18;16;
;16I0509: Sertã;3419;415;2316;440;248;
;16I050901: Cabeçudo;138;6;109;18;5;
;16I050902: Carvalhal;152;15;95;25;17;
;16I050903: Castelo;239;32;152;43;12;
;16I050911: Pedrógão Pequeno;260;26;201;16;17;
;16I050912: Sertã;762;57;544;114;47;
;16I050913: Troviscal;489;97;295;57;40;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;647;80;420;87;60;
;16I050916: União das freguesias de Cumeada e Marmeleiro;250;54;156;22;18;
;16I050917: União das freguesias de Ermida e Figueiredo;220;22;179;16;3;
;16I050914: Várzea dos Cavaleiros;262;26;165;42;29;
;16I1418: Tomar;3704;312;2165;680;547;
;16I141802: Asseiceira;183;10;106;39;28;
;16I141804: Carregueiros;100;10;56;19;15;
;16I141808: Olalhas;348;59;217;53;19;
;16I141809: Paialvo;450;46;250;84;70;
;16I141814: Sabacheira;150;7;101;22;20;
;16I141813: São Pedro de Tomar;366;31;217;74;44;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;192;14;136;25;17;
;16I141818: União das freguesias de Casais e Alviobeira;492;50;321;63;58;
;16I141819: União das freguesias de Madalena e Beselga;608;28;348;111;121;
;16I141820: União das freguesias de Serra e Junceira;391;21;180;103;87;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;424;36;233;87;68;
;16I1419: Torres Novas;4113;365;2504;713;531;
;16I141902: Assentiz;444;34;279;73;58;
;16I141904: Chancelaria;541;58;351;73;59;
;16I141917: Meia Via;31;2;16;9;4;
;16I141909: Pedrógão;524;32;344;93;55;
;16I141910: Riachos;109;6;81;16;6;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;886;107;558;124;97;
;16I141919: União das freguesias de Olaia e Paço;490;25;281;109;75;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);562;50;328;96;88;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;401;43;199;90;69;
;16I141916: Zibreira;125;8;67;30;20;
;16I0510: Vila de Rei;620;60;411;96;53;
;16I051001: Fundada;60;8;41;9;2;
;16I051002: São João do Peso;58;6;35;11;6;
;16I051003: Vila de Rei;502;46;335;76;45;
;16I1420: Vila Nova da Barquinha;184;13;104;34;33;
;16I142001: Atalaia;31;2;18;7;4;
;16I142002: Praia do Ribatejo;84;3;45;16;20;
;16I142003: Tancos;11;1;6;1;3;
;16I142006: Vila Nova da Barquinha;58;7;35;10;6;
;16J: Beiras e Serra da Estrela;47398;5584;29558;6442;5814;
;16J0902: Almeida;2182;255;1286;375;266;
;16J090203: Almeida;278;36;158;44;40;
;16J090207: Castelo Bom;104;11;36;35;22;
;16J090209: Freineda;128;17;72;18;21;
;16J090210: Freixo;95;7;52;25;11;
;16J090213: Malhada Sorda;93;12;53;21;7;
;16J090219: Nave de Haver;115;5;61;30;19;
;16J090224: São Pedro de Rio Seco;73;4;40;15;14;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;184;21;125;24;14;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;218;19;149;25;25;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;182;27;112;23;20;
;16J090233: União das freguesias de Junça e Naves;110;17;61;20;12;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;157;22;95;22;18;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;83;12;49;12;10;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;167;22;108;22;15;
;16J090227: Vale da Mula;95;14;57;21;3;
;16J090229: Vilar Formoso;100;9;58;18;15;
;16J0501: Belmonte;1325;121;843;202;159;
;16J050102: Caria;466;53;276;66;71;
;16J050104: Inguias;230;22;129;48;31;
;16J050105: Maçainhas;125;5;99;11;10;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;504;41;339;77;47;
;16J0903: Celorico da Beira;1877;213;1147;281;236;
;16J090302: Baraçal;82;9;54;7;12;
;16J090304: Carrapichana;52;9;31;6;6;
;16J090322: Casas do Soeiro;49;4;33;7;5;
;16J090306: Forno Telheiro;191;16;116;32;27;
;16J090307: Lajeosa do Mondego;187;13;121;29;24;
;16J090308: Linhares;92;13;56;8;15;
;16J090309: Maçal do Chão;82;17;50;13;2;
;16J090310: Mesquitela;95;15;47;15;18;
;16J090311: Minhocal;86;12;54;14;6;
;16J090312: Prados;41;6;22;6;7;
;16J090314: Ratoeira;80;6;45;15;14;
;16J090323: União das freguesias de Açores e Velosa;214;23;133;33;25;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;367;48;203;62;54;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;81;3;52;14;12;
;16J090326: União das freguesias de Rapa e Cadafaz;100;19;68;10;3;
;16J090318: Vale de Azares;78;- -;62;10;6;
;16J0503: Covilhã;3518;363;2190;523;442;
;16J050302: Aldeia de São Francisco de Assis;17;1;12;3;1;
;16J050305: Boidobra;146;10;82;27;27;
;16J050308: Cortes do Meio;100;6;75;9;10;
;16J050309: Dominguizo;76;6;35;13;22;
;16J050310: Erada;97;6;76;10;5;
;16J050311: Ferro;611;68;360;82;101;
;16J050312: Orjais;178;25;102;33;18;
;16J050314: Paul;170;10;118;30;12;
;16J050315: Peraboa;344;52;189;53;50;
;16J050318: São Jorge da Beira;24;4;18;1;1;
;16J050322: Sobral de São Miguel;43;3;33;2;5;
;16J050324: Tortosendo;179;16;115;20;28;
;16J050325: Unhais da Serra;115;9;75;25;6;
;16J050332: União das freguesias de Barco e Coutada;157;6;118;25;8;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;65;8;44;6;7;
;16J050334: União das freguesias de Casegas e Ourondo;111;14;58;20;19;
;16J050335: União das freguesias de Covilhã e Canhoso;182;20;93;36;33;
;16J050336: União das freguesias de Peso e Vales do Rio;145;5;98;21;21;
;16J050337: União das freguesias de Teixoso e Sarzedo;445;38;297;74;36;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;224;32;137;28;27;
;16J050327: Verdelhos;89;24;55;5;5;
;16J0904: Figueira de Castelo Rodrigo;3213;351;1872;501;489;
;16J090403: Castelo Rodrigo;99;12;44;14;29;
;16J090406: Escalhão;449;54;246;71;78;
;16J090408: Figueira de Castelo Rodrigo;238;21;146;43;28;
;16J090410: Mata de Lobos;150;18;95;22;15;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;389;57;246;48;38;
;16J090419: União das freguesias de Almofala e Escarigo;451;45;226;76;104;
;16J090420: União das freguesias de Cinco Vilas e Reigada;268;40;170;32;26;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;548;35;379;71;63;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;352;45;175;74;58;
;16J090415: Vermiosa;269;24;145;50;50;
;16J0905: Fornos de Algodres;1457;232;956;132;137;
;16J090501: Algodres;190;43;115;24;8;
;16J090502: Casal Vasco;68;7;53;5;3;
;16J090504: Figueiró da Granja;119;16;76;10;17;
;16J090505: Fornos de Algodres;223;37;138;32;16;
;16J090507: Infias;50;7;35;4;4;
;16J090509: Maceira;72;8;51;4;9;
;16J090510: Matança;83;8;50;11;14;
