
Statistical table extracted on October 11, 2022 (20:22:19)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;11D171002: Covas do Douro;548;132;65;51;95;78;127;
;11D171004: Gouvinhas;324;112;32;38;58;41;43;
;11D171007: Paços;418;96;39;46;64;71;102;
;11D171005: Parada de Pinhão;210;40;21;18;34;47;50;
;11D171009: Sabrosa;367;86;35;24;68;53;101;
;11D171011: São Lourenço de Ribapinhão;264;68;17;34;32;41;72;
;11D171013: Souto Maior;288;89;17;38;55;55;34;
;11D171014: Torre do Pinhão;193;41;17;17;27;50;41;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;577;126;53;58;94;95;151;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;568;143;40;56;84;100;145;
;11D171015: Vilarinho de São Romão;237;68;18;31;32;41;47;
;11D1711: Santa Marta de Penaguião;4685;1196;496;553;723;739;978;
;11D171101: Alvações do Corgo;340;83;41;50;54;52;60;
;11D171102: Cumieira;803;191;77;67;140;140;188;
;11D171103: Fontes;569;124;49;56;72;127;141;
;11D171106: Medrões;399;115;36;49;67;58;74;
;11D171110: Sever;647;173;80;93;111;89;101;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1279;328;147;165;201;177;261;
;11D171112: União das freguesias de Louredo e Fornelos;648;182;66;73;78;96;153;
;11D1815: São João da Pesqueira;6098;1636;559;789;866;974;1274;
;11D181501: Castanheiro do Sul;395;94;30;42;58;66;105;
;11D181502: Ervedosa do Douro;869;207;81;104;131;132;214;
;11D181504: Nagozelo do Douro;493;156;64;79;56;66;72;
;11D181505: Paredes da Beira;419;133;33;51;52;67;83;
;11D181507: Riodades;350;87;22;37;43;73;88;
;11D181509: Soutelo do Douro;471;143;56;70;66;55;81;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;946;296;120;127;121;126;156;
;11D181516: União das freguesias de Trevões e Espinhosa;886;227;62;135;129;159;174;
;11D181517: União das freguesias de Vilarouco e Pereiros;470;99;38;46;72;83;132;
;11D181511: Vale de Figueira;595;152;44;72;107;96;124;
;11D181512: Valongo dos Azeites;204;42;9;26;31;51;45;
;11D1818: Sernancelhe;3404;943;293;400;426;572;770;
;11D181801: Arnas;158;50;17;25;11;21;34;
;11D181802: Carregal;264;71;18;33;25;59;58;
;11D181803: Chosendo;223;67;25;31;28;39;33;
;11D181804: Cunha;195;67;18;24;25;25;36;
;11D181806: Faia;90;17;5;12;14;9;33;
;11D181810: Granjal;169;44;5;13;33;36;38;
;11D181811: Lamosa;113;26;4;14;9;23;37;
;11D181814: Quintela;126;43;6;15;17;15;30;
;11D181818: União das freguesias de Ferreirim e Macieira;570;173;60;85;70;82;100;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;317;74;30;33;42;52;86;
;11D181820: União das freguesias de Penso e Freixinho;268;55;29;22;31;54;77;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;678;192;54;70;86;128;148;
;11D181817: Vila da Ponte;233;64;22;23;35;29;60;
;11D1819: Tabuaço;3421;828;264;422;459;579;869;
;11D181901: Adorigo;252;47;28;25;28;50;74;
;11D181902: Arcos;165;47;11;22;18;26;41;
;11D181904: Chavães;223;56;13;26;28;37;63;
;11D181905: Desejosa;196;63;18;49;21;22;23;
;11D181906: Granja do Tedo;141;36;15;7;14;28;41;
;11D181908: Longa;129;25;7;12;12;20;53;
;11D181913: Sendim;466;95;25;52;68;84;142;
;11D181914: Tabuaço;286;66;25;29;49;41;76;
;11D181918: União das freguesias de Barcos e Santa Leocádia;469;131;39;65;60;80;94;
;11D181919: União das freguesias de Paradela e Granjinha;209;57;18;20;26;38;50;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;238;77;21;19;27;42;52;
;11D181921: União das freguesias de Távora e Pereiro;413;93;23;58;66;57;116;
;11D181917: Valença do Douro;234;35;21;38;42;54;44;
;11D1820: Tarouca;2943;837;276;325;388;516;601;
;11D182004: Mondim da Beira;276;95;31;36;39;45;30;
;11D182005: Salzedas;600;192;64;66;83;106;89;
;11D182006: São João de Tarouca;380;107;53;48;45;61;66;
;11D182011: União das freguesias de Gouviães e Ucanha;386;105;32;46;52;59;92;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;306;96;19;43;42;44;62;
;11D182013: União das freguesias de Tarouca e Dálvares;785;204;67;70;103;147;194;
;11D182009: Várzea da Serra;210;38;10;16;24;54;68;
;11D0409: Torre de Moncorvo;5509;1129;385;492;805;1044;1654;
;11D040901: Açoreira;491;130;53;58;80;90;80;
;11D040903: Cabeça Boa;262;40;11;24;28;58;101;
;11D040905: Carviçais;841;184;66;70;134;143;244;
;11D040906: Castedo;206;45;12;16;21;26;86;
;11D040909: Horta da Vilariça;322;65;18;30;51;59;99;
;11D040910: Larinho;215;23;13;13;38;48;80;
;11D040911: Lousa;508;104;26;50;71;103;154;
;11D040913: Mós;358;56;21;37;44;81;119;
;11D040916: Torre de Moncorvo;202;41;14;15;31;45;56;
;11D040918: União das freguesias de Adeganha e Cardanha;527;125;37;41;85;91;148;
;11D040919: União das freguesias de Felgar e Souto da Velha;401;80;31;28;60;93;109;
;11D040920: União das freguesias de Felgueiras e Maçores;576;84;35;48;73;120;216;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;600;152;48;62;89;87;162;
;11D0914: Vila Nova de Foz Côa;5485;922;395;504;850;1124;1690;
;11D091401: Almendra;379;78;32;26;43;71;129;
;11D091402: Castelo Melhor;355;55;23;31;60;67;119;
;11D091403: Cedovim;312;49;23;24;52;54;110;
;11D091404: Chãs;414;75;36;42;59;82;120;
;11D091405: Custóias;227;14;14;13;42;76;68;
;11D091418: Freixo de Numão;553;87;34;41;100;136;155;
;11D091407: Horta;190;31;7;21;28;34;69;
;11D091410: Muxagata;292;60;21;29;43;68;71;
;11D091411: Numão;213;26;11;27;29;44;76;
;11D091412: Santa Comba;374;84;32;34;69;58;97;
;11D091414: Sebadelhe;241;39;14;15;58;47;68;
;11D091415: Seixas;302;45;25;45;55;61;71;
;11D091416: Touça;230;58;20;36;19;39;58;
;11D091419: Vila Nova de Foz Côa;1403;221;103;120;193;287;479;
;11D1714: Vila Real;10530;2700;1129;1108;1505;1721;2367;
;11D171401: Abaças;776;206;85;95;113;98;179;
;11D171403: Andrães;759;209;65;79;129;109;168;
;11D171404: Arroios;159;36;22;10;12;32;47;
;11D171406: Campeã;635;144;72;60;79;117;163;
;11D171409: Folhadela;657;159;64;57;125;93;159;
;11D171410: Guiães;506;192;48;71;76;51;68;
;11D171414: Lordelo;144;36;20;18;8;25;37;
;11D171415: Mateus;212;38;33;29;19;40;53;
;11D171416: Mondrões;406;104;66;34;51;63;88;
;11D171420: Parada de Cunhos;196;35;31;10;33;33;54;
;11D171426: Torgueda;618;151;60;61;80;127;139;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;595;146;37;56;82;124;150;
;11D171432: União das freguesias de Borbela e Lamas de Olo;409;97;46;37;53;76;100;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;857;213;72;97;135;127;213;
;11D171434: União das freguesias de Mouçós e Lamares;887;237;109;90;137;131;183;
;11D171435: União das freguesias de Nogueira e Ermida;906;259;93;108;149;150;147;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;513;122;58;73;61;97;102;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;694;145;69;72;83;131;194;
;11D171429: Vila Marim;505;147;67;44;64;83;100;
;11D171438: Vila Real;96;24;12;7;16;14;23;
;11E: Terras de Trás-os-Montes;62430;14157;5013;6442;8769;11455;16594;
;11E0401: Alfândega da Fé;3682;774;324;351;488;652;1093;
;11E040102: Alfândega da Fé;558;107;42;42;95;97;175;
;11E040103: Cerejais;190;44;14;16;36;37;43;
;11E040111: Sambade;434;87;29;32;55;82;149;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;256;46;24;13;31;53;89;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;353;71;33;32;39;76;102;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;279;54;28;25;47;50;75;
;11E040124: União das freguesias de Gebelim e Soeima;394;112;33;50;55;68;76;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;374;75;36;39;33;64;127;
;11E040126: União das freguesias de Pombal e Vales;215;47;19;21;18;28;82;
;11E040118: Vilar Chão;193;48;18;29;32;23;43;
;11E040119: Vilarelhos;217;41;23;33;26;27;67;
;11E040120: Vilares de Vilariça;219;42;25;19;21;47;65;
;11E0402: Bragança;11183;2389;880;1154;1575;2027;3158;
;11E040201: Alfaião;210;53;19;19;38;36;45;
;11E040203: Babe;261;60;26;15;40;63;57;
;11E040204: Baçal;292;79;19;33;50;48;63;
;11E040206: Carragosa;197;37;19;18;20;31;72;
;11E040209: Castro de Avelãs;225;34;32;24;21;48;66;
;11E040210: Coelhoso;293;63;22;26;50;61;71;
;11E040212: Donai;251;57;15;34;36;34;75;
;11E040213: Espinhosela;351;72;27;31;41;70;110;
;11E040215: França;174;16;19;19;32;40;48;
;11E040216: Gimonde;226;62;20;28;38;31;47;
;11E040217: Gondesende;180;35;13;19;26;32;55;
;11E040218: Gostei;250;45;40;22;36;50;57;
;11E040219: Grijó de Parada;340;94;24;59;41;58;64;
;11E040221: Macedo do Mato;330;61;17;23;57;56;116;
;11E040224: Mós;185;36;17;21;20;34;57;
;11E040225: Nogueira;261;70;32;41;37;26;55;
;11E040226: Outeiro;310;66;15;27;42;55;105;
;11E040229: Parâmio;358;76;37;44;39;63;99;
;11E040230: Pinela;213;51;11;29;22;36;64;
;11E040232: Quintanilha;298;60;19;23;42;59;95;
;11E040233: Quintela de Lampaças;225;45;18;24;20;45;73;
;11E040234: Rabal;164;31;5;12;33;29;54;
;11E040236: Rebordãos;345;78;28;44;48;51;96;
;11E040239: Salsas;337;60;19;26;45;60;127;
;11E040240: Samil;252;67;24;33;41;31;56;
;11E040241: Santa Comba de Rossas;133;21;12;8;17;30;45;
;11E040244: São Pedro de Sarracenos;185;30;22;14;26;29;64;
;11E040246: Sendas;191;33;12;13;21;47;65;
;11E040247: Serapicos;227;57;11;15;33;41;70;
;11E040248: Sortes.;168;44;14;20;22;24;44;
;11E040250: União das freguesias de Aveleda e Rio de Onor;320;50;26;21;56;78;89;
;11E040251: União das freguesias de Castrelos e Carrazedo;328;70;16;38;40;52;112;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;737;136;53;74;112;142;220;
;11E040253: União das freguesias de Parada e Faílde;563;136;44;52;90;112;129;
;11E040254: União das freguesias de Rebordainhos e Pombares;213;58;18;18;20;24;75;
;11E040255: União das freguesias de Rio Frio e Milhão;463;96;30;52;58;89;138;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;495;100;24;51;71;110;139;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;458;112;47;57;77;65;100;
;11E040249: Zoio;174;38;14;27;17;37;41;
;11E0405: Macedo de Cavaleiros;8932;2127;668;887;1251;1635;2364;
;11E040502: Amendoeira;350;95;31;30;45;59;90;
;11E040503: Arcas;297;111;14;52;35;41;44;
;11E040507: Carrapatas;176;45;18;14;26;32;41;
;11E040509: Chacim;197;48;14;16;28;42;49;
;11E040510: Cortiços;303;65;23;35;41;41;98;
;11E040511: Corujas;154;42;17;13;21;26;35;
;11E040514: Ferreira;223;67;10;22;32;43;49;
;11E040515: Grijó;244;41;18;21;32;50;82;
;11E040516: Lagoa;393;94;32;49;56;55;107;
;11E040517: Lamalonga;382;79;36;27;54;73;113;
;11E040518: Lamas;273;74;15;24;47;48;65;
;11E040519: Lombo;311;84;25;43;46;49;64;
;11E040520: Macedo de Cavaleiros;370;84;43;28;51;67;97;
;11E040521: Morais;327;66;10;31;59;80;81;
;11E040523: Olmos;197;49;8;25;35;35;45;
;11E040524: Peredo;182;57;17;18;15;40;35;
;11E040526: Salselas;438;99;39;25;58;82;135;
;11E040528: Sezulfe;193;49;12;24;28;36;44;
;11E040530: Talhas;347;67;22;28;54;65;111;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;535;126;48;55;71;100;135;
;11E040540: União das freguesias de Bornes e Burga;347;76;23;32;54;68;94;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;371;79;32;34;40;72;114;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;549;151;36;62;61;90;149;
;11E040543: União das freguesias de Podence e Santa Combinha;260;52;22;18;38;48;82;
;11E040544: União das freguesias de Talhinhas e Bagueixe;404;82;20;45;57;75;125;
;11E040532: Vale Benfeito;140;20;16;8;18;34;44;
;11E040533: Vale da Porca;213;54;15;19;39;38;48;
;11E040534: Vale de Prados;247;51;25;28;40;51;52;
;11E040536: Vilarinho de Agrochão;250;61;12;35;34;46;62;
;11E040538: Vinhas;259;59;15;26;36;49;74;
;11E0406: Miranda do Douro;4600;900;368;472;655;941;1264;
;11E040604: Duas Igrejas;601;132;47;50;83;125;164;
;11E040605: Genísio;211;33;13;11;28;50;76;
;11E040607: Malhadas;255;54;13;31;44;52;61;
;11E040608: Miranda do Douro;327;43;23;35;38;77;111;
;11E040609: Palaçoulo;447;93;48;72;47;83;104;
;11E040611: Picote;185;26;21;11;25;30;72;
;11E040612: Póvoa;212;43;20;16;30;55;48;
;11E040613: São Martinho de Angueira;274;45;19;14;45;53;98;
;11E040618: União das freguesias de Constantim e Cicouro;229;32;16;18;22;58;83;
;11E040619: União das freguesias de Ifanes e Paradela;328;60;18;37;51;65;97;
;11E040620: União das freguesias de Sendim e Atenor;944;225;86;107;156;184;186;
;11E040621: União das freguesias de Silva e Águas Vivas;271;67;18;35;43;49;59;
;11E040616: Vila Chã de Braciosa;316;47;26;35;43;60;105;
;11E0407: Mirandela;10479;2534;879;1086;1488;1863;2629;
;11E040701: Abambres;284;68;34;39;44;50;49;
;11E040702: Abreiro;213;37;20;20;28;44;64;
;11E040703: Aguieiras;352;68;35;28;49;52;120;
;11E040704: Alvites;271;69;17;39;33;33;80;
;11E040708: Bouça;279;67;14;25;42;48;83;
;11E040709: Cabanelas;381;109;36;40;67;55;74;
;11E040710: Caravelas;248;49;22;20;34;47;76;
;11E040711: Carvalhais;475;131;42;47;63;92;100;
;11E040712: Cedães;363;88;29;39;50;79;78;
;11E040713: Cobro;115;19;12;12;14;29;29;
;11E040714: Fradizela;283;59;7;28;45;60;84;
;11E040716: Frechas;323;78;39;20;38;69;79;
;11E040718: Lamas de Orelhão;335;101;31;45;56;49;53;
;11E040720: Mascarenhas;446;102;36;39;66;82;121;
;11E040721: Mirandela;416;97;39;30;66;83;101;
;11E040722: Múrias;320;81;27;37;39;61;75;
;11E040724: Paços;365;100;30;39;62;59;75;
;11E040727: São Pedro Velho;468;124;41;58;77;71;97;
;11E040728: São Salvador;204;52;18;21;25;37;51;
;11E040729: Suçães;478;136;34;47;68;79;114;
;11E040730: Torre de Dona Chama;709;164;44;74;109;137;181;
;11E040738: União das freguesias de Avantos e Romeu;368;68;37;43;46;67;107;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;436;105;40;49;62;65;115;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;388;88;34;43;49;51;123;
;11E040741: União das freguesias de Franco e Vila Boa;304;68;25;29;43;49;90;
;11E040742: União das freguesias de Freixeda e Vila Verde;252;52;28;21;35;53;63;
;11E040731: Vale de Asnes;318;98;21;33;43;43;80;
;11E040732: Vale de Gouvinhas;446;109;30;54;51;100;102;
;11E040733: Vale de Salgueiro;406;94;43;44;54;68;103;
;11E040734: Vale de Telhas;233;53;14;23;30;51;62;
;11E0408: Mogadouro;7699;1860;677;889;1046;1350;1877;
;11E040801: Azinhoso;339;65;32;44;37;75;86;
;11E040802: Bemposta;590;176;46;79;90;95;104;
;11E040803: Bruçó;249;40;14;15;28;46;106;
;11E040804: Brunhoso;245;76;18;34;34;24;59;
;11E040807: Castelo Branco;507;99;47;39;71;107;144;
;11E040808: Castro Vicente;479;141;39;51;48;75;125;
;11E040809: Meirinhos;291;71;31;32;30;49;78;
;11E040811: Paradela;200;36;18;25;31;38;52;
;11E040812: Penas Roias;348;88;29;39;54;65;73;
;11E040813: Peredo da Bemposta;346;102;34;48;49;53;60;
;11E040815: Saldanha;164;35;17;27;15;23;47;
;11E040817: São Martinho do Peso;461;105;29;51;77;90;109;
;11E040819: Tó;209;48;24;40;21;27;49;
;11E040820: Travanca;248;58;22;32;32;42;62;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;355;83;50;41;47;71;63;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;978;224;77;98;137;179;263;
;11E040831: União das freguesias de Remondes e Soutelo;414;106;41;46;58;78;85;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;503;123;35;67;77;79;122;
;11E040821: Urrós;451;106;39;52;69;77;108;
;11E040822: Vale da Madre;83;21;8;10;11;14;19;
;11E040826: Vila de Ala;239;57;27;19;30;43;63;
;11E0410: Vila Flor;4896;1099;415;581;746;918;1137;
;11E041002: Benlhevai;217;52;31;25;28;39;42;
;11E041005: Freixiel;837;213;70;117;123;118;196;
;11E041009: Roios;188;46;10;24;34;34;40;
;11E041010: Samões;181;21;17;16;36;46;45;
;11E041011: Sampaio;140;38;10;9;28;27;28;
;11E041012: Santa Comba de Vilariça;280;72;27;28;54;47;52;
;11E041013: Seixo de Manhoses;354;67;30;33;45;107;72;
;11E041014: Trindade;246;54;24;24;29;52;63;
;11E041020: União das freguesias de Assares e Lodões;354;83;33;30;61;78;69;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;277;77;17;58;36;26;63;
;11E041022: União das freguesias de Valtorno e Mourão;409;92;24;32;58;72;131;
;11E041023: União das freguesias de Vila Flor e Nabo;692;150;56;97;91;130;168;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;501;81;48;58;89;110;115;
;11E041015: Vale Frechoso;220;53;18;30;34;32;53;
;11E0411: Vimioso;3754;840;258;315;527;735;1079;
;11E041103: Argozelo;450;141;31;50;63;75;90;
;11E041107: Carção;357;63;23;26;40;82;123;
;11E041108: Matela;323;69;26;21;39;64;104;
;11E041109: Pinelo;257;52;22;16;37;53;77;
;11E041110: Santulhão;453;100;20;29;71;98;135;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;618;118;45;51;90;133;181;
;11E041116: União das freguesias de Caçarelhos e Angueira;350;76;29;24;67;77;77;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;327;54;17;29;35;60;132;
;11E041113: Vilar Seco;192;56;12;29;18;27;50;
;11E041114: Vimioso;427;111;33;40;67;66;110;
;11E0412: Vinhais;7205;1634;544;707;993;1334;1993;
;11E041201: Agrochão;227;55;13;25;31;51;52;
;11E041203: Candedo;340;84;16;31;66;57;86;
;11E041204: Celas;279;93;23;41;36;27;59;
;11E041206: Edral;200;46;20;20;33;33;48;
;11E041207: Edrosa;160;33;7;20;26;30;44;
;11E041208: Ervedosa;379;97;29;36;54;67;96;
;11E041215: Paçó;209;51;18;18;28;35;59;
;11E041216: Penhas Juntas;210;53;19;13;29;29;67;
;11E041219: Rebordelo;468;100;31;45;62;92;138;
;11E041221: Santalha;284;51;13;25;35;62;98;
;11E041226: Tuizelo;422;73;31;39;60;83;136;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;379;94;25;31;65;53;111;
;11E041237: União das freguesias de Moimenta e Montouto;258;57;10;34;24;46;87;
;11E041238: União das freguesias de Nunes e Ousilhão;253;54;24;21;42;39;73;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;327;51;18;26;29;79;124;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;303;83;23;31;41;58;67;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;238;58;20;16;30;48;66;
;11E041242: União das freguesias de Travanca e Santa Cruz;165;45;19;28;25;24;24;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;223;54;12;31;40;31;55;
;11E041227: Vale das Fontes;294;61;27;28;37;64;77;
;11E041229: Vila Boa de Ousilhão;124;22;3;11;12;23;53;
;11E041230: Vila Verde;173;35;15;13;24;39;47;
;11E041232: Vilar de Ossos;209;52;31;20;27;38;41;
;11E041233: Vilar de Peregrinos;211;51;17;31;28;40;44;
;11E041234: Vilar Seco de Lomba;232;46;18;21;32;50;65;
;11E041235: Vinhais;638;135;62;52;77;136;176;
;16: Centro;466293;101469;40927;46286;68888;89675;119048;
;16B: Oeste;63100;14029;6795;7277;10060;11857;13082;
;16B1001: Alcobaça;9572;2339;937;972;1624;1812;1888;
;16B100102: Alfeizerão;659;138;73;60;112;125;151;
;16B100120: Aljubarrota;1227;253;98;114;232;236;294;
;16B100104: Bárrio;464;90;39;42;80;99;114;
;16B100105: Benedita;975;293;125;78;158;172;149;
;16B100106: Cela;1229;336;112;150;217;215;199;
;16B100108: Évora de Alcobaça;1280;354;97;148;210;269;202;
;16B100109: Maiorga;379;62;51;28;56;91;91;
;16B100112: São Martinho do Porto;194;62;16;17;42;29;28;
;16B100114: Turquel;1180;334;120;134;185;205;202;
;16B100121: União das freguesias de Alcobaça e Vestiaria;189;35;11;21;33;35;54;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;697;113;69;68;110;134;203;
;16B100123: União das freguesias de Pataias e Martingança;337;38;42;30;66;67;94;
;16B100116: Vimeiro;762;231;84;82;123;135;107;
;16B1101: Alenquer;8610;1558;1063;1071;1413;1617;1888;
;16B110106: Carnota;872;145;111;114;146;152;204;
;16B110107: Meca;905;120;178;145;139;166;157;
;16B110108: Olhalvo;451;79;63;57;73;75;104;
;16B110109: Ota;265;60;28;27;54;57;39;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;1130;236;95;114;202;216;267;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1040;177;125;143;162;203;230;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);752;122;101;81;149;150;149;
;16B110120: União das freguesias de Carregado e Cadafais;377;48;45;58;63;65;98;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;774;132;90;89;129;163;171;
;16B110113: Ventosa;1016;181;115;119;149;196;256;
;16B110114: Vila Verde dos Francos;1028;258;112;124;147;174;213;
;16B1102: Arruda dos Vinhos;2091;303;180;212;385;467;544;
