
Statistical table extracted on October 15, 2022 (14:19:30)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
11D091410: Muxagata;12560,1;
11D091411: Numão;12568,7;
11D091412: Santa Comba;7053;
11D091414: Sebadelhe;6503,3;
11D091415: Seixas;10208,7;
11D091416: Touça;6870,4;
11D091419: Vila Nova de Foz Côa;5868,9;
11D1714: Vila Real;4590,6;
11D171401: Abaças;6071;
11D171403: Andrães;1994,3;
11D171404: Arroios;2717,2;
11D171406: Campeã;7666,8;
11D171409: Folhadela;6132,8;
11D171410: Guiães;8462,9;
11D171414: Lordelo;4937,4;
11D171415: Mateus;6433;
11D171416: Mondrões;3717,5;
11D171420: Parada de Cunhos;4226;
11D171426: Torgueda;2186,4;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;3941,9;
11D171432: União das freguesias de Borbela e Lamas de Olo;4980,6;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;3560,4;
11D171434: União das freguesias de Mouçós e Lamares;3348;
11D171435: União das freguesias de Nogueira e Ermida;5668,2;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;5235,6;
11D171437: União das freguesias de São Tomé do Castelo e Justes;3175,5;
11D171429: Vila Marim;3521;
11D171438: Vila Real;4985,2;
11E: Terras de Trás-os-Montes;6618,3;
11E0401: Alfândega da Fé;6326,8;
11E040102: Alfândega da Fé;8162,8;
11E040103: Cerejais;5702;
11E040111: Sambade;5037;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;6019,8;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;7948,7;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;7009,4;
11E040124: União das freguesias de Gebelim e Soeima;4053,4;
11E040125: União das freguesias de Parada e Sendim da Ribeira;5501,6;
11E040126: União das freguesias de Pombal e Vales;4308,7;
11E040118: Vilar Chão;9787,9;
11E040119: Vilarelhos;7202,6;
11E040120: Vilares de Vilariça;4360,2;
11E0402: Bragança;6559,3;
11E040201: Alfaião;3849,2;
11E040203: Babe;5035,8;
11E040204: Baçal;8271,2;
11E040206: Carragosa;6725;
11E040209: Castro de Avelãs;10196,7;
11E040210: Coelhoso;5542,3;
11E040212: Donai;6777,7;
11E040213: Espinhosela;6403;
11E040215: França;3217,8;
11E040216: Gimonde;5658,8;
11E040217: Gondesende;6063,5;
11E040218: Gostei;11843,3;
11E040219: Grijó de Parada;8177,4;
11E040221: Macedo do Mato;4241,8;
11E040224: Mós;6988,7;
11E040225: Nogueira;7439,8;
11E040226: Outeiro;3973,3;
11E040229: Parâmio;7231;
11E040230: Pinela;7886,7;
11E040232: Quintanilha;4070,8;
11E040233: Quintela de Lampaças;4836;
11E040234: Rabal;5477,8;
11E040236: Rebordãos;6317,1;
11E040239: Salsas;5825,6;
11E040240: Samil;6318,7;
11E040241: Santa Comba de Rossas;3096,5;
11E040244: São Pedro de Sarracenos;7224,8;
11E040246: Sendas;8802,1;
11E040247: Serapicos;9401,9;
11E040248: Sortes.;8436,8;
11E040250: União das freguesias de Aveleda e Rio de Onor;4275,2;
11E040251: União das freguesias de Castrelos e Carrazedo;6063,3;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;6367,3;
11E040253: União das freguesias de Parada e Faílde;8071,4;
11E040254: União das freguesias de Rebordainhos e Pombares;7739,5;
11E040255: União das freguesias de Rio Frio e Milhão;6975,4;
11E040256: União das freguesias de São Julião de Palácios e Deilão;6965,9;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;6206,1;
11E040249: Zoio;10773,9;
11E0405: Macedo de Cavaleiros;5444,9;
11E040502: Amendoeira;3582,6;
11E040503: Arcas;7451,7;
11E040507: Carrapatas;5170,9;
11E040509: Chacim;5460,7;
11E040510: Cortiços;4422,9;
11E040511: Corujas;5378,6;
11E040514: Ferreira;4169,4;
11E040515: Grijó;3441,4;
11E040516: Lagoa;6265,6;
11E040517: Lamalonga;4402,3;
11E040518: Lamas;6490,2;
11E040519: Lombo;3907,6;
11E040520: Macedo de Cavaleiros;7331,8;
11E040521: Morais;6663,2;
11E040523: Olmos;11527,1;
11E040524: Peredo;6481,4;
11E040526: Salselas;4616,5;
11E040528: Sezulfe;6200,4;
11E040530: Talhas;6398,6;
11E040539: União das freguesias de Ala e Vilarinho do Monte;5594,8;
11E040540: União das freguesias de Bornes e Burga;3391,8;
11E040541: União das freguesias de Castelãos e Vilar do Monte;5778;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;4931,7;
11E040543: União das freguesias de Podence e Santa Combinha;4870,5;
11E040544: União das freguesias de Talhinhas e Bagueixe;6419,9;
11E040532: Vale Benfeito;5357,8;
11E040533: Vale da Porca;6009,9;
11E040534: Vale de Prados;4838,5;
11E040536: Vilarinho de Agrochão;4831,7;
11E040538: Vinhas;4911,3;
11E0406: Miranda do Douro;8096,9;
11E040604: Duas Igrejas;10011;
11E040605: Genísio;9984,3;
11E040607: Malhadas;10694;
11E040608: Miranda do Douro;7650,7;
11E040609: Palaçoulo;10700,9;
11E040611: Picote;2859,4;
11E040612: Póvoa;9745,9;
11E040613: São Martinho de Angueira;5286,6;
11E040618: União das freguesias de Constantim e Cicouro;6295,7;
11E040619: União das freguesias de Ifanes e Paradela;10062;
11E040620: União das freguesias de Sendim e Atenor;5434,2;
11E040621: União das freguesias de Silva e Águas Vivas;8979,1;
11E040616: Vila Chã de Braciosa;9075,6;
11E0407: Mirandela;5393,1;
11E040701: Abambres;6930,3;
11E040702: Abreiro;2884,1;
11E040703: Aguieiras;4137,5;
11E040704: Alvites;5881,5;
11E040708: Bouça;4491,7;
11E040709: Cabanelas;8400,7;
11E040710: Caravelas;3569,6;
11E040711: Carvalhais;7893,6;
11E040712: Cedães;2902,5;
11E040713: Cobro;7427,6;
11E040714: Fradizela;6039,3;
11E040716: Frechas;7894,1;
11E040718: Lamas de Orelhão;6931,6;
11E040720: Mascarenhas;5808;
11E040721: Mirandela;5182,1;
11E040722: Múrias;3994,9;
11E040724: Paços;4874;
11E040727: São Pedro Velho;5512,9;
11E040728: São Salvador;2833,4;
11E040729: Suçães;6224,1;
11E040730: Torre de Dona Chama;4910,6;
11E040738: União das freguesias de Avantos e Romeu;5789,1;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;7040,2;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;7375,3;
11E040741: União das freguesias de Franco e Vila Boa;4672,6;
11E040742: União das freguesias de Freixeda e Vila Verde;2541,1;
11E040731: Vale de Asnes;3878,8;
11E040732: Vale de Gouvinhas;4196,8;
11E040733: Vale de Salgueiro;6018,8;
11E040734: Vale de Telhas;3538,1;
11E0408: Mogadouro;10091,2;
11E040801: Azinhoso;8385,1;
11E040802: Bemposta;3423;
11E040803: Bruçó;5944;
11E040804: Brunhoso;11407,1;
11E040807: Castelo Branco;5328,9;
11E040808: Castro Vicente;8289,3;
11E040809: Meirinhos;7563,4;
11E040811: Paradela;9845,9;
11E040812: Penas Roias;17312,9;
11E040813: Peredo da Bemposta;6280,5;
11E040815: Saldanha;28609,8;
11E040817: São Martinho do Peso;9272,8;
11E040819: Tó;13603,9;
11E040820: Travanca;9813,9;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;21676,7;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;10544,5;
11E040831: União das freguesias de Remondes e Soutelo;9617,2;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;9635,6;
11E040821: Urrós;7054,3;
11E040822: Vale da Madre;22417,4;
11E040826: Vila de Ala;18016,1;
11E0410: Vila Flor;5809,4;
11E041002: Benlhevai;5214,2;
11E041005: Freixiel;4680,9;
11E041009: Roios;5883,7;
11E041010: Samões;3425,9;
11E041011: Sampaio;8473,3;
11E041012: Santa Comba de Vilariça;8328,1;
11E041013: Seixo de Manhoses;6727,5;
11E041014: Trindade;3119,3;
11E041020: União das freguesias de Assares e Lodões;7994,9;
11E041021: União das freguesias de Candoso e Carvalho de Egas;4088,5;
11E041022: União das freguesias de Valtorno e Mourão;3528,5;
11E041023: União das freguesias de Vila Flor e Nabo;9371,5;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;4876,1;
11E041015: Vale Frechoso;4517,4;
11E0411: Vimioso;6035,3;
11E041103: Argozelo;3801,1;
11E041107: Carção;3670,4;
11E041108: Matela;6921,9;
11E041109: Pinelo;4904,1;
11E041110: Santulhão;5229,8;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;4749,8;
11E041116: União das freguesias de Caçarelhos e Angueira;10289,9;
11E041117: União das freguesias de Vale de Frades e Avelanoso;8348,3;
11E041113: Vilar Seco;13853,1;
11E041114: Vimioso;5129;
11E0412: Vinhais;6408,3;
11E041201: Agrochão;5564,5;
11E041203: Candedo;5315,3;
11E041204: Celas;8877,4;
11E041206: Edral;6501;
11E041207: Edrosa;8823,7;
11E041208: Ervedosa;4288,1;
11E041215: Paçó;7154,8;
11E041216: Penhas Juntas;9191;
11E041219: Rebordelo;4336,5;
11E041221: Santalha;5383,7;
11E041226: Tuizelo;6792,6;
11E041236: União das freguesias de Curopos e Vale de Janeiro;6613,6;
11E041237: União das freguesias de Moimenta e Montouto;7428,2;
11E041238: União das freguesias de Nunes e Ousilhão;6692,4;
11E041239: União das freguesias de Quirás e Pinheiro Novo;5140;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;6885,2;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;8497,5;
11E041242: União das freguesias de Travanca e Santa Cruz;13417,3;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;7133;
11E041227: Vale das Fontes;3774,2;
11E041229: Vila Boa de Ousilhão;4766;
11E041230: Vila Verde;3963,1;
11E041232: Vilar de Ossos;8667,8;
11E041233: Vilar de Peregrinos;7052;
11E041234: Vilar Seco de Lomba;5811,8;
11E041235: Vinhais;6366,9;
16: Centro;8397,1;
16B: Oeste;18478,8;
16B1001: Alcobaça;20103,6;
16B100102: Alfeizerão;35012,6;
16B100120: Aljubarrota;8966,5;
16B100104: Bárrio;9297,7;
16B100105: Benedita;33303,9;
16B100106: Cela;17444;
16B100108: Évora de Alcobaça;25477,9;
16B100109: Maiorga;8130,9;
16B100112: São Martinho do Porto;34513,9;
16B100114: Turquel;31020,5;
16B100121: União das freguesias de Alcobaça e Vestiaria;13040,1;
16B100122: União das freguesias de Coz, Alpedriz e Montes;10464,1;
16B100123: União das freguesias de Pataias e Martingança;9348,8;
16B100116: Vimeiro;16507;
16B1101: Alenquer;14023,6;
16B110106: Carnota;7752,1;
16B110107: Meca;3963,7;
16B110108: Olhalvo;3660;
16B110109: Ota;7808,6;
16B110117: União das freguesias de Abrigada e Cabanas de Torres;49196,8;
16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;7834,4;
16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);17611,9;
16B110120: União das freguesias de Carregado e Cadafais;26794,5;
16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;6346,8;
16B110113: Ventosa;4797,8;
16B110114: Vila Verde dos Francos;4556,2;
16B1102: Arruda dos Vinhos;10064;
16B110201: Arranhó;18603,9;
16B110202: Arruda dos Vinhos;7632,5;
16B110203: Cardosas;5350,2;
16B110204: São Tiago dos Velhos;6588;
16B1005: Bombarral;26975,5;
16B100502: Carvalhal;12270;
16B100505: Pó;134022;
16B100503: Roliça;40613,7;
16B100506: União das freguesias do Bombarral e Vale Covo;10730,8;
16B1104: Cadaval;12679,6;
16B110401: Alguber;8933,4;
16B110407: Peral;18997,5;
16B110412: União das freguesias de Lamas e Cercal;13269,5;
16B110413: União das freguesias de Painho e Figueiros;8916,3;
16B110411: União das freguesias do Cadaval e Pêro Moniz;15010,6;
16B110409: Vermelha;19688,4;
16B110410: Vilar;6552,9;
16B1006: Caldas da Rainha;18368,6;
16B100601: A dos Francos;13352,2;
16B100602: Alvorninha;14494,3;
16B100604: Carvalhal Benfeito;22569;
16B100606: Foz do Arelho;5582,8;
16B100607: Landal;36258,7;
16B100608: Nadadouro;3039,5;
16B100609: Salir de Matos;13699,2;
16B100611: Santa Catarina;17168,4;
16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;19970,3;
16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;16904,7;
16B100619: União das freguesias de Tornada e Salir do Porto;37932,2;
16B100615: Vidais;17046,5;
16B1108: Lourinhã;24517,5;
16B110803: Moita dos Ferreiros;15945,7;
16B110805: Reguengo Grande;21663,4;
16B110810: Ribamar;7327,3;
16B110806: Santa Bárbara;8501,6;
16B110812: União das freguesias de Lourinhã e Atalaia;30821,6;
16B110813: União das freguesias de Miragaia e Marteleira;41239;
16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;15889,5;
16B110808: Vimeiro;15207,2;
16B1011: Nazaré;19370;
16B101101: Famalicão;9303,1;
16B101102: Nazaré;7296,1;
16B101103: Valado dos Frades;31969;
16B1012: Óbidos;29164;
16B101201: A dos Negros;10943,9;
16B101202: Amoreira;65670,6;
16B101208: Gaeiras;11784,4;
16B101203: Olho Marinho;56919,2;
16B101210: Santa Maria, São Pedro e Sobral da Lagoa;33044,4;
16B101209: Usseira;14960,4;
16B101207: Vau;15002,5;
16B1014: Peniche;27489,2;
16B101402: Atouguia da Baleia;29432,6;
16B101406: Ferrel;28517,8;
16B101407: Peniche;3058,9;
16B101405: Serra d'El-Rei;13779,7;
16B1112: Sobral de Monte Agraço;12020,7;
16B111201: Santo Quintino;12010,9;
16B111202: Sapataria;9296;
16B111203: Sobral de Monte Agraço;22324;
16B1113: Torres Vedras;15545,5;
16B111306: Freiria;8275,3;
16B111310: Ponte do Rol;15628,3;
16B111311: Ramalhal;25221,7;
16B111314: São Pedro da Cadeira;11380,8;
16B111316: Silveira;21365,9;
16B111317: Turcifal;10823,6;
16B111321: União das freguesias de A dos Cunhados e Maceira;25592,5;
16B111322: União das freguesias de Campelos e Outeiro da Cabeça;33515,7;
16B111323: União das freguesias de Carvoeira e Carmões;24050,7;
16B111324: União das freguesias de Dois Portos e Runa;7826;
16B111325: União das freguesias de Maxial e Monte Redondo;11364,8;
16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;12294,5;
16B111318: Ventosa;7920,5;
16D: Região de Aveiro;8642,8;
16D0101: Águeda;4743,3;
16D010103: Aguada de Cima;4137,9;
16D010109: Fermentelos;2538,2;
16D010112: Macinhata do Vouga;4791,9;
16D010121: União das freguesias de Águeda e Borralha;3376,7;
16D010122: União das freguesias de Barrô e Aguada de Baixo;2938,6;
16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;5849,2;
16D010124: União das freguesias de Recardães e Espinhel;3073,2;
16D010125: União das freguesias de Travassô e Óis da Ribeira;4679,9;
16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;7723,8;
16D010127: União das freguesias do Préstimo e Macieira de Alcoba;9039;
16D010119: Valongo do Vouga;5246,1;
16D0102: Albergaria-a-Velha;12061,5;
16D010209: Albergaria-a-Velha e Valmaior;8250,3;
16D010202: Alquerubim;9228,2;
16D010203: Angeja;12449,9;
16D010204: Branca;26744,8;
16D010206: Ribeira de Fráguas;17816,8;
16D010210: São João de Loure e Frossos;7501,1;
16D0103: Anadia;4965,6;
16D010304: Avelãs de Caminho;2797,7;
16D010305: Avelãs de Cima;6947,7;
16D010307: Moita;7983,5;
16D010309: Sangalhos;3450,9;
16D010310: São Lourenço do Bairro;4277,5;
16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;4398,7;
16D010317: União das freguesias de Arcos e Mogofores;11006,3;
16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;3425,2;
16D010312: Vila Nova de Monsarros;4031,1;
16D010313: Vilarinho do Bairro;5012,9;
16D0105: Aveiro;8037;
16D010501: Aradas;9686;
16D010502: Cacia;7447,1;
16D010515: Eixo e Eirol;5794,7;
16D010505: Esgueira;4795,5;
16D010508: Oliveirinha;12475,4;
16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;6460,7;
16D010513: Santa Joana;12574,2;
16D010510: São Bernardo;12607,3;
16D010511: São Jacinto;5194,8;
16D010517: União das freguesias de Glória e Vera Cruz;18347,7;
16D0108: Estarreja;14675,6;
16D010801: Avanca;20937,3;
16D010805: Pardilhó;17147,9;
16D010806: Salreu;15295,3;
16D010808: União das freguesias de Beduído e Veiros;12160;
16D010809: União das freguesias de Canelas e Fermelã;12001,3;
16D0110: Ílhavo;15023,5;
16D011005: Gafanha da Encarnação;6380,5;
16D011006: Gafanha da Nazaré;3430;
16D011007: Gafanha do Carmo;14632,8;
16D011008: Ílhavo (São Salvador);18027,2;
16D0112: Murtosa;22728,5;
16D011201: Bunheiro;24746,8;
16D011202: Monte;18675,8;
16D011203: Murtosa;25778,8;
16D011204: Torreira;15344,9;
16D0114: Oliveira do Bairro;4861,1;
16D011403: Oiã;4256,3;
16D011404: Oliveira do Bairro;3632,9;
16D011405: Palhaça;4325,4;
16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;6264,8;
16D0115: Ovar;23087,7;
16D011502: Cortegaça;2220,1;
16D011503: Esmoriz;18744,8;
16D011504: Maceda;5291,7;
16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;24008,1;
16D011507: Válega;27515,3;
16D0117: Sever do Vouga;6814,3;
16D011702: Couto de Esteves;5642,4;
16D011704: Pessegueiro do Vouga;2391,2;
16D011705: Rocas do Vouga;9295;
16D011706: Sever do Vouga;15377,8;
16D011708: Talhadas;5533,6;
16D011710: União das freguesias de Cedrim e Paradela;4904,5;
16D011711: União das freguesias de Silva Escura e Dornelas;4930,6;
16D0118: Vagos;8980;
16D011801: Calvão;8068,2;
16D011804: Gafanha da Boa Hora;8334,4;
16D011805: Ouca;17491,5;
16D011810: Santo André de Vagos;6893,5;
16D011807: Sosa;7922,6;
16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;4876,6;
16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;7247,8;
16D011814: União das freguesias de Vagos e Santo António;13158;
16E: Região de Coimbra;6898,8;
16E0601: Arganil;3217,8;
16E060102: Arganil;3439,9;
16E060104: Benfeita;2021,1;
16E060105: Celavisa;2879,1;
16E060109: Folques;3080,6;
16E060111: Piódão;1822,3;
16E060112: Pomares;2143,9;
16E060113: Pombeiro da Beira;2480;
16E060114: São Martinho da Cortiça;3276,6;
16E060115: Sarzedo;2539,2;
16E060116: Secarias;1706,1;
16E060119: União das freguesias de Cepos e Teixeira;2702,6;
16E060120: União das freguesias de Cerdeira e Moura da Serra;2889,6;
16E060121: União das freguesias de Côja e Barril de Alva;8357,7;
16E060122: União das freguesias de Vila Cova de Alva e Anseriz;2142,7;
16E0602: Cantanhede;6825,8;
16E060201: Ançã;2694,4;
16E060203: Cadima;8298;
16E060205: Cordinhã;6975,9;
16E060207: Febres;4741,2;
16E060208: Murtede;5762,2;
16E060209: Ourentã;5273;
16E060218: Sanguinheira;15444,1;
16E060215: São Caetano;5130,4;
16E060214: Tocha;10928,2;
16E060220: União das freguesias de Cantanhede e Pocariça;4964;
16E060221: União das freguesias de Covões e Camarneira;5805;
16E060222: União das freguesias de Portunhos e Outil;3392,5;
16E060223: União das freguesias de Sepins e Bolho;4821,8;
16E060224: União das freguesias de Vilamar e Corticeiro de Cima;5865,8;
16E0603: Coimbra;8425,4;
16E060301: Almalaguês;5930,8;
16E060309: Brasfemes;2315,8;
16E060311: Ceira;66610,4;
16E060312: Cernache;3025,6;
16E060318: Santo António dos Olivais;4343;
16E060320: São João do Campo;8249,1;
16E060324: São Silvestre;5930,7;
16E060329: Torres do Mondego;3040,6;
16E060332: União das freguesias de Antuzede e Vil de Matos;4890,9;
16E060333: União das freguesias de Assafarge e Antanhol;3068,5;
16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);50768;
16E060335: União das freguesias de Eiras e São Paulo de Frades;3516,1;
16E060336: União das freguesias de Santa Clara e Castelo Viegas;5753,5;
16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;4571,8;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;32482,2;
16E060339: União das freguesias de Souselas e Botão;2675,2;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;4990,5;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;2995,3;
16E0604: Condeixa-a-Nova;3534,8;
16E060401: Anobra;6141,2;
16E060406: Ega;3179,8;
16E060407: Furadouro;4151,4;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;4110,5;
16E060412: União das freguesias de Sebal e Belide;3661,6;
16E060413: União das freguesias de Vila Seca e Bem da Fé;1902,7;
16E060410: Zambujal;3384,6;
16E0605: Figueira da Foz;9674,3;
16E060519: Alhadas;5298,4;
16E060502: Alqueidão;13003,3;
16E060515: Bom Sucesso;14150,8;
16E060520: Buarcos;4236,7;
16E060521: Ferreira-a-Nova;12503,4;
16E060522: Lavos;13298,8;
16E060507: Maiorca;7284;
16E060508: Marinha das Ondas;7973,2;
16E060518: Moinhos da Gândara;9167,9;
16E060523: Paião;8102,2;
16E060524: Quiaios;4618,2;
16E060514: São Pedro;29379,7;
16E060512: Tavarede;4229,1;
16E060513: Vila Verde;5108,6;
16E0606: Góis;7487,2;
16E060601: Alvares;3844,3;
16E060604: Góis;8206,9;
16E060606: União das freguesias de Cadafaz e Colmeal;3252,5;
16E060605: Vila Nova do Ceira;11495,3;
16E0607: Lousã;19247,1;
16E060706: Gândaras;- -;
16E060704: Serpins;21195,8;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;28945;
16E060708: União das freguesias de Lousã e Vilarinho;16804,8;
16E0111: Mealhada;8858,9;
16E011102: Barcouço;9830,8;
16E011103: Casal Comba;3922;
16E011104: Luso;2357,3;
16E011106: Pampilhosa;2553,3;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;21849,7;
16E011107: Vacariça;5169,2;
16E0608: Mira;11077,9;
16E060803: Carapelhos;7849,1;
16E060801: Mira;11316,3;
16E060804: Praia de Mira;8230,6;
16E060802: Seixo;15406;
16E0609: Miranda do Corvo;8377,2;
16E060901: Lamas;1954,9;
16E060902: Miranda do Corvo;5542,5;
16E060906: União das freguesias de Semide e Rio Vide;19809,6;
16E060905: Vila Nova;2140;
16E0610: Montemor-o-Velho;9182,9;
16E061002: Arazede;12435,2;
16E061003: Carapinheira;7758,6;
16E061014: Ereira;2313,2;
16E061005: Liceia;8868,6;
16E061006: Meãs do Campo;5360,5;
16E061008: Pereira;3410,4;
16E061009: Santo Varão;10745;
16E061010: Seixo de Gatões;8701;
16E061011: Tentúgal;7196,5;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;11042,9;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;6633,4;
16E1808: Mortágua;7868,2;
16E180802: Cercosa;2460,7;
16E180804: Espinho;3892,9;
16E180805: Marmeleira;6224,3;
16E180807: Pala;4427,9;
16E180808: Sobral;3929,1;
16E180809: Trezói;7879,7;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;19921,1;
16E0611: Oliveira do Hospital;5063,4;
16E061101: Aldeia das Dez;1994,9;
16E061102: Alvoco das Várzeas;2596;
16E061103: Avô;3440,6;
16E061104: Bobadela;5265,1;
16E061106: Lagares;3675,6;
16E061109: Lourosa;3104,5;
16E061110: Meruge;3187,5;
16E061111: Nogueira do Cravo;4335,9;
16E061115: São Gião;4188,2;
16E061118: Seixo da Beira;9777,3;
16E061119: Travanca de Lagos;3100,7;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;3099,3;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;4289,1;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;10678,4;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;3265,4;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;4041,6;
16E0612: Pampilhosa da Serra;2146;
16E061201: Cabril;1358,2;
16E061202: Dornelas do Zêzere;1501;
16E061211: Fajão-Vidual;4092,2;
16E061204: Janeiro de Baixo;1900,5;
16E061206: Pampilhosa da Serra;2165;
16E061207: Pessegueiro;3027,9;
16E061212: Portela do Fojo-Machio;1759,6;
16E061209: Unhais-o-Velho;1963,7;
16E0613: Penacova;3365,8;
16E061301: Carvalho;3625,9;
16E061302: Figueira de Lorvão;3387,8;
16E061304: Lorvão;3744,6;
16E061307: Penacova;2368,8;
16E061310: Sazes do Lorvão;2688,3;
16E061312: União das freguesias de Friúmes e Paradela;5726;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;3437,8;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;2895,9;
16E0614: Penela;2437,7;
16E061401: Cumeeira;2187,2;
16E061402: Espinhal;2352,1;
16E061403: Podentes;2522,4;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;2519,6;
16E0615: Soure;3755,8;
16E061501: Alfarelos;7760,1;
16E061504: Figueiró do Campo;3684,4;
16E061506: Granja do Ulmeiro;3759,4;
16E061508: Samuel;3022,8;
16E061509: Soure;3647,2;
16E061510: Tapéus;2852,2;
16E061513: União das freguesias de Degracias e Pombalinho;4022,2;
16E061514: União das freguesias de Gesteira e Brunhós;2720,2;
16E061511: Vila Nova de Anços;5447,7;
16E061512: Vinha da Rainha;4153,2;
16E0616: Tábua;3725,2;
16E061602: Candosa;1889,5;
16E061603: Carapinha;2697,9;
16E061608: Midões;4687,9;
16E061609: Mouronho;5622,8;
16E061611: Póvoa de Midões;3378,5;
16E061612: São João da Boa Vista;3275,4;
16E061614: Tábua;2997,5;
16E061616: União das freguesias de Ázere e Covelo;3993,8;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;4140;
16E061618: União das freguesias de Espariz e Sinde;3968,1;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;3303,9;
16E0617: Vila Nova de Poiares;4426;
16E061701: Arrifana;2486,2;
16E061702: Lavegadas;1875,8;
16E061703: Poiares (Santo André);7053,1;
16E061704: São Miguel de Poiares;3624,3;
16F: Região de Leiria;9169,4;
16F1002: Alvaiázere;3439,7;
16F100201: Almoster;2651,8;
16F100208: Alvaiázere;2006,4;
16F100204: Maçãs de Dona Maria;2428,2;
16F100205: Pelmá;3716,8;
16F100209: Pussos São Pedro;5538,1;
16F1003: Ansião;4427,7;
16F100301: Alvorge;2738;
16F100309: Ansião;2594,4;
16F100303: Avelar;2475,2;
16F100304: Chão de Couce;4421,2;
16F100306: Pousaflores;2537,1;
16F100307: Santiago da Guarda;8215,2;
16F1004: Batalha;10337,6;
16F100401: Batalha;16772,2;
16F100404: Golpilheira;9273,3;
16F100402: Reguengo do Fetal;3793;
16F100403: São Mamede;7293,1;
16F1007: Castanheira de Pêra;2227,5;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;2227,5;
16F1008: Figueiró dos Vinhos;3068,2;
16F100801: Aguda;2515,8;
16F100802: Arega;2415,8;
16F100803: Campelo;1785,4;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;3718,8;
16F1009: Leiria;15871,3;
16F100901: Amor;13173,2;
16F100902: Arrabal;2705,8;
16F100925: Bajouca;10125;
16F100926: Bidoeira de Cima;35560,1;
16F100907: Caranguejeira;12808,2;
16F100909: Coimbrão;11909,1;
16F100913: Maceira;6448;
16F100915: Milagres;22821,5;
16F100921: Regueira de Pontes;45074,1;
