
Statistical table extracted on October 11, 2022 (17:18:29)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;16E060215: São Caetano;65;34;31;
;16E060214: Tocha;425;211;214;
;16E060220: União das freguesias de Cantanhede e Pocariça;422;220;202;
;16E060221: União das freguesias de Covões e Camarneira;515;262;253;
;16E060222: União das freguesias de Portunhos e Outil;506;248;258;
;16E060223: União das freguesias de Sepins e Bolho;414;217;197;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;27;15;12;
;16E0603: Coimbra;4733;2552;2181;
;16E060301: Almalaguês;501;277;224;
;16E060309: Brasfemes;112;64;48;
;16E060311: Ceira;88;44;44;
;16E060312: Cernache;148;86;62;
;16E060318: Santo António dos Olivais;90;45;45;
;16E060320: São João do Campo;471;253;218;
;16E060324: São Silvestre;501;274;227;
;16E060329: Torres do Mondego;76;41;35;
;16E060332: União das freguesias de Antuzede e Vil de Matos;354;189;165;
;16E060333: União das freguesias de Assafarge e Antanhol;128;70;58;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);75;43;32;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;239;130;109;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;121;61;60;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;541;275;266;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;235;124;111;
;16E060339: União das freguesias de Souselas e Botão;606;325;281;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;268;151;117;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;179;100;79;
;16E0604: Condeixa-a-Nova;1903;1040;863;
;16E060401: Anobra;144;74;70;
;16E060406: Ega;594;335;259;
;16E060407: Furadouro;74;38;36;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;437;227;210;
;16E060412: União das freguesias de Sebal e Belide;208;119;89;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;234;133;101;
;16E060410: Zambujal;212;114;98;
;16E0605: Figueira da Foz;2404;1233;1171;
;16E060519: Alhadas;188;102;86;
;16E060502: Alqueidão;327;171;156;
;16E060515: Bom Sucesso;514;255;259;
;16E060520: Buarcos;32;18;14;
;16E060521: Ferreira-a-Nova;363;180;183;
;16E060522: Lavos;84;40;44;
;16E060507: Maiorca;195;105;90;
;16E060508: Marinha das Ondas;204;104;100;
;16E060518: Moinhos da Gândara;91;45;46;
;16E060523: Paião;227;116;111;
;16E060524: Quiaios;59;32;27;
;16E060514: São Pedro;- -;- -;- -;
;16E060512: Tavarede;33;16;17;
;16E060513: Vila Verde;87;49;38;
;16E0606: Góis;274;141;133;
;16E060601: Alvares;57;30;27;
;16E060604: Góis;102;51;51;
;16E060606: União das freguesias de Cadafaz e Colmeal;26;15;11;
;16E060605: Vila Nova do Ceira;89;45;44;
;16E0607: Lousã;878;492;386;
;16E060706: Gândaras;131;81;50;
;16E060704: Serpins;193;102;91;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;156;83;73;
;16E060708: União das freguesias de Lousã e Vilarinho;398;226;172;
;16E0111: Mealhada;1695;886;809;
;16E011102: Barcouço;330;169;161;
;16E011103: Casal Comba;528;284;244;
;16E011104: Luso;117;59;58;
;16E011106: Pampilhosa;155;80;75;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;334;177;157;
;16E011107: Vacariça;231;117;114;
;16E0608: Mira;381;181;200;
;16E060803: Carapelhos;64;31;33;
;16E060801: Mira;199;92;107;
;16E060804: Praia de Mira;57;29;28;
;16E060802: Seixo;61;29;32;
;16E0609: Miranda do Corvo;1322;739;583;
;16E060901: Lamas;314;188;126;
;16E060902: Miranda do Corvo;486;255;231;
;16E060906: União das freguesias de Semide e Rio Vide;404;233;171;
;16E060905: Vila Nova;118;63;55;
;16E0610: Montemor-o-Velho;3824;1959;1865;
;16E061002: Arazede;934;472;462;
;16E061003: Carapinheira;216;115;101;
;16E061014: Ereira;68;38;30;
;16E061005: Liceia;331;160;171;
;16E061006: Meãs do Campo;421;220;201;
;16E061008: Pereira;224;114;110;
;16E061009: Santo Varão;110;59;51;
;16E061010: Seixo de Gatões;361;179;182;
;16E061011: Tentúgal;613;309;304;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;177;96;81;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;369;197;172;
;16E1808: Mortágua;999;522;477;
;16E180802: Cercosa;57;29;28;
;16E180804: Espinho;200;106;94;
;16E180805: Marmeleira;37;20;17;
;16E180807: Pala;201;108;93;
;16E180808: Sobral;245;126;119;
;16E180809: Trezói;72;36;36;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;187;97;90;
;16E0611: Oliveira do Hospital;1805;933;872;
;16E061101: Aldeia das Dez;71;37;34;
;16E061102: Alvoco das Várzeas;20;11;9;
;16E061103: Avô;86;45;41;
;16E061104: Bobadela;97;51;46;
;16E061106: Lagares;143;74;69;
;16E061109: Lourosa;92;47;45;
;16E061110: Meruge;70;33;37;
;16E061111: Nogueira do Cravo;308;158;150;
;16E061115: São Gião;16;8;8;
;16E061118: Seixo da Beira;237;127;110;
;16E061119: Travanca de Lagos;152;79;73;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;135;70;65;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;148;83;65;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;124;57;67;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;24;13;11;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;82;40;42;
;16E0612: Pampilhosa da Serra;638;330;308;
;16E061201: Cabril;16;9;7;
;16E061202: Dornelas do Zêzere;60;29;31;
;16E061211: Fajão-Vidual;53;30;23;
;16E061204: Janeiro de Baixo;115;58;57;
;16E061206: Pampilhosa da Serra;154;80;74;
;16E061207: Pessegueiro;21;12;9;
;16E061212: Portela do Fojo-Machio;108;56;52;
;16E061209: Unhais-o-Velho;111;56;55;
;16E0613: Penacova;1797;931;866;
;16E061301: Carvalho;174;88;86;
;16E061302: Figueira de Lorvão;283;160;123;
;16E061304: Lorvão;288;148;140;
;16E061307: Penacova;167;85;82;
;16E061310: Sazes do Lorvão;131;64;67;
;16E061312: União das freguesias de Friúmes e Paradela;112;60;52;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;295;152;143;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;347;174;173;
;16E0614: Penela;1579;823;756;
;16E061401: Cumeeira;350;185;165;
;16E061402: Espinhal;35;16;19;
;16E061403: Podentes;283;163;120;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;911;459;452;
;16E0615: Soure;3133;1663;1470;
;16E061501: Alfarelos;101;50;51;
;16E061504: Figueiró do Campo;125;61;64;
;16E061506: Granja do Ulmeiro;51;26;25;
;16E061508: Samuel;371;203;168;
;16E061509: Soure;1233;661;572;
;16E061510: Tapéus;156;83;73;
;16E061513: União das freguesias de Degracias e Pombalinho;365;188;177;
;16E061514: União das freguesias de Gesteira e Brunhós;222;125;97;
;16E061511: Vila Nova de Anços;141;75;66;
;16E061512: Vinha da Rainha;368;191;177;
;16E0616: Tábua;1761;938;823;
;16E061602: Candosa;58;29;29;
;16E061603: Carapinha;74;37;37;
;16E061608: Midões;366;182;184;
;16E061609: Mouronho;195;108;87;
;16E061611: Póvoa de Midões;70;42;28;
;16E061612: São João da Boa Vista;60;36;24;
;16E061614: Tábua;228;121;107;
;16E061616: União das freguesias de Ázere e Covelo;161;83;78;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;243;140;103;
;16E061618: União das freguesias de Espariz e Sinde;148;78;70;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;158;82;76;
;16E0617: Vila Nova de Poiares;679;359;320;
;16E061701: Arrifana;240;119;121;
;16E061702: Lavegadas;43;20;23;
;16E061703: Poiares (Santo André);284;158;126;
;16E061704: São Miguel de Poiares;112;62;50;
;16F: Região de Leiria;19082;9887;9195;
;16F1002: Alvaiázere;1628;792;836;
;16F100201: Almoster;223;109;114;
;16F100208: Alvaiázere;356;171;185;
;16F100204: Maçãs de Dona Maria;206;98;108;
;16F100205: Pelmá;200;103;97;
;16F100209: Pussos São Pedro;643;311;332;
;16F1003: Ansião;2373;1155;1218;
;16F100301: Alvorge;449;217;232;
;16F100309: Ansião;531;255;276;
;16F100303: Avelar;94;47;47;
;16F100304: Chão de Couce;231;117;114;
;16F100306: Pousaflores;317;149;168;
;16F100307: Santiago da Guarda;751;370;381;
;16F1004: Batalha;871;460;411;
;16F100401: Batalha;451;240;211;
;16F100404: Golpilheira;128;67;61;
;16F100402: Reguengo do Fetal;165;86;79;
;16F100403: São Mamede;127;67;60;
;16F1007: Castanheira de Pêra;193;100;93;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;193;100;93;
;16F1008: Figueiró dos Vinhos;731;369;362;
;16F100801: Aguda;71;41;30;
;16F100802: Arega;213;107;106;
;16F100803: Campelo;20;13;7;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;427;208;219;
;16F1009: Leiria;4871;2579;2292;
;16F100901: Amor;255;145;110;
;16F100902: Arrabal;129;69;60;
;16F100925: Bajouca;98;55;43;
;16F100926: Bidoeira de Cima;161;79;82;
;16F100907: Caranguejeira;347;193;154;
;16F100909: Coimbrão;117;59;58;
;16F100913: Maceira;372;205;167;
;16F100915: Milagres;238;124;114;
;16F100921: Regueira de Pontes;138;74;64;
;16F100932: União das freguesias de Colmeias e Memória;280;150;130;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;516;258;258;
;16F100934: União das freguesias de Marrazes e Barosa;218;124;94;
;16F100935: União das freguesias de Monte Real e Carvide;273;135;138;
;16F100936: União das freguesias de Monte Redondo e Carreira;337;185;152;
;16F100937: União das freguesias de Parceiros e Azoia;214;109;105;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;426;225;201;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;184;97;87;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;568;293;275;
;16F1010: Marinha Grande;243;134;109;
;16F101001: Marinha Grande;150;85;65;
;16F101003: Moita;22;12;10;
;16F101002: Vieira de Leiria;71;37;34;
;16F1013: Pedrógão Grande;830;427;403;
;16F101301: Graça;225;109;116;
;16F101302: Pedrógão Grande;488;257;231;
;16F101303: Vila Facaia;117;61;56;
;16F1015: Pombal;4846;2493;2353;
;16F101501: Abiul;526;266;260;
;16F101503: Almagreira;307;157;150;
;16F101504: Carnide;187;92;95;
;16F101505: Carriço;276;136;140;
;16F101506: Louriçal;539;276;263;
;16F101515: Meirinhas;86;40;46;
;16F101508: Pelariga;258;129;129;
;16F101509: Pombal;974;502;472;
;16F101510: Redinha;292;145;147;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;491;250;241;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;384;206;178;
;16F101513: Vermoil;229;127;102;
;16F101514: Vila Cã;297;167;130;
;16F1016: Porto de Mós;2496;1378;1118;
;16F101602: Alqueidão da Serra;128;74;54;
;16F101605: Calvaria de Cima;131;77;54;
;16F101606: Juncal;492;258;234;
;16F101608: Mira de Aire;32;20;12;
;16F101609: Pedreiras;235;144;91;
;16F101614: Porto de Mós - São João Baptista e São Pedro;461;257;204;
;16F101610: São Bento;230;121;109;
;16F101613: Serro Ventoso;375;195;180;
;16F101615: União das freguesias de Alvados e Alcaria;106;62;44;
;16F101616: União das freguesias de Arrimal e Mendiga;306;170;136;
;16G: Viseu Dão Lafões;35197;17944;17253;
;16G0901: Aguiar da Beira;2056;1033;1023;
;16G090102: Carapito;199;96;103;
;16G090103: Cortiçada;136;74;62;
;16G090105: Dornelas;294;143;151;
;16G090106: Eirado;122;59;63;
;16G090107: Forninhos;116;60;56;
;16G090109: Pena Verde;350;178;172;
;16G090110: Pinheiro;106;53;53;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;311;161;150;
;16G090115: União das freguesias de Sequeiros e Gradiz;214;106;108;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;208;103;105;
;16G1802: Carregal do Sal;826;456;370;
;16G180201: Beijós;237;134;103;
;16G180202: Cabanas de Viriato;140;77;63;
;16G180204: Oliveira do Conde;174;104;70;
;16G180206: Parada;45;25;20;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;230;116;114;
;16G1803: Castro Daire;3458;1731;1727;
;16G180301: Almofala;63;30;33;
;16G180303: Cabril;163;74;89;
;16G180304: Castro Daire;367;175;192;
;16G180305: Cujó;72;39;33;
;16G180309: Gosende;127;64;63;
;16G180312: Mões;491;251;240;
;16G180313: Moledo;384;190;194;
;16G180314: Monteiras;97;52;45;
;16G180317: Pepim;105;54;51;
;16G180319: Pinheiro;240;119;121;
;16G180322: São Joaninho;84;45;39;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;458;222;236;
;16G180324: União das freguesias de Mezio e Moura Morta;148;80;68;
;16G180325: União das freguesias de Parada de Ester e Ester;299;152;147;
;16G180326: União das freguesias de Picão e Ermida;102;54;48;
;16G180327: União das freguesias de Reriz e Gafanhão;258;130;128;
;16G1806: Mangualde;3309;1669;1640;
;16G180601: Abrunhosa-a-Velha;129;65;64;
;16G180602: Alcafache;383;198;185;
;16G180605: Cunha Baixa;239;120;119;
;16G180606: Espinho;213;109;104;
;16G180607: Fornos de Maceira Dão;380;189;191;
;16G180608: Freixiosa;31;16;15;
;16G180614: Quintela de Azurara;95;49;46;
;16G180616: São João da Fresta;76;42;34;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;828;416;412;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;222;110;112;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;314;152;162;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);399;203;196;
;16G1809: Nelas;1640;829;811;
;16G180901: Canas de Senhorim;227;121;106;
;16G180908: Lapa do Lobo;81;39;42;
;16G180903: Nelas;330;175;155;
;16G180905: Senhorim;251;121;130;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;280;133;147;
;16G180911: União das freguesias de Santar e Moreira;320;157;163;
;16G180906: Vilar Seco;151;83;68;
;16G1810: Oliveira de Frades;1613;816;797;
;16G181002: Arcozelo das Maias;312;159;153;
;16G181005: Pinheiro;172;86;86;
;16G181007: Ribeiradio;153;76;77;
;16G181008: São João da Serra;129;64;65;
;16G181009: São Vicente de Lafões;146;73;73;
;16G181013: União das freguesias de Arca e Varzielas;173;87;86;
;16G181014: União das freguesias de Destriz e Reigoso;252;118;134;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;276;153;123;
;16G1811: Penalva do Castelo;2222;1179;1043;
;16G181102: Castelo de Penalva;264;136;128;
;16G181103: Esmolfe;101;56;45;
;16G181104: Germil;96;46;50;
;16G181105: Ínsua;335;184;151;
;16G181106: Lusinde;77;41;36;
;16G181109: Pindo;592;327;265;
;16G181110: Real;103;56;47;
;16G181111: Sezures;303;158;145;
;16G181112: Trancozelos;113;55;58;
;16G181114: União das freguesias de Antas e Matela;123;59;64;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;115;61;54;
;16G1814: Santa Comba Dão;926;494;432;
;16G181403: Pinheiro de Ázere;59;28;31;
;16G181405: São Joaninho;155;85;70;
;16G181406: São João de Areias;175;97;78;
;16G181410: União das freguesias de Ovoa e Vimieiro;148;78;70;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;211;110;101;
;16G181412: União das freguesias de Treixedo e Nagozela;178;96;82;
;16G1816: São Pedro do Sul;3114;1573;1541;
;16G181602: Bordonhos;81;45;36;
;16G181606: Figueiredo de Alva;212;108;104;
;16G181607: Manhouce;262;119;143;
;16G181608: Pindelo dos Milagres;184;92;92;
;16G181609: Pinho;210;107;103;
;16G181612: São Félix;55;27;28;
;16G181615: Serrazes;175;92;83;
;16G181616: Sul;223;117;106;
;16G181620: União das freguesias de Carvalhais e Candal;294;150;144;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;298;141;157;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;144;71;73;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;455;239;216;
;16G181617: Valadares;221;109;112;
;16G181619: Vila Maior;300;156;144;
;16G1817: Sátão;2549;1267;1282;
;16G181702: Avelal;94;44;50;
;16G181704: Ferreira de Aves;568;272;296;
;16G181706: Mioma;221;112;109;
;16G181707: Rio de Moinhos;285;146;139;
;16G181709: São Miguel de Vila Boa;332;176;156;
;16G181710: Sátão;396;192;204;
;16G181711: Silvã de Cima;202;104;98;
;16G181713: União das freguesias de Águas Boas e Forles;92;45;47;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;359;176;183;
;16G1821: Tondela;3964;2024;1940;
;16G182102: Campo de Besteiros;116;61;55;
;16G182103: Canas de Santa Maria;208;109;99;
;16G182105: Castelões;201;98;103;
;16G182106: Dardavaz;224;111;113;
;16G182107: Ferreirós do Dão;40;21;19;
;16G182108: Guardão;112;62;50;
;16G182109: Lajeosa do Dão;538;281;257;
;16G182110: Lobão da Beira;199;109;90;
;16G182111: Molelos;244;125;119;
;16G182116: Parada de Gonta;123;61;62;
;16G182118: Santiago de Besteiros;243;118;125;
;16G182122: Tonda;109;56;53;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;343;174;169;
;16G182128: União das freguesias de Caparrosa e Silvares;253;126;127;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;206;104;102;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;241;129;112;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;170;86;84;
;16G182132: União das freguesias de Tondela e Nandufe;198;98;100;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;196;95;101;
;16G1822: Vila Nova de Paiva;878;452;426;
;16G182203: Pendilhe;122;64;58;
;16G182204: Queiriga;73;38;35;
;16G182205: Touro;302;151;151;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;198;106;92;
;16G182206: Vila Cova à Coelheira;183;93;90;
;16G1823: Viseu;6653;3381;3272;
;16G182301: Abraveses;154;78;76;
;16G182304: Bodiosa;349;176;173;
;16G182305: Calde;233;116;117;
;16G182306: Campo;151;84;67;
;16G182307: Cavernães;143;71;72;
;16G182310: Cota;211;103;108;
;16G182337: Coutos de Viseu;207;103;104;
;16G182315: Fragosela;108;55;53;
;16G182316: Lordosa;218;114;104;
;16G182318: Mundão;91;54;37;
;16G182319: Orgens;89;46;43;
;16G182320: Povolide;346;186;160;
;16G182321: Ranhados;54;25;29;
;16G182339: Repeses e São Salvador;65;35;30;
;16G182322: Ribafeita;261;132;129;
;16G182323: Rio de Loba;167;84;83;
;16G182325: Santos Evos;142;70;72;
;16G182340: São Cipriano e Vil de Souto;259;132;127;
;16G182327: São João de Lourosa;802;412;390;
;16G182329: São Pedro de France;307;159;148;
;16G182317: Silgueiros;1138;560;578;
;16G182335: União das freguesias de Barreiros e Cepões;215;111;104;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;517;263;254;
;16G182338: Faíl e Vila Chã de Sá;326;163;163;
;16G182341: Viseu;100;49;51;
;16G1824: Vouzela;1989;1040;949;
;16G182401: Alcofra;254;137;117;
;16G182403: Campia;429;232;197;
;16G182407: Fornelo do Monte;27;15;12;
;16G182409: Queirã;309;156;153;
;16G182410: São Miguel do Mato;90;54;36;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;253;128;125;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;127;62;65;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;223;118;105;
;16G182411: Ventosa;277;138;139;
;16H: Beira Baixa;19052;9816;9236;
;16H0502: Castelo Branco;7435;3846;3589;
;16H050201: Alcains;276;146;130;
;16H050202: Almaceda;239;127;112;
;16H050203: Benquerenças;242;122;120;
;16H050205: Castelo Branco;834;425;409;
;16H050211: Lardosa;264;132;132;
;16H050212: Louriçal do Campo;161;83;78;
;16H050214: Malpica do Tejo;626;324;302;
;16H050216: Monforte da Beira;226;125;101;
;16H050220: Salgueiro do Campo;271;133;138;
;16H050221: Santo André das Tojeiras;526;268;258;
;16H050222: São Vicente da Beira;311;169;142;
;16H050223: Sarzedas;1062;545;517;
;16H050225: Tinalhas;273;139;134;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;155;92;63;
;16H050227: União das freguesias de Escalos de Baixo e Mata;594;297;297;
;16H050228: União das freguesias de Escalos de Cima e Lousa;352;188;164;
;16H050229: União das freguesias de Freixial e Juncal do Campo;398;213;185;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;264;126;138;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;361;192;169;
;16H0505: Idanha-a-Nova;2958;1546;1412;
;16H050502: Aldeia de Santa Margarida;75;43;32;
;16H050505: Ladoeiro;436;226;210;
;16H050506: Medelim;89;45;44;
;16H050509: Oledo;95;49;46;
;16H050510: Penha Garcia;151;86;65;
;16H050511: Proença-a-Velha;88;47;41;
;16H050512: Rosmaninhal;277;147;130;
;16H050514: São Miguel de Acha;191;101;90;
;16H050516: Toulões;154;77;77;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;448;232;216;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;188;98;90;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;431;209;222;
;16H050521: União das freguesias de Zebreira e Segura;335;186;149;
;16H0506: Oleiros;1606;788;818;
;16H050601: Álvaro;144;69;75;
;16H050603: Cambas;57;28;29;
;16H050613: Estreito-Vilar Barroco;250;128;122;
;16H050605: Isna;123;61;62;
;16H050606: Madeirã;64;30;34;
;16H050607: Mosteiro;129;59;70;
;16H050614: Oleiros-Amieira;557;275;282;
;16H050609: Orvalho;152;75;77;
;16H050610: Sarnadas de São Simão;48;25;23;
;16H050611: Sobral;82;38;44;
;16H0507: Penamacor;2462;1255;1207;
;16H050704: Aranhas;151;76;75;
;16H050706: Benquerença;285;148;137;
;16H050707: Meimão;185;98;87;
;16H050708: Meimoa;210;104;106;
;16H050710: Penamacor;536;275;261;
;16H050711: Salvador;161;83;78;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;430;212;218;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;298;156;142;
;16H050712: Vale da Senhora da Póvoa;206;103;103;
;16H0508: Proença-a-Nova;3031;1621;1410;
;16H050802: Montes da Senhora;295;166;129;
;16H050805: São Pedro do Esteval;459;276;183;
;16H050807: União das freguesias de Proença-a-Nova e Peral;1505;804;701;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;772;375;397;
;16H0511: Vila Velha de Ródão;1560;760;800;
;16H051101: Fratel;395;200;195;
;16H051102: Perais;424;214;210;
;16H051103: Sarnadas de Ródão;218;102;116;
;16H051104: Vila Velha de Ródão;523;244;279;
;16I: Médio Tejo;24702;12981;11721;
;16I1401: Abrantes;2433;1318;1115;
;16I140104: Bemposta;216;115;101;
;16I140119: Carvalhal;28;16;12;
;16I140118: Fontes;40;21;19;
;16I140105: Martinchel;137;72;65;
;16I140106: Mouriscas;496;268;228;
;16I140107: Pego;198;100;98;
;16I140108: Rio de Moinhos;53;30;23;
;16I140115: Tramagal;109;57;52;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;344;189;155;
;16I140121: União das freguesias de Aldeia do Mato e Souto;50;25;25;
;16I140122: União das freguesias de Alvega e Concavada;293;153;140;
;16I140123: União das freguesias de São Facundo e Vale das Mós;256;153;103;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;213;119;94;
;16I1402: Alcanena;1322;737;585;
;16I140202: Bugalhos;292;157;135;
;16I140206: Minde;80;52;28;
;16I140207: Moitas Venda;53;32;21;
;16I140208: Monsanto;87;52;35;
;16I140209: Serra de Santo António;172;92;80;
;16I140211: União das freguesias de Alcanena e Vila Moreira;196;105;91;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;442;247;195;
;16I1408: Constância;175;94;81;
;16I140801: Constância;32;19;13;
;16I140802: Montalvo;57;30;27;
;16I140803: Santa Margarida da Coutada;86;45;41;
;16I1410: Entroncamento;86;44;42;
;16I141002: Nossa Senhora de Fátima;46;24;22;
;16I141001: São João Baptista;40;20;20;
;16I1411: Ferreira do Zêzere;1732;886;846;
;16I141101: Águas Belas;232;122;110;
;16I141103: Beco;239;119;120;
;16I141104: Chãos;298;145;153;
;16I141106: Ferreira do Zêzere;162;89;73;
;16I141107: Igreja Nova do Sobral;117;62;55;
;16I141110: Nossa Senhora do Pranto;210;111;99;
;16I141111: União das freguesias de Areias e Pias;474;238;236;
;16I1413: Mação;1872;1058;814;
;16I141302: Amêndoa;86;52;34;
;16I141303: Cardigos;348;178;170;
;16I141304: Carvoeiro;210;120;90;
;16I141305: Envendos;343;199;144;
;16I141307: Ortiga;172;102;70;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;713;407;306;
;16I1421: Ourém;4447;2335;2112;
;16I142101: Alburitel;150;81;69;
;16I142102: Atouguia;293;164;129;
;16I142104: Caxarias;237;116;121;
;16I142105: Espite;56;32;24;
;16I142106: Fátima;438;247;191;
;16I142115: Nossa Senhora da Piedade;380;205;175;
;16I142111: Nossa Senhora das Misericórdias;716;376;340;
;16I142113: Seiça;303;163;140;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;514;242;272;
;16I142120: União das freguesias de Gondemaria e Olival;439;239;200;
;16I142121: União das freguesias de Matas e Cercal;192;95;97;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;525;266;259;
;16I142114: Urqueira;204;109;95;
;16I1417: Sardoal;595;303;292;
;16I141701: Alcaravela;136;68;68;
;16I141702: Santiago de Montalegre;44;23;21;
;16I141703: Sardoal;283;146;137;
;16I141704: Valhascos;132;66;66;
;16I0509: Sertã;3419;1728;1691;
;16I050901: Cabeçudo;138;69;69;
;16I050902: Carvalhal;152;73;79;
;16I050903: Castelo;239;128;111;
;16I050911: Pedrógão Pequeno;260;130;130;
;16I050912: Sertã;762;395;367;
;16I050913: Troviscal;489;250;239;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;647;317;330;
;16I050916: União das freguesias de Cumeada e Marmeleiro;250;127;123;
;16I050917: União das freguesias de Ermida e Figueiredo;220;110;110;
;16I050914: Várzea dos Cavaleiros;262;129;133;
;16I1418: Tomar;3704;1931;1773;
;16I141802: Asseiceira;183;98;85;
;16I141804: Carregueiros;100;59;41;
;16I141808: Olalhas;348;181;167;
;16I141809: Paialvo;450;223;227;
;16I141814: Sabacheira;150;75;75;
;16I141813: São Pedro de Tomar;366;202;164;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;192;101;91;
;16I141818: União das freguesias de Casais e Alviobeira;492;234;258;
;16I141819: União das freguesias de Madalena e Beselga;608;319;289;
;16I141820: União das freguesias de Serra e Junceira;391;211;180;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;424;228;196;
;16I1419: Torres Novas;4113;2129;1984;
;16I141902: Assentiz;444;232;212;
;16I141904: Chancelaria;541;288;253;
;16I141917: Meia Via;31;20;11;
;16I141909: Pedrógão;524;274;250;
;16I141910: Riachos;109;60;49;
