
Statistical table extracted on October 11, 2022 (22:00:28)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;1084;298;269;517;
;16B110808: Vimeiro;473;153;130;190;
;16B1011: Nazaré;1979;615;553;811;
;16B101101: Famalicão;904;278;253;373;
;16B101102: Nazaré;262;88;84;90;
;16B101103: Valado dos Frades;813;249;216;348;
;16B1012: Óbidos;5597;1785;1581;2231;
;16B101201: A dos Negros;1137;327;294;516;
;16B101202: Amoreira;341;130;101;110;
;16B101208: Gaeiras;417;133;120;164;
;16B101203: Olho Marinho;856;295;260;301;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;2252;692;621;939;
;16B101209: Usseira;- -;- -;- -;- -;
;16B101207: Vau;594;208;185;201;
;16B1014: Peniche;4953;1511;1370;2072;
;16B101402: Atouguia da Baleia;3412;1024;920;1468;
;16B101406: Ferrel;1074;329;306;439;
;16B101407: Peniche;21;9;8;4;
;16B101405: Serra d'El-Rei;446;149;136;161;
;16B1112: Sobral de Monte Agraço;3137;1127;935;1075;
;16B111201: Santo Quintino;1576;550;472;554;
;16B111202: Sapataria;1039;347;297;395;
;16B111203: Sobral de Monte Agraço;522;230;166;126;
;16B1113: Torres Vedras;22505;7185;6147;9173;
;16B111306: Freiria;1293;366;322;605;
;16B111310: Ponte do Rol;513;183;148;182;
;16B111311: Ramalhal;900;290;251;359;
;16B111314: São Pedro da Cadeira;2011;619;535;857;
;16B111316: Silveira;1618;494;424;700;
;16B111317: Turcifal;1577;476;417;684;
;16B111321: União das freguesias de A dos Cunhados e Maceira;2496;775;694;1027;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;1553;519;456;578;
;16B111323: União das freguesias de Carvoeira e Carmões;1513;492;411;610;
;16B111324: União das freguesias de Dois Portos e Runa;1627;606;474;547;
;16B111325: União das freguesias de Maxial e Monte Redondo;2091;686;579;826;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;2781;949;787;1045;
;16B111318: Ventosa;2532;730;649;1153;
;16D: Região de Aveiro;86710;24276;21032;41402;
;16D0101: Águeda;13171;3623;3201;6347;
;16D010103: Aguada de Cima;1354;395;335;624;
;16D010109: Fermentelos;1253;339;302;612;
;16D010112: Macinhata do Vouga;908;265;234;409;
;16D010121: União das freguesias de Águeda e Borralha;1176;313;290;573;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;1300;345;295;660;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;1272;349;289;634;
;16D010124: União das freguesias de Recardães e Espinhel;1601;428;381;792;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;1038;264;243;531;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;1024;285;255;484;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;714;192;172;350;
;16D010119: Valongo do Vouga;1531;448;405;678;
;16D0102: Albergaria-a-Velha;7432;1908;1717;3807;
;16D010209: Albergaria-a-Velha e Valmaior;1188;324;295;569;
;16D010202: Alquerubim;1126;294;272;560;
;16D010203: Angeja;1006;268;237;501;
;16D010204: Branca;1531;357;319;855;
;16D010206: Ribeira de Fráguas;815;202;183;430;
;16D010210: São João de Loure e Frossos;1766;463;411;892;
;16D0103: Anadia;13332;3999;3417;5916;
;16D010304: Avelãs de Caminho;265;83;75;107;
;16D010305: Avelãs de Cima;1685;460;408;817;
;16D010307: Moita;969;256;223;490;
;16D010309: Sangalhos;1318;424;356;538;
;16D010310: São Lourenço do Bairro;1511;462;406;643;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;2238;628;545;1065;
;16D010317: União das freguesias de Arcos e Mogofores;943;272;241;430;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;927;311;267;349;
;16D010312: Vila Nova de Monsarros;768;217;194;357;
;16D010313: Vilarinho do Bairro;2708;886;702;1120;
;16D0105: Aveiro;9333;2634;2294;4405;
;16D010501: Aradas;1207;390;312;505;
;16D010502: Cacia;1648;468;418;762;
;16D010515: Eixo e Eirol;1360;374;324;662;
;16D010505: Esgueira;672;182;163;327;
;16D010508: Oliveirinha;1413;367;326;720;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;2173;608;529;1036;
;16D010513: Santa Joana;349;99;88;162;
;16D010510: São Bernardo;350;97;93;160;
;16D010511: São Jacinto;29;7;6;16;
;16D010517: União das freguesias de Glória e Vera Cruz;132;42;35;55;
;16D0108: Estarreja;7638;2356;1935;3347;
;16D010801: Avanca;1509;556;437;516;
;16D010805: Pardilhó;663;195;166;302;
;16D010806: Salreu;1609;485;418;706;
;16D010808: União das freguesias de Beduído e Veiros;2191;660;542;989;
;16D010809: União das freguesias de Canelas e Fermelã;1666;460;372;834;
;16D0110: Ílhavo;3150;847;739;1564;
;16D011005: Gafanha da Encarnação;688;174;154;360;
;16D011006: Gafanha da Nazaré;586;157;139;290;
;16D011007: Gafanha do Carmo;500;130;120;250;
;16D011008: Ílhavo (São Salvador);1376;386;326;664;
;16D0112: Murtosa;2028;540;450;1038;
;16D011201: Bunheiro;1029;283;239;507;
;16D011202: Monte;149;35;32;82;
;16D011203: Murtosa;395;110;80;205;
;16D011204: Torreira;455;112;99;244;
;16D0114: Oliveira do Bairro;8660;2673;2317;3670;
;16D011403: Oiã;3209;940;819;1450;
;16D011404: Oliveira do Bairro;1391;429;388;574;
;16D011405: Palhaça;1134;322;278;534;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;2926;982;832;1112;
;16D0115: Ovar;6056;1430;1241;3385;
;16D011502: Cortegaça;21;7;7;7;
;16D011503: Esmoriz;117;25;22;70;
;16D011504: Maceda;407;95;82;230;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;3480;829;731;1920;
;16D011507: Válega;2031;474;399;1158;
;16D0117: Sever do Vouga;5259;1311;1188;2760;
;16D011702: Couto de Esteves;924;239;208;477;
;16D011704: Pessegueiro do Vouga;297;69;64;164;
;16D011705: Rocas do Vouga;1135;287;267;581;
;16D011706: Sever do Vouga;340;86;75;179;
;16D011708: Talhadas;790;184;165;441;
;16D011710: União das freguesias de Cedrim e Paradela;732;162;151;419;
;16D011711: União das freguesias de Silva Escura e Dornelas;1041;284;258;499;
;16D0118: Vagos;10651;2955;2533;5163;
;16D011801: Calvão;1120;323;280;517;
;16D011804: Gafanha da Boa Hora;805;204;176;425;
;16D011805: Ouca;1326;370;308;648;
;16D011810: Santo André de Vagos;1200;342;301;557;
;16D011807: Sosa;1524;432;376;716;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;1471;417;340;714;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;1352;376;325;651;
;16D011814: União das freguesias de Vagos e Santo António;1853;491;427;935;
;16E: Região de Coimbra;139259;41964;37121;60174;
;16E0601: Arganil;5514;1802;1553;2159;
;16E060102: Arganil;899;283;250;366;
;16E060104: Benfeita;297;120;104;73;
;16E060105: Celavisa;147;48;42;57;
;16E060109: Folques;194;75;56;63;
;16E060111: Piódão;194;62;51;81;
;16E060112: Pomares;242;86;79;77;
;16E060113: Pombeiro da Beira;673;218;186;269;
;16E060114: São Martinho da Cortiça;842;244;215;383;
;16E060115: Sarzedo;382;115;98;169;
;16E060116: Secarias;132;41;37;54;
;16E060119: União das freguesias de Cepos e Teixeira;255;89;73;93;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;206;74;63;69;
;16E060121: União das freguesias de Côja e Barril de Alva;574;185;161;228;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;477;162;138;177;
;16E0602: Cantanhede;22958;6780;5958;10220;
;16E060201: Ançã;1347;400;370;577;
;16E060203: Cadima;2655;736;657;1262;
;16E060205: Cordinhã;1054;335;299;420;
;16E060207: Febres;1738;476;404;858;
;16E060208: Murtede;1298;381;340;577;
;16E060209: Ourentã;1139;356;311;472;
;16E060218: Sanguinheira;1791;529;456;806;
;16E060215: São Caetano;559;177;153;229;
;16E060214: Tocha;2935;889;778;1268;
;16E060220: União das freguesias de Cantanhede e Pocariça;2274;686;600;988;
;16E060221: União das freguesias de Covões e Camarneira;2211;675;592;944;
;16E060222: União das freguesias de Portunhos e Outil;1316;367;347;602;
;16E060223: União das freguesias de Sepins e Bolho;1732;497;421;814;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;909;276;230;403;
;16E0603: Coimbra;13853;3823;3538;6492;
;16E060301: Almalaguês;1715;442;400;873;
;16E060309: Brasfemes;132;34;31;67;
;16E060311: Ceira;547;180;166;201;
;16E060312: Cernache;793;238;216;339;
;16E060318: Santo António dos Olivais;179;51;46;82;
;16E060320: São João do Campo;916;244;231;441;
;16E060324: São Silvestre;953;245;223;485;
;16E060329: Torres do Mondego;109;30;28;51;
;16E060332: União das freguesias de Antuzede e Vil de Matos;780;226;205;349;
;16E060333: União das freguesias de Assafarge e Antanhol;473;148;132;193;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);162;41;41;80;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;704;196;186;322;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;311;81;76;154;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;1515;417;385;713;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;639;176;166;297;
;16E060339: União das freguesias de Souselas e Botão;1470;408;381;681;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;1440;395;377;668;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;1015;271;248;496;
;16E0604: Condeixa-a-Nova;6021;1945;1693;2383;
;16E060401: Anobra;764;241;220;303;
;16E060406: Ega;1726;559;501;666;
;16E060407: Furadouro;228;73;59;96;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;1216;382;310;524;
;16E060412: União das freguesias de Sebal e Belide;797;263;243;291;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;847;275;234;338;
;16E060410: Zambujal;443;152;126;165;
;16E0605: Figueira da Foz;14722;4452;3945;6325;
;16E060519: Alhadas;2884;864;747;1273;
;16E060502: Alqueidão;1275;404;362;509;
;16E060515: Bom Sucesso;1868;566;490;812;
;16E060520: Buarcos;278;78;71;129;
;16E060521: Ferreira-a-Nova;1963;547;479;937;
;16E060522: Lavos;910;277;250;383;
;16E060507: Maiorca;1241;362;318;561;
;16E060508: Marinha das Ondas;1019;303;288;428;
;16E060518: Moinhos da Gândara;- -;- -;- -;- -;
;16E060523: Paião;1470;459;421;590;
;16E060524: Quiaios;851;274;230;347;
;16E060514: São Pedro;21;7;5;9;
;16E060512: Tavarede;378;122;114;142;
;16E060513: Vila Verde;564;189;170;205;
;16E0606: Góis;1424;470;410;544;
;16E060601: Alvares;259;96;83;80;
;16E060604: Góis;628;205;182;241;
;16E060606: União das freguesias de Cadafaz e Colmeal;259;85;69;105;
;16E060605: Vila Nova do Ceira;278;84;76;118;
;16E0607: Lousã;2111;594;539;978;
;16E060706: Gândaras;- -;- -;- -;- -;
;16E060704: Serpins;347;100;96;151;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;432;119;108;205;
;16E060708: União das freguesias de Lousã e Vilarinho;1332;375;335;622;
;16E0111: Mealhada;6639;1941;1750;2948;
;16E011102: Barcouço;1344;393;362;589;
;16E011103: Casal Comba;1848;560;518;770;
;16E011104: Luso;463;136;122;205;
;16E011106: Pampilhosa;626;174;152;300;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;1703;501;436;766;
;16E011107: Vacariça;655;177;160;318;
;16E0608: Mira;6949;1998;1672;3279;
;16E060803: Carapelhos;510;143;118;249;
;16E060801: Mira;4684;1390;1150;2144;
;16E060804: Praia de Mira;1025;255;224;546;
;16E060802: Seixo;730;210;180;340;
;16E0609: Miranda do Corvo;4390;1285;1157;1948;
;16E060901: Lamas;715;209;179;327;
;16E060902: Miranda do Corvo;1267;392;355;520;
;16E060906: União das freguesias de Semide e Rio Vide;1764;494;451;819;
;16E060905: Vila Nova;644;190;172;282;
;16E0610: Montemor-o-Velho;13127;4037;3649;5441;
;16E061002: Arazede;4684;1438;1278;1968;
;16E061003: Carapinheira;1195;352;318;525;
;16E061014: Ereira;294;100;91;103;
;16E061005: Liceia;1140;356;312;472;
;16E061006: Meãs do Campo;570;190;168;212;
;16E061008: Pereira;698;207;195;296;
;16E061009: Santo Varão;282;80;73;129;
;16E061010: Seixo de Gatões;961;274;256;431;
;16E061011: Tentúgal;1383;426;404;553;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;735;255;225;255;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;1185;359;329;497;
;16E1808: Mortágua;4387;1289;1122;1976;
;16E180802: Cercosa;218;66;47;105;
;16E180804: Espinho;818;243;211;364;
;16E180805: Marmeleira;295;98;85;112;
;16E180807: Pala;575;155;137;283;
;16E180808: Sobral;1253;355;327;571;
;16E180809: Trezói;274;90;75;109;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;954;282;240;432;
;16E0611: Oliveira do Hospital;7504;2193;1905;3406;
;16E061101: Aldeia das Dez;153;46;38;69;
;16E061102: Alvoco das Várzeas;170;52;44;74;
;16E061103: Avô;103;28;27;48;
;16E061104: Bobadela;317;96;86;135;
;16E061106: Lagares;715;195;170;350;
;16E061109: Lourosa;380;119;105;156;
;16E061110: Meruge;456;143;119;194;
;16E061111: Nogueira do Cravo;838;233;205;400;
;16E061115: São Gião;215;72;64;79;
;16E061118: Seixo da Beira;1115;313;259;543;
;16E061119: Travanca de Lagos;487;136;122;229;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;861;272;239;350;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;582;175;147;260;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;622;175;155;292;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;203;56;48;99;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;287;82;77;128;
;16E0612: Pampilhosa da Serra;1890;774;624;492;
;16E061201: Cabril;100;49;42;9;
;16E061202: Dornelas do Zêzere;272;84;69;119;
;16E061211: Fajão-Vidual;193;90;71;32;
;16E061204: Janeiro de Baixo;452;157;124;171;
;16E061206: Pampilhosa da Serra;269;144;116;9;
;16E061207: Pessegueiro;129;65;51;13;
;16E061212: Portela do Fojo-Machio;187;81;67;39;
;16E061209: Unhais-o-Velho;288;104;84;100;
;16E0613: Penacova;5018;1379;1229;2410;
;16E061301: Carvalho;755;221;184;350;
;16E061302: Figueira de Lorvão;832;214;198;420;
;16E061304: Lorvão;511;143;137;231;
;16E061307: Penacova;847;226;207;414;
;16E061310: Sazes do Lorvão;413;105;97;211;
;16E061312: União das freguesias de Friúmes e Paradela;347;109;100;138;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;421;120;104;197;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;892;241;202;449;
;16E0614: Penela;3664;1167;1002;1495;
;16E061401: Cumeeira;715;210;178;327;
;16E061402: Espinhal;368;120;104;144;
;16E061403: Podentes;439;149;119;171;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;2142;688;601;853;
;16E0615: Soure;11031;3594;3253;4184;
;16E061501: Alfarelos;391;129;119;143;
;16E061504: Figueiró do Campo;923;276;262;385;
;16E061506: Granja do Ulmeiro;187;58;56;73;
;16E061508: Samuel;955;323;291;341;
;16E061509: Soure;4028;1311;1182;1535;
;16E061510: Tapéus;321;104;97;120;
;16E061513: União das freguesias de Degracias e Pombalinho;1559;508;444;607;
;16E061514: União das freguesias de Gesteira e Brunhós;929;323;286;320;
;16E061511: Vila Nova de Anços;651;202;195;254;
;16E061512: Vinha da Rainha;1087;360;321;406;
;16E0616: Tábua;6481;1955;1680;2846;
;16E061602: Candosa;583;175;146;262;
;16E061603: Carapinha;194;55;45;94;
;16E061608: Midões;1000;284;249;467;
;16E061609: Mouronho;556;159;135;262;
;16E061611: Póvoa de Midões;404;114;100;190;
;16E061612: São João da Boa Vista;300;104;92;104;
;16E061614: Tábua;821;266;222;333;
;16E061616: União das freguesias de Ázere e Covelo;630;185;160;285;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;1016;316;273;427;
;16E061618: União das freguesias de Espariz e Sinde;601;188;163;250;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;376;109;95;172;
;16E0617: Vila Nova de Poiares;1576;486;442;648;
;16E061701: Arrifana;456;157;145;154;
;16E061702: Lavegadas;146;39;36;71;
;16E061703: Poiares (Santo André);644;193;173;278;
;16E061704: São Miguel de Poiares;330;97;88;145;
;16F: Região de Leiria;78676;24768;21937;31971;
;16F1002: Alvaiázere;4498;1570;1291;1637;
;16F100201: Almoster;816;305;231;280;
;16F100208: Alvaiázere;876;324;266;286;
;16F100204: Maçãs de Dona Maria;895;297;242;356;
;16F100205: Pelmá;779;259;227;293;
;16F100209: Pussos São Pedro;1132;385;325;422;
;16F1003: Ansião;6292;1929;1692;2671;
;16F100301: Alvorge;974;294;262;418;
;16F100309: Ansião;1359;404;357;598;
;16F100303: Avelar;311;92;83;136;
;16F100304: Chão de Couce;927;278;243;406;
;16F100306: Pousaflores;874;294;240;340;
;16F100307: Santiago da Guarda;1847;567;507;773;
;16F1004: Batalha;4657;1502;1323;1832;
;16F100401: Batalha;1928;600;521;807;
;16F100404: Golpilheira;440;128;110;202;
;16F100402: Reguengo do Fetal;929;304;274;351;
;16F100403: São Mamede;1360;470;418;472;
;16F1007: Castanheira de Pêra;152;59;50;43;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;152;59;50;43;
;16F1008: Figueiró dos Vinhos;2584;804;694;1086;
;16F100801: Aguda;424;133;112;179;
;16F100802: Arega;825;243;211;371;
;16F100803: Campelo;76;27;20;29;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;1259;401;351;507;
;16F1009: Leiria;23849;7171;6425;10253;
;16F100901: Amor;1601;424;382;795;
;16F100902: Arrabal;1103;359;315;429;
;16F100925: Bajouca;973;236;212;525;
;16F100926: Bidoeira de Cima;427;144;132;151;
;16F100907: Caranguejeira;1688;538;484;666;
;16F100909: Coimbrão;252;93;78;81;
;16F100913: Maceira;1826;559;514;753;
;16F100915: Milagres;757;240;213;304;
;16F100921: Regueira de Pontes;535;155;136;244;
;16F100932: União das freguesias de Colmeias e Memória;1803;632;541;630;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;2458;720;656;1082;
;16F100934: União das freguesias de Marrazes e Barosa;851;253;218;380;
;16F100935: União das freguesias de Monte Real e Carvide;1184;348;321;515;
;16F100936: União das freguesias de Monte Redondo e Carreira;1037;294;276;467;
;16F100937: União das freguesias de Parceiros e Azoia;1029;325;291;413;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1905;552;503;850;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;1447;458;390;599;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;2973;841;763;1369;
;16F1010: Marinha Grande;1588;536;486;566;
;16F101001: Marinha Grande;787;271;252;264;
;16F101003: Moita;201;62;60;79;
;16F101002: Vieira de Leiria;600;203;174;223;
;16F1013: Pedrógão Grande;2554;994;828;732;
;16F101301: Graça;695;266;224;205;
;16F101302: Pedrógão Grande;1435;532;444;459;
;16F101303: Vila Facaia;424;196;160;68;
;16F1015: Pombal;24668;7823;7015;9830;
;16F101501: Abiul;1620;557;488;575;
;16F101503: Almagreira;1841;579;542;720;
;16F101504: Carnide;595;196;190;209;
;16F101505: Carriço;1810;491;458;861;
;16F101506: Louriçal;3030;887;811;1332;
;16F101515: Meirinhas;531;165;150;216;
;16F101508: Pelariga;1170;386;349;435;
;16F101509: Pombal;4322;1403;1242;1677;
;16F101510: Redinha;974;353;320;301;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;3092;896;827;1369;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;3208;1099;936;1173;
;16F101513: Vermoil;1577;511;439;627;
;16F101514: Vila Cã;898;300;263;335;
;16F1016: Porto de Mós;7834;2380;2133;3321;
;16F101602: Alqueidão da Serra;855;251;224;380;
;16F101605: Calvaria de Cima;361;117;109;135;
;16F101606: Juncal;1611;475;422;714;
;16F101608: Mira de Aire;269;89;80;100;
;16F101609: Pedreiras;634;212;193;229;
;16F101614: Porto de Mós - São João Baptista e São Pedro;1098;310;280;508;
;16F101610: São Bento;775;250;230;295;
;16F101613: Serro Ventoso;717;207;195;315;
;16F101615: União das freguesias de Alvados e Alcaria;393;146;119;128;
;16F101616: União das freguesias de Arrimal e Mendiga;1121;323;281;517;
;16G: Viseu Dão Lafões;121364;33876;29104;58384;
;16G0901: Aguiar da Beira;4415;1331;1138;1946;
;16G090102: Carapito;419;119;109;191;
;16G090103: Cortiçada;310;103;83;124;
;16G090105: Dornelas;523;149;131;243;
;16G090106: Eirado;289;94;73;122;
;16G090107: Forninhos;257;89;66;102;
;16G090109: Pena Verde;787;220;188;379;
;16G090110: Pinheiro;218;70;65;83;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;757;219;196;342;
;16G090115: União das freguesias de Sequeiros e Gradiz;441;122;104;215;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;414;146;123;145;
;16G1802: Carregal do Sal;5127;1453;1283;2391;
;16G180201: Beijós;772;215;203;354;
;16G180202: Cabanas de Viriato;733;224;199;310;
;16G180204: Oliveira do Conde;1738;475;420;843;
;16G180206: Parada;526;158;127;241;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;1358;381;334;643;
;16G1803: Castro Daire;10818;2865;2440;5513;
;16G180301: Almofala;420;104;89;227;
;16G180303: Cabril;508;155;129;224;
;16G180304: Castro Daire;1551;409;360;782;
;16G180305: Cujó;376;94;76;206;
;16G180309: Gosende;399;118;88;193;
;16G180312: Mões;1397;352;318;727;
;16G180313: Moledo;1035;299;257;479;
;16G180314: Monteiras;549;112;95;342;
;16G180317: Pepim;278;84;71;123;
;16G180319: Pinheiro;514;159;141;214;
;16G180322: São Joaninho;348;66;61;221;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;981;266;233;482;
;16G180324: União das freguesias de Mezio e Moura Morta;513;104;83;326;
;16G180325: União das freguesias de Parada de Ester e Ester;831;251;194;386;
;16G180326: União das freguesias de Picão e Ermida;476;117;100;259;
;16G180327: União das freguesias de Reriz e Gafanhão;642;175;145;322;
;16G1806: Mangualde;9495;2726;2295;4474;
;16G180601: Abrunhosa-a-Velha;406;117;98;191;
;16G180602: Alcafache;621;195;162;264;
;16G180605: Cunha Baixa;671;200;167;304;
;16G180606: Espinho;791;197;167;427;
;16G180607: Fornos de Maceira Dão;913;249;211;453;
;16G180608: Freixiosa;120;40;37;43;
;16G180614: Quintela de Azurara;228;68;59;101;
;16G180616: São João da Fresta;281;89;76;116;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;2664;735;628;1301;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;598;165;137;296;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1010;309;251;450;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);1192;362;302;528;
;16G1809: Nelas;6175;1812;1596;2767;
;16G180901: Canas de Senhorim;988;266;236;486;
;16G180908: Lapa do Lobo;434;117;102;215;
;16G180903: Nelas;881;289;247;345;
;16G180905: Senhorim;1024;319;272;433;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;1138;329;298;511;
;16G180911: União das freguesias de Santar e Moreira;1066;300;273;493;
;16G180906: Vilar Seco;644;192;168;284;
;16G1810: Oliveira de Frades;5932;1570;1339;3023;
;16G181002: Arcozelo das Maias;1138;304;265;569;
;16G181005: Pinheiro;699;183;158;358;
;16G181007: Ribeiradio;895;236;205;454;
;16G181008: São João da Serra;530;146;122;262;
;16G181009: São Vicente de Lafões;408;111;95;202;
;16G181013: União das freguesias de Arca e Varzielas;656;180;146;330;
;16G181014: União das freguesias de Destriz e Reigoso;733;183;153;397;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;873;227;195;451;
;16G1811: Penalva do Castelo;6002;1813;1532;2657;
;16G181102: Castelo de Penalva;874;286;236;352;
;16G181103: Esmolfe;326;89;79;158;
;16G181104: Germil;362;111;92;159;
;16G181105: Ínsua;610;179;155;276;
;16G181106: Lusinde;219;65;50;104;
;16G181109: Pindo;1570;424;368;778;
;16G181110: Real;215;76;60;79;
;16G181111: Sezures;731;224;190;317;
;16G181112: Trancozelos;300;82;74;144;
;16G181114: União das freguesias de Antas e Matela;424;155;130;139;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;371;122;98;151;
;16G1814: Santa Comba Dão;5183;1481;1293;2409;
;16G181403: Pinheiro de Ázere;627;188;159;280;
;16G181405: São Joaninho;739;195;178;366;
;16G181406: São João de Areias;1039;312;264;463;
;16G181410: União das freguesias de Ovoa e Vimieiro;829;242;204;383;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;1050;298;263;489;
;16G181412: União das freguesias de Treixedo e Nagozela;899;246;225;428;
;16G1816: São Pedro do Sul;9845;2716;2316;4813;
;16G181602: Bordonhos;254;69;51;134;
;16G181606: Figueiredo de Alva;708;167;148;393;
;16G181607: Manhouce;936;226;183;527;
;16G181608: Pindelo dos Milagres;402;108;92;202;
;16G181609: Pinho;580;145;126;309;
;16G181612: São Félix;214;61;50;103;
;16G181615: Serrazes;603;167;145;291;
;16G181616: Sul;803;269;222;312;
;16G181620: União das freguesias de Carvalhais e Candal;1144;324;279;541;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;1126;312;279;535;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;465;150;116;199;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;1181;310;268;603;
;16G181617: Valadares;837;244;203;390;
;16G181619: Vila Maior;592;164;154;274;
;16G1817: Sátão;7922;2238;1876;3808;
;16G181702: Avelal;287;71;67;149;
;16G181704: Ferreira de Aves;1962;561;472;929;
;16G181706: Mioma;710;181;158;371;
;16G181707: Rio de Moinhos;796;246;197;353;
;16G181709: São Miguel de Vila Boa;1024;320;254;450;
;16G181710: Sátão;1443;356;296;791;
;16G181711: Silvã de Cima;365;107;97;161;
;16G181713: União das freguesias de Águas Boas e Forles;313;93;80;140;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;1022;303;255;464;
;16G1821: Tondela;16533;4650;4018;7865;
;16G182102: Campo de Besteiros;396;119;105;172;
;16G182103: Canas de Santa Maria;1054;289;247;518;
;16G182105: Castelões;838;243;204;391;
;16G182106: Dardavaz;895;236;207;452;
;16G182107: Ferreirós do Dão;227;72;60;95;
;16G182108: Guardão;389;97;81;211;
;16G182109: Lajeosa do Dão;1605;464;407;734;
;16G182110: Lobão da Beira;711;215;180;316;
;16G182111: Molelos;1149;309;269;571;
;16G182116: Parada de Gonta;424;118;101;205;
;16G182118: Santiago de Besteiros;831;215;187;429;
;16G182122: Tonda;678;210;169;299;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;1220;361;317;542;
;16G182128: União das freguesias de Caparrosa e Silvares;863;235;206;422;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;960;299;261;400;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;1288;327;291;670;
