Statistical table extracted on October 18, 2022 (10:37:24);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
11D181208: Póvoa de Penela;739,7;;;
11D181209: Souto;919,7;;;
11D181210: União das freguesias de Antas e Ourozinho;1014,3;;;
11D181211: União das freguesias de Penedono e Granja;1078;;;
11D1708: Peso da Régua;2299,9;;;
11D170802: Fontelas;2305,7;;;
11D170805: Loureiro;2300,9;;;
11D170809: Sedielos;3072,2;;;
11D170813: União das freguesias de Galafura e Covelinhas;2164;;;
11D170814: União das freguesias de Moura Morta e Vinhós;2259,8;;;
11D170815: União das freguesias de Peso da Régua e Godim;2336,7;;;
11D170816: União das freguesias de Poiares e Canelas;2222,3;;;
11D170810: Vilarinho dos Freires;2220,5;;;
11D1710: Sabrosa;1765,7;;;
11D171001: Celeirós;2214,2;;;
11D171002: Covas do Douro;2136,7;;;
11D171004: Gouvinhas;2060,9;;;
11D171007: Paços;2039,5;;;
11D171005: Parada de Pinhão;892,7;;;
11D171009: Sabrosa;1807,1;;;
11D171011: São Lourenço de Ribapinhão;1102,2;;;
11D171013: Souto Maior;1005,6;;;
11D171014: Torre do Pinhão;749,5;;;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;1973,2;;;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;2683,8;;;
11D171015: Vilarinho de São Romão;2096,2;;;
11D1711: Santa Marta de Penaguião;1938,8;;;
11D171101: Alvações do Corgo;2125,7;;;
11D171102: Cumieira;2068,5;;;
11D171103: Fontes;807,4;;;
11D171106: Medrões;2357,5;;;
11D171110: Sever;2340,2;;;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;2304,4;;;
11D171112: União das freguesias de Louredo e Fornelos;1854,4;;;
11D1815: São João da Pesqueira;1599,6;;;
11D181501: Castanheiro do Sul;1767,4;;;
11D181502: Ervedosa do Douro;2084,6;;;
11D181504: Nagozelo do Douro;1950,4;;;
11D181505: Paredes da Beira;629,6;;;
11D181507: Riodades;865,3;;;
11D181509: Soutelo do Douro;1922,3;;;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;1787,5;;;
11D181516: União das freguesias de Trevões e Espinhosa;1162,2;;;
11D181517: União das freguesias de Vilarouco e Pereiros;1326,9;;;
11D181511: Vale de Figueira;1483,6;;;
11D181512: Valongo dos Azeites;1539,8;;;
11D1818: Sernancelhe;1203,6;;;
11D181801: Arnas;647,7;;;
11D181802: Carregal;1226,6;;;
11D181803: Chosendo;808,6;;;
11D181804: Cunha;874,6;;;
11D181806: Faia;1595,5;;;
11D181810: Granjal;1904,1;;;
11D181811: Lamosa;2077,4;;;
11D181814: Quintela;1918,3;;;
11D181818: União das freguesias de Ferreirim e Macieira;1365,4;;;
11D181819: União das freguesias de Fonte Arcada e Escurquela;968,3;;;
11D181820: União das freguesias de Penso e Freixinho;1210;;;
11D181821: União das freguesias de Sernancelhe e Sarzeda;896,8;;;
11D181817: Vila da Ponte;1276,8;;;
11D1819: Tabuaço;1578,2;;;
11D181901: Adorigo;1917;;;
11D181902: Arcos;931,2;;;
11D181904: Chavães;1030,5;;;
11D181905: Desejosa;1798,6;;;
11D181906: Granja do Tedo;932,4;;;
11D181908: Longa;855,6;;;
11D181913: Sendim;1141,1;;;
11D181914: Tabuaço;1298,7;;;
11D181918: União das freguesias de Barcos e Santa Leocádia;1852;;;
11D181919: União das freguesias de Paradela e Granjinha;1223,3;;;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;1046,1;;;
11D181921: União das freguesias de Távora e Pereiro;1554;;;
11D181917: Valença do Douro;2126,6;;;
11D1820: Tarouca;1906,8;;;
11D182004: Mondim da Beira;1386,4;;;
11D182005: Salzedas;1268,2;;;
11D182006: São João de Tarouca;1760,2;;;
11D182011: União das freguesias de Gouviães e Ucanha;1713;;;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;2282,1;;;
11D182013: União das freguesias de Tarouca e Dálvares;2935,9;;;
11D182009: Várzea da Serra;1634,5;;;
11D0409: Torre de Moncorvo;740,8;;;
11D040901: Açoreira;754,3;;;
11D040903: Cabeça Boa;1167,7;;;
11D040905: Carviçais;557,1;;;
11D040906: Castedo;773;;;
11D040909: Horta da Vilariça;1346,6;;;
11D040910: Larinho;587,3;;;
11D040911: Lousa;1247,9;;;
11D040913: Mós;513,5;;;
11D040916: Torre de Moncorvo;856,5;;;
11D040918: União das freguesias de Adeganha e Cardanha;1023,7;;;
11D040919: União das freguesias de Felgar e Souto da Velha;564,4;;;
11D040920: União das freguesias de Felgueiras e Maçores;559,1;;;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;530,1;;;
11D0914: Vila Nova de Foz Côa;1223,2;;;
11D091401: Almendra;947;;;
11D091402: Castelo Melhor;833,4;;;
11D091403: Cedovim;1377,9;;;
11D091404: Chãs;1353,7;;;
11D091405: Custóias;1103;;;
11D091418: Freixo de Numão;1301,1;;;
11D091407: Horta;1527,5;;;
11D091410: Muxagata;1292,4;;;
11D091411: Numão;1591,1;;;
11D091412: Santa Comba;1353,3;;;
11D091414: Sebadelhe;1488,4;;;
11D091415: Seixas;1444,8;;;
11D091416: Touça;1044,6;;;
11D091419: Vila Nova de Foz Côa;1236,2;;;
11D1714: Vila Real;1205,4;;;
11D171401: Abaças;1917,9;;;
11D171403: Andrães;1498,5;;;
11D171404: Arroios;857,6;;;
11D171406: Campeã;1180,7;;;
11D171409: Folhadela;2039,7;;;
11D171410: Guiães;2117,2;;;
11D171414: Lordelo;2217,4;;;
11D171415: Mateus;2095,8;;;
11D171416: Mondrões;1220,5;;;
11D171420: Parada de Cunhos;1717,3;;;
11D171426: Torgueda;1989;;;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;665,2;;;
11D171432: União das freguesias de Borbela e Lamas de Olo;441,7;;;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;1024,7;;;
11D171434: União das freguesias de Mouçós e Lamares;1427,6;;;
11D171435: União das freguesias de Nogueira e Ermida;1985,8;;;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;1282,5;;;
11D171437: União das freguesias de São Tomé do Castelo e Justes;1159,5;;;
11D171429: Vila Marim;477,2;;;
11D171438: Vila Real;1133,9;;;
11E: Terras de Trás-os-Montes;689,4;;;
11E0401: Alfândega da Fé;514,5;;;
11E040102: Alfândega da Fé;544,8;;;
11E040103: Cerejais;471,1;;;
11E040111: Sambade;489,3;;;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;482,5;;;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;485,7;;;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;601;;;
11E040124: União das freguesias de Gebelim e Soeima;546,2;;;
11E040125: União das freguesias de Parada e Sendim da Ribeira;406,6;;;
11E040126: União das freguesias de Pombal e Vales;507;;;
11E040118: Vilar Chão;514,3;;;
11E040119: Vilarelhos;745,7;;;
11E040120: Vilares de Vilariça;485;;;
11E0402: Bragança;560,1;;;
11E040201: Alfaião;519,2;;;
11E040203: Babe;384,2;;;
11E040204: Baçal;464;;;
11E040206: Carragosa;507,4;;;
11E040209: Castro de Avelãs;645,5;;;
11E040210: Coelhoso;610,2;;;
11E040212: Donai;726,3;;;
11E040213: Espinhosela;671,8;;;
11E040215: França;552;;;
11E040216: Gimonde;600,5;;;
11E040217: Gondesende;577,2;;;
11E040218: Gostei;744,8;;;
11E040219: Grijó de Parada;571,1;;;
11E040221: Macedo do Mato;495,2;;;
11E040224: Mós;631,2;;;
11E040225: Nogueira;602,4;;;
11E040226: Outeiro;491;;;
11E040229: Parâmio;561,7;;;
11E040230: Pinela;660,7;;;
11E040232: Quintanilha;471,3;;;
11E040233: Quintela de Lampaças;547,4;;;
11E040234: Rabal;612,5;;;
11E040236: Rebordãos;772,9;;;
11E040239: Salsas;620,9;;;
11E040240: Samil;569,6;;;
11E040241: Santa Comba de Rossas;532,8;;;
11E040244: São Pedro de Sarracenos;579,3;;;
11E040246: Sendas;580,2;;;
11E040247: Serapicos;486,8;;;
11E040248: Sortes.;739,9;;;
11E040250: União das freguesias de Aveleda e Rio de Onor;573,5;;;
11E040251: União das freguesias de Castrelos e Carrazedo;592,5;;;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;540,9;;;
11E040253: União das freguesias de Parada e Faílde;508,7;;;
11E040254: União das freguesias de Rebordainhos e Pombares;537,3;;;
11E040255: União das freguesias de Rio Frio e Milhão;411,4;;;
11E040256: União das freguesias de São Julião de Palácios e Deilão;446,3;;;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;680,6;;;
11E040249: Zoio;638,7;;;
11E0405: Macedo de Cavaleiros;676,5;;;
11E040502: Amendoeira;578,2;;;
11E040503: Arcas;458,8;;;
11E040507: Carrapatas;656,1;;;
11E040509: Chacim;2366,6;;;
11E040510: Cortiços;719,1;;;
11E040511: Corujas;770,5;;;
11E040514: Ferreira;644,5;;;
11E040515: Grijó;604,7;;;
11E040516: Lagoa;488,3;;;
11E040517: Lamalonga;583,4;;;
11E040518: Lamas;875,1;;;
11E040519: Lombo;818,8;;;
11E040520: Macedo de Cavaleiros;1252,2;;;
11E040521: Morais;668,3;;;
11E040523: Olmos;1936,3;;;
11E040524: Peredo;516,7;;;
11E040526: Salselas;541,7;;;
11E040528: Sezulfe;643,5;;;
11E040530: Talhas;511,8;;;
11E040539: União das freguesias de Ala e Vilarinho do Monte;732,8;;;
11E040540: União das freguesias de Bornes e Burga;664,6;;;
11E040541: União das freguesias de Castelãos e Vilar do Monte;591,2;;;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;621,5;;;
11E040543: União das freguesias de Podence e Santa Combinha;567;;;
11E040544: União das freguesias de Talhinhas e Bagueixe;564,6;;;
11E040532: Vale Benfeito;538,9;;;
11E040533: Vale da Porca;751,7;;;
11E040534: Vale de Prados;658,1;;;
11E040536: Vilarinho de Agrochão;763,4;;;
11E040538: Vinhas;562,9;;;
11E0406: Miranda do Douro;498,3;;;
11E040604: Duas Igrejas;594,5;;;
11E040605: Genísio;496,7;;;
11E040607: Malhadas;489,5;;;
11E040608: Miranda do Douro;465,5;;;
11E040609: Palaçoulo;685,9;;;
11E040611: Picote;267,2;;;
11E040612: Póvoa;443,6;;;
11E040613: São Martinho de Angueira;478,3;;;
11E040618: União das freguesias de Constantim e Cicouro;349;;;
11E040619: União das freguesias de Ifanes e Paradela;383,3;;;
11E040620: União das freguesias de Sendim e Atenor;463,3;;;
11E040621: União das freguesias de Silva e Águas Vivas;485,6;;;
11E040616: Vila Chã de Braciosa;618,8;;;
11E0407: Mirandela;581,7;;;
11E040701: Abambres;424,2;;;
11E040702: Abreiro;537,8;;;
11E040703: Aguieiras;512,7;;;
11E040704: Alvites;449,1;;;
11E040708: Bouça;517;;;
11E040709: Cabanelas;489,2;;;
11E040710: Caravelas;811,8;;;
11E040711: Carvalhais;605,1;;;
11E040712: Cedães;445,1;;;
11E040713: Cobro;452,4;;;
11E040714: Fradizela;751,6;;;
11E040716: Frechas;1465,9;;;
11E040718: Lamas de Orelhão;569,1;;;
11E040720: Mascarenhas;487,4;;;
11E040721: Mirandela;565,5;;;
11E040722: Múrias;478,1;;;
11E040724: Paços;643,2;;;
11E040727: São Pedro Velho;1069,3;;;
11E040728: São Salvador;464,4;;;
11E040729: Suçães;595,3;;;
11E040730: Torre de Dona Chama;680,6;;;
11E040738: União das freguesias de Avantos e Romeu;663,3;;;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;577,5;;;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;509,2;;;
11E040741: União das freguesias de Franco e Vila Boa;523,3;;;
11E040742: União das freguesias de Freixeda e Vila Verde;520,7;;;
11E040731: Vale de Asnes;522,2;;;
11E040732: Vale de Gouvinhas;494;;;
11E040733: Vale de Salgueiro;544,9;;;
11E040734: Vale de Telhas;774,9;;;
11E0408: Mogadouro;695,9;;;
11E040801: Azinhoso;462,9;;;
11E040802: Bemposta;413;;;
11E040803: Bruçó;646,5;;;
11E040804: Brunhoso;521,9;;;
11E040807: Castelo Branco;586,2;;;
11E040808: Castro Vicente;544,8;;;
11E040809: Meirinhos;491,3;;;
11E040811: Paradela;418,9;;;
11E040812: Penas Roias;1212,8;;;
11E040813: Peredo da Bemposta;605,7;;;
11E040815: Saldanha;1775,4;;;
11E040817: São Martinho do Peso;850,3;;;
11E040819: Tó;794,5;;;
11E040820: Travanca;560,3;;;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1090,5;;;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;605;;;
11E040831: União das freguesias de Remondes e Soutelo;419,3;;;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;587,3;;;
11E040821: Urrós;611,5;;;
11E040822: Vale da Madre;604,8;;;
11E040826: Vila de Ala;718,5;;;
11E0410: Vila Flor;2494,3;;;
11E041002: Benlhevai;39153,2;;;
11E041005: Freixiel;1162,2;;;
11E041009: Roios;647,7;;;
11E041010: Samões;624,1;;;
11E041011: Sampaio;1017,2;;;
11E041012: Santa Comba de Vilariça;1131,7;;;
11E041013: Seixo de Manhoses;637,5;;;
11E041014: Trindade;619,6;;;
11E041020: União das freguesias de Assares e Lodões;768,9;;;
11E041021: União das freguesias de Candoso e Carvalho de Egas;1108,7;;;
11E041022: União das freguesias de Valtorno e Mourão;541,4;;;
11E041023: União das freguesias de Vila Flor e Nabo;983,1;;;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;821,6;;;
11E041015: Vale Frechoso;493,8;;;
11E0411: Vimioso;489,7;;;
11E041103: Argozelo;376,8;;;
11E041107: Carção;482,5;;;
11E041108: Matela;478,6;;;
11E041109: Pinelo;380,7;;;
11E041110: Santulhão;493,5;;;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;434,1;;;
11E041116: União das freguesias de Caçarelhos e Angueira;620,2;;;
11E041117: União das freguesias de Vale de Frades e Avelanoso;559,2;;;
11E041113: Vilar Seco;459,9;;;
11E041114: Vimioso;519,8;;;
11E0412: Vinhais;677,5;;;
11E041201: Agrochão;587,5;;;
11E041203: Candedo;643,4;;;
11E041204: Celas;673,4;;;
11E041206: Edral;615,6;;;
11E041207: Edrosa;622,8;;;
11E041208: Ervedosa;561,2;;;
11E041215: Paçó;654,7;;;
11E041216: Penhas Juntas;645,2;;;
11E041219: Rebordelo;1092,2;;;
11E041221: Santalha;582,5;;;
11E041226: Tuizelo;522,6;;;
11E041236: União das freguesias de Curopos e Vale de Janeiro;689,4;;;
11E041237: União das freguesias de Moimenta e Montouto;531,2;;;
11E041238: União das freguesias de Nunes e Ousilhão;725,1;;;
11E041239: União das freguesias de Quirás e Pinheiro Novo;737,8;;;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;767,6;;;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;647,3;;;
11E041242: União das freguesias de Travanca e Santa Cruz;631,7;;;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;621,2;;;
11E041227: Vale das Fontes;621,5;;;
11E041229: Vila Boa de Ousilhão;639,2;;;
11E041230: Vila Verde;620,8;;;
11E041232: Vilar de Ossos;1067,7;;;
11E041233: Vilar de Peregrinos;683;;;
11E041234: Vilar Seco de Lomba;758,3;;;
11E041235: Vinhais;855,1;;;
16: Centro;2418,1;;;
16B: Oeste;6473,2;;;
16B1001: Alcobaça;8251,2;;;
16B100102: Alfeizerão;7155,1;;;
16B100120: Aljubarrota;3968,7;;;
16B100104: Bárrio;4694,6;;;
16B100105: Benedita;13213,9;;;
16B100106: Cela;6964,8;;;
16B100108: Évora de Alcobaça;12317,8;;;
16B100109: Maiorga;6363;;;
16B100112: São Martinho do Porto;20309,5;;;
16B100114: Turquel;8227,6;;;
16B100121: União das freguesias de Alcobaça e Vestiaria;15112,8;;;
16B100122: União das freguesias de Coz, Alpedriz e Montes;7579,4;;;
16B100123: União das freguesias de Pataias e Martingança;3852,5;;;
16B100116: Vimeiro;6914,1;;;
16B1101: Alenquer;2319,3;;;
16B110106: Carnota;1581,5;;;
16B110107: Meca;1598,3;;;
16B110108: Olhalvo;1229,5;;;
16B110109: Ota;4347,2;;;
16B110117: União das freguesias de Abrigada e Cabanas de Torres;2577,7;;;
16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1691,8;;;
16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);2062,8;;;
16B110120: União das freguesias de Carregado e Cadafais;3422,6;;;
16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;1790,6;;;
16B110113: Ventosa;2791,8;;;
16B110114: Vila Verde dos Francos;2341,9;;;
16B1102: Arruda dos Vinhos;2176,6;;;
16B110201: Arranhó;4233,8;;;
16B110202: Arruda dos Vinhos;1832,4;;;
16B110203: Cardosas;2262,7;;;
16B110204: São Tiago dos Velhos;1131,2;;;
16B1005: Bombarral;10472,5;;;
16B100502: Carvalhal;6362;;;
16B100505: Pó;17377,8;;;
16B100503: Roliça;17045,2;;;
16B100506: União das freguesias do Bombarral e Vale Covo;5909,5;;;
16B1104: Cadaval;6748,2;;;
16B110401: Alguber;16178,4;;;
16B110407: Peral;6456,5;;;
16B110412: União das freguesias de Lamas e Cercal;5037,1;;;
16B110413: União das freguesias de Painho e Figueiros;8707,6;;;
16B110411: União das freguesias do Cadaval e Pêro Moniz;5284,4;;;
16B110409: Vermelha;7939,6;;;
16B110410: Vilar;3701,5;;;
16B1006: Caldas da Rainha;9510,7;;;
16B100601: A dos Francos;8519;;;
16B100602: Alvorninha;7197,2;;;
16B100604: Carvalhal Benfeito;11121,3;;;
16B100606: Foz do Arelho;1502,6;;;
16B100607: Landal;38665;;;
16B100608: Nadadouro;2360,5;;;
16B100609: Salir de Matos;7114,8;;;
16B100611: Santa Catarina;6829,6;;;
16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;8645,2;;;
16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;5391,5;;;
16B100619: União das freguesias de Tornada e Salir do Porto;6281,2;;;
16B100615: Vidais;7993,6;;;
16B1108: Lourinhã;10240,8;;;
16B110803: Moita dos Ferreiros;6932;;;
16B110805: Reguengo Grande;8937,2;;;
16B110810: Ribamar;3982,1;;;
16B110806: Santa Bárbara;4018,9;;;
16B110812: União das freguesias de Lourinhã e Atalaia;12776,1;;;
16B110813: União das freguesias de Miragaia e Marteleira;15073;;;
16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;8136,9;;;
16B110808: Vimeiro;5480;;;
16B1011: Nazaré;7662,3;;;
16B101101: Famalicão;5266,8;;;
16B101102: Nazaré;6587,9;;;
16B101103: Valado dos Frades;8790,1;;;
16B1012: Óbidos;9855,9;;;
16B101201: A dos Negros;5467,8;;;
16B101202: Amoreira;16456,3;;;
16B101208: Gaeiras;6019,9;;;
16B101203: Olho Marinho;12188,8;;;
16B101210: Santa Maria, São Pedro e Sobral da Lagoa;12639,3;;;
16B101209: Usseira;7622,8;;;
16B101207: Vau;5565,4;;;
16B1014: Peniche;8658,4;;;
16B101402: Atouguia da Baleia;8213,9;;;
16B101406: Ferrel;13244,8;;;
16B101407: Peniche;3951,5;;;
16B101405: Serra d'El-Rei;5052,1;;;
16B1112: Sobral de Monte Agraço;2704,1;;;
16B111201: Santo Quintino;2371,2;;;
16B111202: Sapataria;3581,8;;;
16B111203: Sobral de Monte Agraço;2365,1;;;
16B1113: Torres Vedras;5339,4;;;
16B111306: Freiria;4485,1;;;
16B111310: Ponte do Rol;5844,4;;;
16B111311: Ramalhal;9348;;;
16B111314: São Pedro da Cadeira;2711,5;;;
16B111316: Silveira;10538,3;;;
16B111317: Turcifal;3569,2;;;
16B111321: União das freguesias de A dos Cunhados e Maceira;8765,8;;;
16B111322: União das freguesias de Campelos e Outeiro da Cabeça;25356;;;
16B111323: União das freguesias de Carvoeira e Carmões;5622,8;;;
16B111324: União das freguesias de Dois Portos e Runa;1761,9;;;
16B111325: União das freguesias de Maxial e Monte Redondo;5724,1;;;
16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;2176,7;;;
16B111318: Ventosa;3351,2;;;
16D: Região de Aveiro;5175,1;;;
16D0101: Águeda;5206,1;;;
16D010103: Aguada de Cima;5849;;;
16D010109: Fermentelos;2936,5;;;
16D010112: Macinhata do Vouga;7091,1;;;
16D010121: União das freguesias de Águeda e Borralha;4534,4;;;
16D010122: União das freguesias de Barrô e Aguada de Baixo;2163,1;;;
16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;7775,1;;;
16D010124: União das freguesias de Recardães e Espinhel;3293,5;;;
16D010125: União das freguesias de Travassô e Óis da Ribeira;5898,8;;;
16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;4948;;;
16D010127: União das freguesias do Préstimo e Macieira de Alcoba;8940,1;;;
16D010119: Valongo do Vouga;4108,6;;;
16D0102: Albergaria-a-Velha;6775,8;;;
16D010209: Albergaria-a-Velha e Valmaior;9225,1;;;
16D010202: Alquerubim;4874,9;;;
16D010203: Angeja;2757,6;;;
16D010204: Branca;21274,9;;;
16D010206: Ribeira de Fráguas;139439,5;;;
16D010210: São João de Loure e Frossos;3363,1;;;
16D0103: Anadia;2968;;;
16D010304: Avelãs de Caminho;2657;;;
16D010305: Avelãs de Cima;7033,9;;;
16D010307: Moita;4505;;;
16D010309: Sangalhos;1687,2;;;
16D010310: São Lourenço do Bairro;2041,2;;;
16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;2960,9;;;
16D010317: União das freguesias de Arcos e Mogofores;2911,1;;;
16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;1662,6;;;
16D010312: Vila Nova de Monsarros;1567,4;;;
16D010313: Vilarinho do Bairro;3151,9;;;
16D0105: Aveiro;3875,6;;;
16D010501: Aradas;4124,9;;;
16D010502: Cacia;1676,3;;;
16D010515: Eixo e Eirol;2145,4;;;
16D010505: Esgueira;2492,3;;;
16D010508: Oliveirinha;5870,8;;;
16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;3847,8;;;
16D010513: Santa Joana;5870,4;;;
16D010510: São Bernardo;6330,2;;;
16D010511: São Jacinto;8973,2;;;
16D010517: União das freguesias de Glória e Vera Cruz;7665,5;;;
16D0108: Estarreja;5285,4;;;
16D010801: Avanca;8343,3;;;
16D010805: Pardilhó;7735,8;;;
16D010806: Salreu;5015,8;;;
16D010808: União das freguesias de Beduído e Veiros;5080,8;;;
16D010809: União das freguesias de Canelas e Fermelã;2864;;;
16D0110: Ílhavo;3282;;;
16D011005: Gafanha da Encarnação;2616,5;;;
16D011006: Gafanha da Nazaré;2535,5;;;
16D011007: Gafanha do Carmo;4365,9;;;
16D011008: Ílhavo (São Salvador);2949;;;
16D0112: Murtosa;6625,8;;;
16D011201: Bunheiro;7727,8;;;
16D011202: Monte;2522;;;
16D011203: Murtosa;5545,5;;;
16D011204: Torreira;5726,1;;;
16D0114: Oliveira do Bairro;3573,8;;;
16D011403: Oiã;4906,6;;;
16D011404: Oliveira do Bairro;2384,6;;;
16D011405: Palhaça;3284,5;;;
16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;3684,5;;;
16D0115: Ovar;8630,6;;;
16D011502: Cortegaça;2091,9;;;
16D011503: Esmoriz;3867,7;;;
16D011504: Maceda;3253;;;
16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;9419,8;;;
16D011507: Válega;8172,7;;;
16D0117: Sever do Vouga;11114,4;;;
16D011702: Couto de Esteves;6004,3;;;
16D011704: Pessegueiro do Vouga;61811,9;;;
16D011705: Rocas do Vouga;10392,8;;;
16D011706: Sever do Vouga;19791;;;
16D011708: Talhadas;15233,5;;;
16D011710: União das freguesias de Cedrim e Paradela;5406,8;;;
16D011711: União das freguesias de Silva Escura e Dornelas;7844,8;;;
16D0118: Vagos;5045;;;
16D011801: Calvão;4987;;;
16D011804: Gafanha da Boa Hora;4312,9;;;
16D011805: Ouca;7931,5;;;
16D011810: Santo André de Vagos;3409,7;;;
16D011807: Sosa;4240,8;;;
16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;5801,5;;;
16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;5977;;;
16D011814: União das freguesias de Vagos e Santo António;3812,1;;;
16E: Região de Coimbra;3742,3;;;
16E0601: Arganil;1753,5;;;
16E060102: Arganil;1996,7;;;
16E060104: Benfeita;830,6;;;
16E060105: Celavisa;1788,1;;;
16E060109: Folques;1385,9;;;
16E060111: Piódão;1018,1;;;
16E060112: Pomares;977;;;
16E060113: Pombeiro da Beira;1470,8;;;
16E060114: São Martinho da Cortiça;1080,4;;;
16E060115: Sarzedo;1057,8;;;
16E060116: Secarias;1006;;;
16E060119: União das freguesias de Cepos e Teixeira;3007,5;;;
16E060120: União das freguesias de Cerdeira e Moura da Serra;973,6;;;
16E060121: União das freguesias de Côja e Barril de Alva;6568,3;;;
16E060122: União das freguesias de Vila Cova de Alva e Anseriz;1127,1;;;
16E0602: Cantanhede;3937,5;;;
16E060201: Ançã;1827,5;;;
16E060203: Cadima;4108,2;;;
16E060205: Cordinhã;3669,3;;;
16E060207: Febres;5436,7;;;
16E060208: Murtede;4650,7;;;
16E060209: Ourentã;2367,6;;;
16E060218: Sanguinheira;6721,1;;;
16E060215: São Caetano;3378,6;;;
16E060214: Tocha;6043,7;;;
16E060220: União das freguesias de Cantanhede e Pocariça;2871,8;;;
16E060221: União das freguesias de Covões e Camarneira;3602,2;;;
16E060222: União das freguesias de Portunhos e Outil;1640,3;;;
16E060223: União das freguesias de Sepins e Bolho;2843,5;;;
16E060224: União das freguesias de Vilamar e Corticeiro de Cima;6247,4;;;
16E0603: Coimbra;4609,3;;;
16E060301: Almalaguês;4029,9;;;
16E060309: Brasfemes;1794,9;;;
16E060311: Ceira;36421,5;;;
16E060312: Cernache;1713,4;;;
16E060318: Santo António dos Olivais;3377,6;;;
16E060320: São João do Campo;3543,7;;;
16E060324: São Silvestre;3380,9;;;
16E060329: Torres do Mondego;3804,2;;;
16E060332: União das freguesias de Antuzede e Vil de Matos;2045,6;;;
16E060333: União das freguesias de Assafarge e Antanhol;1776,9;;;
16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);8585,1;;;
16E060335: União das freguesias de Eiras e São Paulo de Frades;3010;;;
16E060336: União das freguesias de Santa Clara e Castelo Viegas;7334,2;;;
16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;2419,8;;;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;6472,1;;;
16E060339: União das freguesias de Souselas e Botão;1677,9;;;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;1558,9;;;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;1788;;;
16E0604: Condeixa-a-Nova;1426;;;
16E060401: Anobra;2023,5;;;
16E060406: Ega;1307;;;
16E060407: Furadouro;594,5;;;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;2599,7;;;
16E060412: União das freguesias de Sebal e Belide;1053;;;
16E060413: União das freguesias de Vila Seca e Bem da Fé;1472;;;
16E060410: Zambujal;859,1;;;
16E0605: Figueira da Foz;3114,6;;;
16E060519: Alhadas;3782,5;;;
16E060502: Alqueidão;3264,5;;;
16E060515: Bom Sucesso;7115,4;;;
16E060520: Buarcos;4473,2;;;
16E060521: Ferreira-a-Nova;2609,4;;;
