
Statistical table extracted on October 18, 2022 (23:21:44)
http://www.ine.pt



Geographic localization (NUTS -2013);Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial (1) ;
;Data reference period;
;2009;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;3443;
170111408: Vialonga;436311;
170111409: Vila Franca de Xira;35053291;
18: Alentejo;1473054240;
181: Alentejo Litoral;203741788;
1811501: Alcácer do Sal;49520442;
181150106: Comporta;1565634;
181150105: São Martinho;674228;
181150104: Torrão;13737021;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;33543560;
1811505: Grândola;29515420;
181150501: Azinheira dos Barros e São Mamede do Sádão;4962049;
181150505: Carvalhal;616151;
181150503: Melides;3116382;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;20820839;
1810211: Odemira;81805033;
181021116: Boavista dos Pinheiros;4323950;
181021118: Colos;3447910;
181021117: Longueira/Almograve;20186387;
181021115: Luzianes-Gare;560145;
181021102: Relíquias;1785727;
181021103: Sabóia;1785356;
181021119: Santa Clara-a-Velha;742039;
181021106: São Luís;1987607;
181021107: São Martinho das Amoreiras;1130351;
181021120: São Salvador e Santa Maria;2405372;
181021121: São Teotónio;37947967;
181021122: Vale de Santiago;2235315;
181021111: Vila Nova de Milfontes;1163011;
1811509: Santiago do Cacém;38554210;
181150901: Abela;6645540;
181150902: Alvalade;11611245;
181150903: Cercal;3994923;
181150904: Ermidas-Sado;2345454;
181150907: Santo André;2721239;
181150910: São Francisco da Serra;932806;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;4769998;
181150913: União das freguesias de São Domingos e Vale de Água;5533006;
1811513: Sines;4346682;
181151302: Porto Covo;1484491;
181151301: Sines;2862192;
184: Baixo Alentejo;310806335;
1840201: Aljustrel;34205127;
184020102: Ervidel;1642459;
184020103: Messejana;12080644;
184020104: São João de Negrilhos;5026823;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;15455201;
1840202: Almodôvar;11284586;
184020208: Aldeia dos Fernandes;185244;
184020203: Rosário;1275534;
184020205: Santa Cruz;1665633;
184020206: São Barnabé;758801;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;4751298;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;2648077;
1840203: Alvito;10913675;
184020301: Alvito;6834397;
184020302: Vila Nova da Baronia;4079277;
1840204: Barrancos;3923101;
184020401: Barrancos;3923101;
1840205: Beja;57000974;
184020502: Baleizão;6068672;
184020503: Beringel;432380;
184020504: Cabeça Gorda;5685105;
184020506: Nossa Senhora das Neves;2893511;
184020510: Santa Clara de Louredo;2376402;
184020516: São Matias;3186210;
184020519: União das freguesias de Albernoa e Trindade;9066328;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);1545765;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);2009713;
184020522: União das freguesias de Salvada e Quintos;9288787;
184020523: União das freguesias de Santa Vitória e Mombeja;12386505;
184020524: União das freguesias de Trigaches e São Brissos;2061595;
1840206: Castro Verde;15688308;
184020603: Entradas;2092989;
184020604: Santa Bárbara de Padrões;1186112;
184020605: São Marcos da Ataboeira;2878345;
184020606: União das freguesias de Castro Verde e Casével;9530862;
1840207: Cuba;11557150;
184020701: Cuba;7067665;
184020702: Faro do Alentejo;1665573;
184020703: Vila Alva;2175556;
184020704: Vila Ruiva;648356;
1840208: Ferreira do Alentejo;39853916;
184020803: Figueira dos Cavaleiros;9712334;
184020804: Odivelas;4345223;
184020807: União das freguesias de Alfundão e Peroguarda;7440496;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;18355863;
1840209: Mértola;21643584;
184020901: Alcaria Ruiva;6140941;
184020902: Corte do Pinto;1506457;
184020903: Espírito Santo;1335838;
184020904: Mértola;4557934;
184020905: Santana de Cambas;3112612;
184020906: São João dos Caldeireiros;1458670;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;3531132;
1840210: Moura;34980260;
184021001: Amareleja;4258958;
184021002: Póvoa de São Miguel;7284067;
184021008: Sobral da Adiça;4855865;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;13361277;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;5220093;
1840212: Ourique;17038170;
184021203: Ourique;7014471;
184021206: Santana da Serra;1272904;
184021207: União das freguesias de Garvão e Santa Luzia;2692049;
184021208: União das freguesias de Panoias e Conceição;6058746;
1840213: Serpa;38273450;
184021302: Brinches;3995429;
184021303: Pias;7518371;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);14997906;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;8522145;
184021307: Vila Verde de Ficalho;3239598;
1840214: Vidigueira;14444033;
184021401: Pedrógão;4433023;
184021402: Selmes;7232080;
184021403: Vidigueira;1423429;
184021404: Vila de Frades;1355502;
185: Lezíria do Tejo;433212054;
1851403: Almeirim;34456788;
185140301: Almeirim;14306619;
185140302: Benfica do Ribatejo;10786051;
185140303: Fazendas de Almeirim;7799554;
185140304: Raposa;1564564;
1851404: Alpiarça;17726695;
185140401: Alpiarça;17726695;
1851103: Azambuja;30652800;
185110301: Alcoentre;1902436;
185110302: Aveiras de Baixo;1380888;
185110303: Aveiras de Cima;1055698;
185110304: Azambuja;22092778;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;2981254;
185110306: Vale do Paraíso;237961;
185110307: Vila Nova da Rainha;1001784;
1851405: Benavente;78510416;
185140504: Barrosa;621479;
185140501: Benavente;31738413;
185140502: Samora Correia;43443326;
185140503: Santo Estêvão;2707198;
1851406: Cartaxo;48675281;
185140604: Pontével;2346741;
185140610: União das freguesias de Ereira e Lapa;1075249;
185140609: União das freguesias do Cartaxo e Vale da Pinta;5463186;
185140605: Valada;18537915;
185140608: Vale da Pedra;296592;
185140607: Vila Chã de Ourique;20955598;
1851407: Chamusca;25612438;
185140707: Carregueira;3029878;
185140704: Ulme;1460739;
185140708: União das freguesias da Chamusca e Pinheiro Grande;5277611;
185140709: União das freguesias de Parreira e Chouto;6607371;
185140705: Vale de Cavalos;9236840;
1851409: Coruche;60561947;
185140907: Biscainho;5496154;
185140905: Branca;5010195;
185140902: Couço;13002398;
185140908: Santana do Mato;4641585;
185140903: São José da Lamarosa;5666171;
185140909: União das freguesias de Coruche, Fajarda e Erra;26745444;
1851412: Golegã;14094667;
185141201: Azinhaga;4595512;
185141202: Golegã;7700757;
185141203: Pombalinho;1798399;
1851414: Rio Maior;37999962;
185141401: Alcobertas;4542114;
185141402: Arrouquelas;5599761;
185141410: Asseiceira;1140501;
185141405: Fráguas;4187020;
185141408: Rio Maior;9422368;
185141411: São Sebastião;805904;
185141415: União das freguesias de Azambujeira e Malaqueijo;3391549;
185141416: União das freguesias de Marmeleira e Assentiz;2775633;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;2434870;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;3700242;
1851415: Salvaterra de Magos;27798493;
185141502: Marinhais;4721563;
185141503: Muge;7063835;
185141507: União das freguesias de Glória do Ribatejo e Granho;1233726;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;14779369;
1851416: Santarém;57122567;
185141601: Abitureiras;2387812;
185141602: Abrã;304647;
185141604: Alcanede;6921914;
185141605: Alcanhões;3741391;
185141606: Almoster;8699282;
185141607: Amiais de Baixo;55409;
185141608: Arneiro das Milhariças;137915;
185141628: Gançaria;355154;
185141613: Moçarria;630559;
185141614: Pernes;3315416;
185141616: Póvoa da Isenta;2691834;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;3327286;
185141630: União das freguesias de Azoia de Cima e Tremês;1213663;
185141631: União das freguesias de Casével e Vaqueiros;1849538;
185141632: União das freguesias de Romeira e Várzea;3106059;
185141633: União de freguesias da cidade de Santarém;7264967;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;9734151;
185141625: Vale de Santarém;1385570;
186: Alto Alentejo;201096891;
1861201: Alter do Chão;12398375;
186120101: Alter do Chão;4385779;
186120102: Chancelaria;2306384;
186120104: Cunheira;602837;
186120103: Seda;5103374;
1861202: Arronches;11248992;
186120201: Assunção;7131888;
186120202: Esperança;2703803;
186120203: Mosteiros;1413300;
1861203: Avis;19245902;
186120302: Aldeia Velha;2145782;
186120303: Avis;4267361;
186120305: Ervedal;2512815;
186120306: Figueira e Barros;3034052;
186120309: União das freguesias de Alcórrego e Maranhão;2823926;
186120310: União das freguesias de Benavila e Valongo;4461967;
1861204: Campo Maior;14795437;
186120401: Nossa Senhora da Expectação;9036115;
186120402: Nossa Senhora da Graça dos Degolados;960700;
186120403: São João Baptista;4798622;
1861205: Castelo de Vide;6629647;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;1497977;
186120502: Santa Maria da Devesa;1251221;
186120503: Santiago Maior;1855906;
186120504: São João Baptista;2024543;
1861206: Crato;9999844;
186120601: Aldeia da Mata;652723;
186120604: Gáfete;974237;
186120605: Monte da Pedra;1488471;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;6884414;
1861207: Elvas;37662751;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;10038211;
186120713: Caia, São Pedro e Alcáçova;11433183;
186120706: Santa Eulália;3346404;
186120707: São Brás e São Lourenço;1385532;
186120708: São Vicente e Ventosa;5152097;
186120714: União das freguesias de Barbacena e Vila Fernando;2850809;
186120715: União das freguesias de Terrugem e Vila Boim;3456514;
1861208: Fronteira;9160491;
186120801: Cabeço de Vide;1633195;
186120802: Fronteira;5924797;
186120803: São Saturnino;1602499;
1861209: Gavião;3715554;
186120902: Belver;498783;
186120903: Comenda;1989899;
186120905: Margem;464759;
186120906: União das freguesias de Gavião e Atalaia;762113;
1861210: Marvão;3602247;
186121001: Beirã;1005667;
186121002: Santa Maria de Marvão;545080;
186121003: Santo António das Areias;596355;
186121004: São Salvador da Aramenha;1455146;
1861211: Monforte;14166974;
186121101: Assumar;1709361;
186121102: Monforte;7976145;
186121103: Santo Aleixo;2109979;
186121104: Vaiamonte;2371489;
1861212: Nisa;9430554;
186121201: Alpalhão;1066126;
186121205: Montalvão;1513989;
186121207: Santana;299599;
186121208: São Matias;619558;
186121210: Tolosa;593411;
186121211: União das freguesias de Arez e Amieira do Tejo;2090578;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;3247292;
1861213: Ponte de Sor;22117924;
186121304: Foros de Arrão;2685611;
186121301: Galveias;2954314;
186121305: Longomel;1527940;
186121302: Montargil;6561090;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;8388969;
1861214: Portalegre;14703591;
186121401: Alagoa;763042;
186121402: Alegrete;1993721;
186121404: Fortios;1964907;
186121411: União das freguesias da Sé e São Lourenço;937791;
186121412: União das freguesias de Reguengo e São Julião;2526113;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;2319309;
186121410: Urra;4198709;
1861215: Sousel;12218608;
186121501: Cano;2492632;
186121502: Casa Branca;4299880;
186121503: Santo Amaro;1281581;
186121504: Sousel;4144515;
187: Alentejo Central;324197171;
1870701: Alandroal;23622099;
187070104: Capelins (Santo António);3243824;
187070103: Santiago Maior;5375260;
187070105: Terena (São Pedro);4531966;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);10471049;
1870702: Arraiolos;31109886;
187070201: Arraiolos;6636920;
187070202: Igrejinha;3829115;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;2408487;
187070209: União das freguesias de São Gregório e Santa Justa;4187521;
187070206: Vimieiro;14047843;
1870703: Borba;8867678;
187070301: Borba (Matriz);2825321;
187070304: Borba (São Bartolomeu);- -;
187070302: Orada;2574065;
187070303: Rio de Moinhos;3468293;
1870704: Estremoz;21110489;
187070401: Arcos;2387252;
187070404: Évora Monte (Santa Maria);2151534;
187070402: Glória;1450466;
187070411: São Domingos de Ana Loura;1074985;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);4417541;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;2090384;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;1058493;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);5172498;
187070413: Veiros;1307336;
1870705: Évora;49752569;
187070515: Canaviais;1091484;
187070502: Nossa Senhora da Graça do Divor;3219911;
187070503: Nossa Senhora de Machede;7361628;
187070506: São Bento do Mato;1422789;
187070509: São Miguel de Machede;2972110;
187070513: Torre de Coelheiros;9274587;
187070522: União das freguesias de Bacelo e Senhora da Saúde;1861096;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);- -;
187070524: União das freguesias de Malagueira e Horta das Figueiras;2221087;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;7005842;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;11362018;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;1960016;
1870706: Montemor-o-Novo;62448093;
187070601: Cabrela;8669561;
187070607: Ciborro;2021481;
187070610: Foros de Vale de Figueira;1545721;
187070605: Santiago do Escoural;6308073;
187070606: São Cristóvão;4115382;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;7604968;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;32182907;
1870707: Mora;13116678;
187070701: Brotas;1897606;
187070702: Cabeção;1929647;
187070703: Mora;2869313;
187070704: Pavia;6420111;
1870708: Mourão;8476574;
187070801: Granja;4755873;
187070802: Luz;768696;
187070803: Mourão;2952006;
1870709: Portel;24409294;
187070903: Monte do Trigo;6407228;
187070905: Portel;4445413;
187070906: Santana;1758194;
187070909: União das freguesias de Amieira e Alqueva;3195013;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;3111835;
187070908: Vera Cruz;5491611;
1870710: Redondo;21372696;
187071001: Montoito;3347026;
187071002: Redondo;18025670;
1870711: Reguengos de Monsaraz;19406732;
187071102: Corval;3865562;
187071103: Monsaraz;2463404;
187071104: Reguengos de Monsaraz;8050318;
187071106: União das freguesias de Campo e Campinho;5027448;
1870712: Vendas Novas;15713664;
187071202: Landeira;2868420;
187071201: Vendas Novas;12845244;
1870713: Viana do Alentejo;17306996;
187071303: Aguiar;1046071;
187071301: Alcáçovas;11598021;
187071302: Viana do Alentejo;4662904;
1870714: Vila Viçosa;7483722;
187071401: Bencatel;687648;
187071402: Ciladas;5489415;
187071406: Nossa Senhora da Conceição e São Bartolomeu;688329;
187071404: Pardais;618329;
15: Algarve;121618364;
150: Algarve;121618364;
1500801: Albufeira;6820899;
150080106: Albufeira e Olhos de Água;1109387;
150080104: Ferreiras;581564;
150080102: Guia;1389211;
150080103: Paderne;3740737;
1500802: Alcoutim;4142998;
150080202: Giões;346514;
150080203: Martim Longo;1157962;
150080206: União das freguesias de Alcoutim e Pereiro;1721427;
150080205: Vaqueiros;917096;
1500803: Aljezur;5939068;
150080301: Aljezur;823697;
150080302: Bordeira;459387;
150080303: Odeceixe;2447267;
150080304: Rogil;2208717;
1500804: Castro Marim;5118507;
150080404: Altura;1012229;
150080401: Azinhal;732257;
150080402: Castro Marim;1955192;
150080403: Odeleite;1418829;
1500805: Faro;16107727;
150080506: Montenegro;924849;
150080503: Santa Bárbara de Nexe;1782495;
150080507: União das freguesias de Conceição e Estoi;8383500;
150080508: União das freguesias de Faro (Sé e São Pedro);5016883;
1500806: Lagoa;3960701;
150080602: Ferragudo;117753;
150080604: Porches;400621;
150080607: União das freguesias de Estômbar e Parchal;1171507;
150080608: União das freguesias de Lagoa e Carvoeiro;2270820;
1500807: Lagos;2759635;
150080703: Luz;694308;
150080704: Odiáxere;669575;
150080707: União das freguesias de Bensafrim e Barão de São João;1052101;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);343651;
1500808: Loulé;13281109;
150080801: Almancil;2307984;
150080802: Alte;2389934;
150080803: Ameixial;566008;
150080804: Boliqueime;1719670;
150080808: Loulé (São Clemente);511097;
150080809: Loulé (São Sebastião);1832361;
150080805: Quarteira;458283;
150080807: Salir;1586992;
150080812: União de freguesias de Querença, Tôr e Benafim;1908781;
1500809: Monchique;5356174;
150080901: Alferce;1604179;
150080902: Marmelete;2397916;
150080903: Monchique;1354079;
1500810: Olhão;8873780;
150081003: Olhão;43840;
150081004: Pechão;2424735;
150081005: Quelfes;924723;
150081006: União das freguesias de Moncarapacho e Fuseta;5480482;
1500811: Portimão;4408619;
150081101: Alvor;565066;
150081102: Mexilhoeira Grande;2633476;
150081103: Portimão;1210077;
1500812: São Brás de Alportel;1339339;
150081201: São Brás de Alportel;1339339;
1500813: Silves;26321230;
150081303: Armação de Pêra;59012;
150081305: São Bartolomeu de Messines;7802248;
150081306: São Marcos da Serra;1784949;
150081307: Silves;9816905;
150081309: União das freguesias de Alcantarilha e Pêra;3132539;
150081310: União das freguesias de Algoz e Tunes;3725577;
1500814: Tavira;14213070;
150081401: Cachopo;1175620;
150081404: Santa Catarina da Fonte do Bispo;1633241;
150081408: Santa Luzia;287601;
150081410: União das freguesias de Conceição e Cabanas de Tavira;2124240;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;5156710;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);3835657;
1500815: Vila do Bispo;1922969;
150081501: Barão de São Miguel;98892;
150081502: Budens;252111;
150081504: Sagres;399969;
150081506: Vila do Bispo e Raposeira;1171997;
1500816: Vila Real de Santo António;1052540;
150081603: Monte Gordo;48604;
150081601: Vila Nova de Cacela;974307;
150081602: Vila Real de Santo António;29629;
2: Região Autónoma dos Açores;350932628;
20: Região Autónoma dos Açores;350932628;
200: Região Autónoma dos Açores;350932628;
2004301: Angra do Heroísmo;54564172;
200430101: Altares;4312747;
200430102: Angra (Nossa Senhora da Conceição);708417;
200430103: Angra (Santa Luzia);286584;
200430104: Angra (São Pedro);352751;
200430105: Angra (Sé);39262;
200430106: Cinco Ribeiras;2265194;
200430107: Doze Ribeiras;2074670;
200430108: Feteira;1183690;
200430109: Porto Judeu;8539459;
200430110: Posto Santo;5214923;
200430111: Raminho;2711380;
200430112: Ribeirinha;2419343;
200430113: Santa Bárbara;3401464;
200430114: São Bartolomeu de Regatos;3105799;
200430115: São Bento;2355388;
200430116: São Mateus da Calheta;1579582;
200430117: Serreta;1275424;
200430118: Terra Chã;3457371;
200430119: Vila de São Sebastião;9280724;
2004501: Calheta;15409000;
200450101: Calheta;2379044;
200450102: Norte Pequeno;1533330;
200450103: Ribeira Seca;4717699;
200450104: Santo Antão;5308371;
200450105: Topo (Nossa Senhora do Rosário);1470558;
2004901: Corvo;801744;
200490101: Corvo;801744;
2004701: Horta;18487457;
200470101: Capelo;275033;
200470102: Castelo Branco;2656853;
200470103: Cedros;3366016;
200470104: Feteira;3238846;
200470105: Flamengos;1902533;
200470106: Horta (Angústias);156526;
200470107: Horta (Conceição);464529;
200470108: Horta (Matriz);24403;
200470109: Pedro Miguel;2160557;
200470110: Praia do Almoxarife;1066382;
200470111: Praia do Norte;546392;
200470112: Ribeirinha;1011716;
200470113: Salão;1617674;
2004201: Lagoa;12451585;
200420101: Água de Pau;2771353;
200420102: Cabouco;3295035;
200420103: Lagoa (Nossa Senhora do Rosário);834143;
200420104: Lagoa (Santa Cruz);5139193;
200420105: Ribeira Chã;411862;
2004801: Lajes das Flores;4065280;
200480101: Fajã Grande;505245;
200480102: Fajãzinha;275077;
200480103: Fazenda;639563;
200480104: Lajedo;843629;
200480105: Lajes das Flores;977584;
200480106: Lomba;620426;
200480107: Mosteiro;203755;
2004601: Lajes do Pico;12724372;
200460101: Calheta de Nesquim;759035;
200460102: Lajes do Pico;5416578;
200460103: Piedade;2348203;
200460104: Ribeiras;1903065;
200460105: Ribeirinha;1105299;
200460106: São João;1192192;
2004602: Madalena;7617474;
200460201: Bandeiras;571855;
200460202: Candelária;1386417;
200460203: Criação Velha;2299008;
200460204: Madalena;1758378;
200460205: São Caetano;629682;
200460206: São Mateus;972134;
2004202: Nordeste;13644033;
200420201: Achada;2140183;
200420202: Achadinha;2010235;
200420208: Algarvia;478560;
200420203: Lomba da Fazenda;1806543;
200420204: Nordeste;2784128;
200420206: Salga;1530341;
200420207: Santana;1002435;
200420209: Santo António de Nordestinho;842723;
200420210: São Pedro de Nordestinho;1048885;
2004203: Ponta Delgada;66555138;
200420323: Ajuda da Bretanha;1131001;
200420301: Arrifes;11834737;
200420303: Candelária;1711821;
200420304: Capelas;8176676;
200420305: Covoada;4867519;
200420306: Fajã de Baixo;733469;
200420307: Fajã de Cima;3479845;
200420308: Fenais da Luz;2068624;
200420309: Feteiras;5328358;
200420310: Ginetes;3257908;
200420311: Mosteiros;1675155;
200420324: Pilar da Bretanha;2105916;
200420313: Ponta Delgada (São José);761868;
200420314: Ponta Delgada (São Pedro);531780;
200420312: Ponta Delgada (São Sebastião);205886;
200420315: Relva;2451521;
200420316: Remédios;1159442;
200420317: Rosto do Cão (Livramento);948899;
200420318: Rosto do Cão (São Roque);1717151;
200420319: Santa Bárbara;2048990;
200420325: Santa Clara;23918;
200420320: Santo António;4122489;
200420321: São Vicente Ferreira;4373212;
200420322: Sete Cidades;1838951;
2004204: Povoação;12267177;
200420401: Água Retorta;1489270;
200420402: Faial da Terra;1881995;
200420403: Furnas;3791215;
200420404: Nossa Senhora dos Remédios;1368274;
200420405: Povoação;3671177;
200420406: Ribeira Quente;65247;
2004205: Ribeira Grande;49263020;
200420501: Calhetas;935247;
200420502: Fenais da Ajuda;3928290;
200420503: Lomba da Maia;8955329;
200420504: Lomba de São Pedro;1752294;
200420505: Maia;5583167;
200420506: Pico da Pedra;2987075;
200420507: Porto Formoso;1676264;
200420508: Rabo de Peixe;4211326;
200420509: Ribeira Grande (Conceição);2587671;
200420510: Ribeira Grande (Matriz);2838527;
200420511: Ribeira Seca;2595813;
200420512: Ribeirinha;3683449;
200420513: Santa Bárbara;5793410;
200420514: São Brás;1735157;
2004401: Santa Cruz da Graciosa;8030854;
200440101: Guadalupe;3145618;
200440102: Luz;841061;
200440104: Santa Cruz da Graciosa;1912354;
200440103: São Mateus;2131820;
2004802: Santa Cruz das Flores;5072179;
200480201: Caveira;374978;
200480202: Cedros;329920;
200480203: Ponta Delgada;1264528;
200480204: Santa Cruz das Flores;3102753;
2004603: São Roque do Pico;5266227;
200460301: Prainha;1162008;
200460302: Santa Luzia;1067400;
200460303: Santo Amaro;647252;
200460304: Santo António;949550;
200460305: São Roque do Pico;1440016;
2004502: Velas;14999946;
200450201: Manadas (Santa Bárbara);1283493;
200450202: Norte Grande (Neves);4508035;
200450203: Rosais;2676748;
200450204: Santo Amaro;2796066;
200450205: Urzelina (São Mateus);1452015;
200450206: Velas (São Jorge);2283589;
2004302: Vila da Praia da Vitória;27534905;
200430201: Agualva;2901345;
200430202: Biscoitos;2865516;
200430203: Cabo da Praia;1162302;
200430204: Fonte do Bastardo;3455639;
200430205: Fontinhas;3342016;
200430206: Lajes;2042702;
200430211: Porto Martins;175326;
200430207: Praia da Vitória (Santa Cruz);5507499;
200430208: Quatro Ribeiras;1802708;
200430209: São Brás;1950513;
200430210: Vila Nova;2329337;
2004101: Vila do Porto;5437681;
200410101: Almagreira;511122;
200410102: Santa Bárbara;863811;
200410103: Santo Espírito;1471775;
200410104: São Pedro;475424;
200410105: Vila do Porto;2115550;
2004206: Vila Franca do Campo;16740385;
200420601: Água de Alto;1868535;
200420602: Ponta Garça;9419413;
200420603: Ribeira das Tainhas;896678;
200420606: Ribeira Seca;1049244;
200420604: Vila Franca do Campo (São Miguel);3291400;
200420605: Vila Franca do Campo (São Pedro);215115;
3: Região Autónoma da Madeira;80495365;
30: Região Autónoma da Madeira;80495365;
300: Região Autónoma da Madeira;80495365;
3003101: Calheta;6146290;
300310101: Arco da Calheta;1285998;
300310102: Calheta;1311187;
300310103: Estreito da Calheta;1153262;
300310104: Fajã da Ovelha;974655;
300310105: Jardim do Mar;29302;
300310106: Paul do Mar;136531;
300310107: Ponta do Pargo;671891;
300310108: Prazeres;583463;
3003102: Câmara de Lobos;9271068;
300310201: Câmara de Lobos;3119056;
300310202: Curral das Freiras;595954;
300310203: Estreito de Câmara de Lobos;2977085;
300310205: Jardim da Serra;967509;
300310204: Quinta Grande;1611464;
3003103: Funchal;6419388;
300310303: Funchal (Santa Luzia);98023;
300310304: Funchal (Santa Maria Maior);342599;
300310308: Funchal (São Pedro);128026;
300310310: Funchal (Sé);1105;
300310301: Imaculado Coração de Maria;119460;
300310302: Monte;221321;
300310305: Santo António;1064676;
300310306: São Gonçalo;1874485;
300310307: São Martinho;2227620;
300310309: São Roque;342074;
3003104: Machico;7322520;
300310401: Água de Pena;457413;
300310402: Caniçal;234804;
300310403: Machico;1215139;
300310404: Porto da Cruz;3917830;
300310405: Santo António da Serra;1497335;
3003105: Ponta do Sol;7153096;
300310501: Canhas;3637825;
300310502: Madalena do Mar;475449;
300310503: Ponta do Sol;3039822;
3003106: Porto Moniz;2658663;
300310601: Achadas da Cruz;121285;
300310602: Porto Moniz;1761865;
300310603: Ribeira da Janela;178084;
300310604: Seixal;597429;
3003201: Porto Santo;1013189;
300320101: Porto Santo;1013189;
3003107: Ribeira Brava;6719546;
300310701: Campanário;2414148;
300310702: Ribeira Brava;2376497;
300310703: Serra de Água;784854;
300310704: Tabua;1144047;
3003108: Santa Cruz;16758232;
300310802: Camacha;2013412;
300310803: Caniço;3821849;
300310804: Gaula;1005501;
300310805: Santa Cruz;3045635;
300310806: Santo António da Serra;6871835;
3003109: Santana;11671594;
300310901: Arco de São Jorge;558373;
300310902: Faial;2329988;
300310906: Ilha;580088;
300310903: Santana;4879268;
300310904: São Jorge;2109196;
300310905: São Roque do Faial;1214681;
3003110: São Vicente;5361780;
300311001: Boa Ventura;1614740;
300311002: Ponta Delgada;908212;
300311003: São Vicente;2838828;

Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial - Statistics Portugal, Agriculture census - 2019

Note(s):
(1) The estimated results do not include the situations "Don,t know / refusal".



This data last updated:october 02, 2021


Table Metadata

Value of total standard production (?) of agricultural holdings
Name;Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial
Regularity;Decennial
Source;Statistics Portugal, Agriculture census - 2019
First available period;1999
Last available period;2019
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS -2013)
Concepts
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.
Definition;
Formule;
Measure unit (symbol);Euro (?)
Power of 10;0
Last update date;02-Oct-2021
