
Statistical table extracted on October 11, 2022 (22:39:22)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;16E060208: Murtede;910;277;526;63;44;
;16E060209: Ourentã;836;219;523;66;28;
;16E060218: Sanguinheira;1250;353;810;75;12;
;16E060215: São Caetano;288;95;164;21;8;
;16E060214: Tocha;1623;443;1051;96;33;
;16E060220: União das freguesias de Cantanhede e Pocariça;1673;475;911;163;124;
;16E060221: União das freguesias de Covões e Camarneira;1469;575;796;68;30;
;16E060222: União das freguesias de Portunhos e Outil;1023;248;646;70;59;
;16E060223: União das freguesias de Sepins e Bolho;1093;249;734;78;32;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;376;116;224;23;13;
;16E0603: Coimbra;8789;2259;5189;839;502;
;16E060301: Almalaguês;1302;339;664;186;113;
;16E060309: Brasfemes;119;28;75;10;6;
;16E060311: Ceira;217;40;144;19;14;
;16E060312: Cernache;393;83;242;39;29;
;16E060318: Santo António dos Olivais;107;27;55;13;12;
;16E060320: São João do Campo;572;225;286;39;22;
;16E060324: São Silvestre;595;119;425;30;21;
;16E060329: Torres do Mondego;102;19;69;10;4;
;16E060332: União das freguesias de Antuzede e Vil de Matos;633;198;375;41;19;
;16E060333: União das freguesias de Assafarge e Antanhol;309;66;187;31;25;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);64;18;33;5;8;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;426;77;283;43;23;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;189;34;101;26;28;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;966;247;599;96;24;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;460;120;288;34;18;
;16E060339: União das freguesias de Souselas e Botão;1136;275;690;110;61;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;643;189;355;48;51;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;556;155;318;59;24;
;16E0604: Condeixa-a-Nova;3582;1123;1988;286;185;
;16E060401: Anobra;300;99;172;18;11;
;16E060406: Ega;955;374;461;66;54;
;16E060407: Furadouro;186;99;77;6;4;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;775;178;460;78;59;
;16E060412: União das freguesias de Sebal e Belide;270;66;181;12;11;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;767;161;484;87;35;
;16E060410: Zambujal;329;146;153;19;11;
;16E0605: Figueira da Foz;6986;2282;4007;512;185;
;16E060519: Alhadas;749;281;382;74;12;
;16E060502: Alqueidão;596;196;343;44;13;
;16E060515: Bom Sucesso;1129;387;663;68;11;
;16E060520: Buarcos;87;32;40;9;6;
;16E060521: Ferreira-a-Nova;1094;376;640;53;25;
;16E060522: Lavos;220;67;115;24;14;
;16E060507: Maiorca;612;172;356;64;20;
;16E060508: Marinha das Ondas;451;120;282;35;14;
;16E060518: Moinhos da Gândara;570;218;312;27;13;
;16E060523: Paião;868;228;533;67;40;
;16E060524: Quiaios;230;69;142;15;4;
;16E060514: São Pedro;2;1;1;- -;- -;
;16E060512: Tavarede;129;43;72;9;5;
;16E060513: Vila Verde;249;92;126;23;8;
;16E0606: Góis;789;306;427;39;17;
;16E060601: Alvares;117;58;48;8;3;
;16E060604: Góis;406;138;237;22;9;
;16E060606: União das freguesias de Cadafaz e Colmeal;95;48;41;4;2;
;16E060605: Vila Nova do Ceira;171;62;101;5;3;
;16E0607: Lousã;866;174;597;55;40;
;16E060706: Gândaras;- -;- -;- -;- -;- -;
;16E060704: Serpins;124;17;97;5;5;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;144;38;85;10;11;
;16E060708: União das freguesias de Lousã e Vilarinho;598;119;415;40;24;
;16E0111: Mealhada;4599;1130;2834;366;269;
;16E011102: Barcouço;829;200;507;73;49;
;16E011103: Casal Comba;1427;373;864;111;79;
;16E011104: Luso;384;115;227;25;17;
;16E011106: Pampilhosa;437;55;288;42;52;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;878;216;561;55;46;
;16E011107: Vacariça;644;171;387;60;26;
;16E0608: Mira;3002;1006;1713;185;98;
;16E060803: Carapelhos;456;174;244;26;12;
;16E060801: Mira;1837;591;1066;114;66;
;16E060804: Praia de Mira;294;101;183;8;2;
;16E060802: Seixo;415;140;220;37;18;
;16E0609: Miranda do Corvo;2490;630;1598;183;79;
;16E060901: Lamas;490;71;344;51;24;
;16E060902: Miranda do Corvo;956;216;628;76;36;
;16E060906: União das freguesias de Semide e Rio Vide;703;229;413;44;17;
;16E060905: Vila Nova;341;114;213;12;2;
;16E0610: Montemor-o-Velho;8265;2264;5287;503;211;
;16E061002: Arazede;2959;875;1899;143;42;
;16E061003: Carapinheira;711;191;429;68;23;
;16E061014: Ereira;156;74;60;12;10;
;16E061005: Liceia;729;234;444;33;18;
;16E061006: Meãs do Campo;375;85;269;15;6;
;16E061008: Pereira;279;70;192;13;4;
;16E061009: Santo Varão;149;23;105;13;8;
;16E061010: Seixo de Gatões;746;195;472;50;29;
;16E061011: Tentúgal;1026;202;750;60;14;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;325;74;208;29;14;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;810;241;459;67;43;
;16E1808: Mortágua;2854;733;1826;199;96;
;16E180802: Cercosa;161;48;95;10;8;
;16E180804: Espinho;634;170;400;44;20;
;16E180805: Marmeleira;199;38;135;16;10;
;16E180807: Pala;422;125;275;16;6;
;16E180808: Sobral;649;176;414;45;14;
;16E180809: Trezói;187;66;98;19;4;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;602;110;409;49;34;
;16E0611: Oliveira do Hospital;4495;1648;2481;212;154;
;16E061101: Aldeia das Dez;91;32;53;4;2;
;16E061102: Alvoco das Várzeas;89;41;40;5;3;
;16E061103: Avô;120;41;74;3;2;
;16E061104: Bobadela;161;66;89;3;3;
;16E061106: Lagares;384;160;191;22;11;
;16E061109: Lourosa;204;72;121;6;5;
;16E061110: Meruge;230;108;95;16;11;
;16E061111: Nogueira do Cravo;501;181;279;25;16;
;16E061115: São Gião;149;65;71;5;8;
;16E061118: Seixo da Beira;670;247;387;22;14;
;16E061119: Travanca de Lagos;409;148;229;20;12;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;471;163;258;29;21;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;441;158;242;21;20;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;304;90;177;15;22;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;104;37;58;7;2;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;167;39;117;9;2;
;16E0612: Pampilhosa da Serra;900;410;434;43;13;
;16E061201: Cabril;54;31;19;2;2;
;16E061202: Dornelas do Zêzere;101;36;52;11;2;
;16E061211: Fajão-Vidual;85;43;39;3;- -;
;16E061204: Janeiro de Baixo;177;61;106;10;- -;
;16E061206: Pampilhosa da Serra;143;83;54;2;4;
;16E061207: Pessegueiro;60;35;25;- -;- -;
;16E061212: Portela do Fojo-Machio;95;47;43;4;1;
;16E061209: Unhais-o-Velho;185;74;96;11;4;
;16E0613: Penacova;2608;861;1531;145;71;
;16E061301: Carvalho;396;161;205;23;7;
;16E061302: Figueira de Lorvão;443;165;246;24;8;
;16E061304: Lorvão;222;57;153;9;3;
;16E061307: Penacova;322;77;199;28;18;
;16E061310: Sazes do Lorvão;216;75;122;12;7;
;16E061312: União das freguesias de Friúmes e Paradela;192;48;124;13;7;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;275;77;180;11;7;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;542;201;302;25;14;
;16E0614: Penela;2228;794;1165;152;117;
;16E061401: Cumeeira;493;185;258;30;20;
;16E061402: Espinhal;94;44;44;2;4;
;16E061403: Podentes;354;111;170;37;36;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;1287;454;693;83;57;
;16E0615: Soure;6422;2226;3555;481;160;
;16E061501: Alfarelos;152;39;96;15;2;
;16E061504: Figueiró do Campo;388;115;213;34;26;
;16E061506: Granja do Ulmeiro;103;24;64;10;5;
;16E061508: Samuel;653;279;316;48;10;
;16E061509: Soure;2604;824;1534;198;48;
;16E061510: Tapéus;236;63;150;15;8;
;16E061513: União das freguesias de Degracias e Pombalinho;949;398;486;53;12;
;16E061514: União das freguesias de Gesteira e Brunhós;574;226;276;51;21;
;16E061511: Vila Nova de Anços;279;76;167;20;16;
;16E061512: Vinha da Rainha;484;182;253;37;12;
;16E0616: Tábua;2864;1043;1636;127;58;
;16E061602: Candosa;169;67;85;9;8;
;16E061603: Carapinha;164;52;98;12;2;
;16E061608: Midões;212;108;95;6;3;
;16E061609: Mouronho;236;85;148;1;2;
;16E061611: Póvoa de Midões;123;39;70;8;6;
;16E061612: São João da Boa Vista;154;45;100;8;1;
;16E061614: Tábua;456;159;268;21;8;
;16E061616: União das freguesias de Ázere e Covelo;274;102;155;12;5;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;488;195;258;25;10;
;16E061618: União das freguesias de Espariz e Sinde;386;133;233;16;4;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;202;58;126;9;9;
;16E0617: Vila Nova de Poiares;856;215;541;68;32;
;16E061701: Arrifana;289;77;181;20;11;
;16E061702: Lavegadas;76;34;34;4;4;
;16E061703: Poiares (Santo André);337;76;214;34;13;
;16E061704: São Miguel de Poiares;154;28;112;10;4;
;16F: Região de Leiria;46340;15385;26466;3118;1371;
;16F1002: Alvaiázere;2893;1140;1474;186;93;
;16F100201: Almoster;468;205;223;28;12;
;16F100208: Alvaiázere;596;221;288;54;33;
;16F100204: Maçãs de Dona Maria;595;199;338;35;23;
;16F100205: Pelmá;432;186;215;24;7;
;16F100209: Pussos São Pedro;802;329;410;45;18;
;16F1003: Ansião;4930;1584;2816;378;152;
;16F100301: Alvorge;879;390;415;53;21;
;16F100309: Ansião;1164;330;706;98;30;
;16F100303: Avelar;142;21;97;16;8;
;16F100304: Chão de Couce;686;166;399;77;44;
;16F100306: Pousaflores;641;250;342;29;20;
;16F100307: Santiago da Guarda;1418;427;857;105;29;
;16F1004: Batalha;2782;875;1623;207;77;
;16F100401: Batalha;1063;312;638;86;27;
;16F100404: Golpilheira;322;90;204;18;10;
;16F100402: Reguengo do Fetal;597;116;403;55;23;
;16F100403: São Mamede;800;357;378;48;17;
;16F1007: Castanheira de Pêra;194;53;128;4;9;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;194;53;128;4;9;
;16F1008: Figueiró dos Vinhos;1345;391;817;90;47;
;16F100801: Aguda;228;58;146;15;9;
;16F100802: Arega;383;141;208;26;8;
;16F100803: Campelo;46;18;24;3;1;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;688;174;439;46;29;
;16F1009: Leiria;13890;3725;8691;1025;449;
;16F100901: Amor;706;228;403;58;17;
;16F100902: Arrabal;666;136;487;23;20;
;16F100925: Bajouca;403;126;244;21;12;
;16F100926: Bidoeira de Cima;412;63;297;45;7;
;16F100907: Caranguejeira;951;294;589;44;24;
;16F100909: Coimbrão;238;49;176;8;5;
;16F100913: Maceira;882;248;527;84;23;
;16F100915: Milagres;730;197;454;60;19;
;16F100921: Regueira de Pontes;326;82;205;28;11;
;16F100932: União das freguesias de Colmeias e Memória;798;279;450;43;26;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;1654;420;1005;155;74;
;16F100934: União das freguesias de Marrazes e Barosa;379;59;249;39;32;
;16F100935: União das freguesias de Monte Real e Carvide;724;203;420;64;37;
;16F100936: União das freguesias de Monte Redondo e Carreira;915;247;602;50;16;
;16F100937: União das freguesias de Parceiros e Azoia;571;150;352;42;27;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1626;442;1006;121;57;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;702;253;387;47;15;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;1207;249;838;93;27;
;16F1010: Marinha Grande;618;153;389;41;35;
;16F101001: Marinha Grande;288;79;166;19;24;
;16F101003: Moita;55;9;36;5;5;
;16F101002: Vieira de Leiria;275;65;187;17;6;
;16F1013: Pedrógão Grande;1115;429;580;63;43;
;16F101301: Graça;374;141;199;25;9;
;16F101302: Pedrógão Grande;566;229;278;28;31;
;16F101303: Vila Facaia;175;59;103;10;3;
;16F1015: Pombal;14010;5543;7339;805;323;
;16F101501: Abiul;1264;520;635;72;37;
;16F101503: Almagreira;1112;442;580;67;23;
;16F101504: Carnide;480;211;248;19;2;
;16F101505: Carriço;801;306;452;31;12;
;16F101506: Louriçal;2027;785;1109;109;24;
;16F101515: Meirinhas;263;90;139;22;12;
;16F101508: Pelariga;637;211;362;43;21;
;16F101509: Pombal;2143;788;1168;130;57;
;16F101510: Redinha;850;391;387;56;16;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;1829;756;943;89;41;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;981;416;479;58;28;
;16F101513: Vermoil;873;369;430;53;21;
;16F101514: Vila Cã;750;258;407;56;29;
;16F1016: Porto de Mós;4563;1492;2609;319;143;
;16F101602: Alqueidão da Serra;294;147;127;15;5;
;16F101605: Calvaria de Cima;194;55;116;17;6;
;16F101606: Juncal;919;160;624;84;51;
;16F101608: Mira de Aire;104;46;42;11;5;
;16F101609: Pedreiras;300;97;171;14;18;
;16F101614: Porto de Mós - São João Baptista e São Pedro;695;183;407;73;32;
;16F101610: São Bento;647;250;372;24;1;
;16F101613: Serro Ventoso;442;161;258;17;6;
;16F101615: União das freguesias de Alvados e Alcaria;213;90;97;17;9;
;16F101616: União das freguesias de Arrimal e Mendiga;755;303;395;47;10;
;16G: Viseu Dão Lafões;73881;24138;43456;4003;2284;
;16G0901: Aguiar da Beira;3170;1163;1798;135;74;
;16G090102: Carapito;297;120;166;3;8;
;16G090103: Cortiçada;219;78;125;12;4;
;16G090105: Dornelas;350;102;218;21;9;
;16G090106: Eirado;211;90;115;4;2;
;16G090107: Forninhos;171;73;92;2;4;
;16G090109: Pena Verde;706;222;434;28;22;
;16G090110: Pinheiro;174;89;77;5;3;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;452;166;236;34;16;
;16G090115: União das freguesias de Sequeiros e Gradiz;273;108;152;10;3;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;317;115;183;16;3;
;16G1802: Carregal do Sal;2905;896;1809;121;79;
;16G180201: Beijós;558;153;369;25;11;
;16G180202: Cabanas de Viriato;451;118;299;21;13;
;16G180204: Oliveira do Conde;838;284;490;34;30;
;16G180206: Parada;196;70;115;5;6;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;862;271;536;36;19;
;16G1803: Castro Daire;6748;2831;3624;217;76;
;16G180301: Almofala;198;98;95;5;- -;
;16G180303: Cabril;345;171;163;7;4;
;16G180304: Castro Daire;1145;352;691;70;32;
;16G180305: Cujó;175;94;71;8;2;
;16G180309: Gosende;184;90;90;4;- -;
;16G180312: Mões;832;344;457;25;6;
;16G180313: Moledo;752;359;365;22;6;
;16G180314: Monteiras;161;86;72;2;1;
;16G180317: Pepim;208;99;103;5;1;
;16G180319: Pinheiro;336;133;200;1;2;
;16G180322: São Joaninho;161;59;99;3;- -;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;701;239;413;35;14;
;16G180324: União das freguesias de Mezio e Moura Morta;256;103;141;7;5;
;16G180325: União das freguesias de Parada de Ester e Ester;593;296;284;12;1;
;16G180326: União das freguesias de Picão e Ermida;238;111;122;3;2;
;16G180327: União das freguesias de Reriz e Gafanhão;463;197;258;8;- -;
;16G1806: Mangualde;5195;1316;3314;287;278;
;16G180601: Abrunhosa-a-Velha;223;52;143;10;18;
;16G180602: Alcafache;392;93;255;33;11;
;16G180605: Cunha Baixa;400;79;284;25;12;
;16G180606: Espinho;514;168;314;17;15;
;16G180607: Fornos de Maceira Dão;463;82;332;17;32;
;16G180608: Freixiosa;54;14;40;- -;- -;
;16G180614: Quintela de Azurara;121;23;84;8;6;
;16G180616: São João da Fresta;123;40;69;4;10;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;1252;317;749;108;78;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;430;91;287;12;40;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;609;160;384;31;34;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);614;197;373;22;22;
;16G1809: Nelas;3346;818;2164;192;172;
;16G180901: Canas de Senhorim;585;115;358;54;58;
;16G180908: Lapa do Lobo;190;41;133;8;8;
;16G180903: Nelas;528;135;317;38;38;
;16G180905: Senhorim;584;163;378;24;19;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;561;127;398;19;17;
;16G180911: União das freguesias de Santar e Moreira;623;181;377;38;27;
;16G180906: Vilar Seco;275;56;203;11;5;
;16G1810: Oliveira de Frades;4274;1299;2749;148;78;
;16G181002: Arcozelo das Maias;668;205;425;27;11;
;16G181005: Pinheiro;463;156;291;9;7;
;16G181007: Ribeiradio;639;192;408;21;18;
;16G181008: São João da Serra;429;148;272;8;1;
;16G181009: São Vicente de Lafões;326;92;213;13;8;
;16G181013: União das freguesias de Arca e Varzielas;480;128;322;19;11;
;16G181014: União das freguesias de Destriz e Reigoso;530;173;346;9;2;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;739;205;472;42;20;
;16G1811: Penalva do Castelo;3844;1410;2171;162;101;
;16G181102: Castelo de Penalva;557;310;235;2;10;
;16G181103: Esmolfe;209;44;132;24;9;
;16G181104: Germil;193;79;108;1;5;
;16G181105: Ínsua;369;113;234;13;9;
;16G181106: Lusinde;185;29;137;7;12;
;16G181109: Pindo;974;277;609;52;36;
;16G181110: Real;156;58;89;8;1;
;16G181111: Sezures;447;175;248;19;5;
;16G181112: Trancozelos;195;105;82;7;1;
;16G181114: União das freguesias de Antas e Matela;309;120;161;18;10;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;250;100;136;11;3;
;16G1814: Santa Comba Dão;2531;752;1545;154;80;
;16G181403: Pinheiro de Ázere;216;66;136;11;3;
;16G181405: São Joaninho;482;161;283;24;14;
;16G181406: São João de Areias;477;118;289;43;27;
;16G181410: União das freguesias de Ovoa e Vimieiro;400;118;248;21;13;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;432;144;259;20;9;
;16G181412: União das freguesias de Treixedo e Nagozela;524;145;330;35;14;
;16G1816: São Pedro do Sul;5811;1985;3387;296;143;
;16G181602: Bordonhos;126;33;77;9;7;
;16G181606: Figueiredo de Alva;519;125;353;37;4;
;16G181607: Manhouce;707;251;444;10;2;
;16G181608: Pindelo dos Milagres;311;85;216;7;3;
;16G181609: Pinho;343;125;187;13;18;
;16G181612: São Félix;126;27;89;5;5;
;16G181615: Serrazes;340;105;203;26;6;
;16G181616: Sul;369;180;172;9;8;
;16G181620: União das freguesias de Carvalhais e Candal;688;235;373;52;28;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;529;167;328;25;9;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;351;189;153;7;2;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;590;185;321;54;30;
;16G181617: Valadares;441;148;254;25;14;
;16G181619: Vila Maior;371;130;217;17;7;
;16G1817: Sátão;5102;1644;2967;326;165;
;16G181702: Avelal;153;39;97;15;2;
;16G181704: Ferreira de Aves;1413;565;753;71;24;
;16G181706: Mioma;474;151;271;33;19;
;16G181707: Rio de Moinhos;458;151;253;32;22;
;16G181709: São Miguel de Vila Boa;521;136;341;33;11;
;16G181710: Sátão;915;255;540;81;39;
;16G181711: Silvã de Cima;311;83;197;15;16;
;16G181713: União das freguesias de Águas Boas e Forles;150;24;107;10;9;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;707;240;408;36;23;
;16G1821: Tondela;10593;3433;6082;729;349;
;16G182102: Campo de Besteiros;336;94;204;18;20;
;16G182103: Canas de Santa Maria;761;220;433;59;49;
;16G182105: Castelões;593;152;368;51;22;
;16G182106: Dardavaz;515;166;317;27;5;
;16G182107: Ferreirós do Dão;111;34;66;11;- -;
;16G182108: Guardão;305;102;182;18;3;
;16G182109: Lajeosa do Dão;862;306;478;50;28;
;16G182110: Lobão da Beira;421;133;228;53;7;
;16G182111: Molelos;651;220;350;46;35;
;16G182116: Parada de Gonta;278;92;137;36;13;
;16G182118: Santiago de Besteiros;623;171;383;47;22;
;16G182122: Tonda;465;146;280;29;10;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;789;301;450;27;11;
;16G182128: União das freguesias de Caparrosa e Silvares;643;248;343;36;16;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;602;197;359;32;14;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;773;296;460;11;6;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;521;160;289;47;25;
;16G182132: União das freguesias de Tondela e Nandufe;602;164;362;51;25;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;742;231;393;80;38;
;16G1822: Vila Nova de Paiva;2343;860;1362;84;37;
;16G182203: Pendilhe;274;106;163;5;- -;
;16G182204: Queiriga;256;78;163;9;6;
;16G182205: Touro;723;268;429;19;7;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;597;209;336;37;15;
;16G182206: Vila Cova à Coelheira;493;199;271;14;9;
;16G1823: Viseu;13666;4284;7991;875;516;
;16G182301: Abraveses;216;72;114;18;12;
;16G182304: Bodiosa;555;173;330;30;22;
;16G182305: Calde;616;233;354;15;14;
;16G182306: Campo;340;93;190;35;22;
;16G182307: Cavernães;359;143;192;14;10;
;16G182310: Cota;554;168;382;2;2;
;16G182337: Coutos de Viseu;344;87;224;20;13;
;16G182315: Fragosela;314;106;168;26;14;
;16G182316: Lordosa;511;209;266;25;11;
;16G182318: Mundão;161;59;76;15;11;
;16G182319: Orgens;302;96;173;23;10;
;16G182320: Povolide;641;147;423;43;28;
;16G182321: Ranhados;162;32;105;12;13;
;16G182339: Repeses e São Salvador;124;39;55;19;11;
;16G182322: Ribafeita;466;154;253;44;15;
;16G182323: Rio de Loba;318;108;175;26;9;
;16G182325: Santos Evos;442;188;220;24;10;
;16G182340: São Cipriano e Vil de Souto;544;175;313;39;17;
;16G182327: São João de Lourosa;1478;336;928;131;83;
;16G182329: São Pedro de France;813;353;407;37;16;
;16G182317: Silgueiros;1588;510;913;106;59;
;16G182335: União das freguesias de Barreiros e Cepões;648;274;337;25;12;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;1254;304;801;89;60;
;16G182338: Faíl e Vila Chã de Sá;781;180;525;42;34;
;16G182341: Viseu;135;45;67;15;8;
;16G1824: Vouzela;4353;1447;2493;277;136;
;16G182401: Alcofra;492;190;268;23;11;
;16G182403: Campia;876;269;534;57;16;
;16G182407: Fornelo do Monte;183;99;75;8;1;
;16G182409: Queirã;917;287;498;74;58;
;16G182410: São Miguel do Mato;212;48;141;12;11;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;653;247;366;31;9;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;250;59;158;22;11;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;352;99;212;28;13;
;16G182411: Ventosa;418;149;241;22;6;
;16H: Beira Baixa;31152;11874;15946;1876;1456;
;16H0502: Castelo Branco;11313;4105;5910;716;582;
;16H050201: Alcains;287;95;153;19;20;
;16H050202: Almaceda;523;292;216;10;5;
;16H050203: Benquerenças;499;133;298;38;30;
;16H050205: Castelo Branco;1188;233;703;129;123;
;16H050211: Lardosa;431;130;255;18;28;
;16H050212: Louriçal do Campo;295;103;161;18;13;
;16H050214: Malpica do Tejo;604;337;186;43;38;
;16H050216: Monforte da Beira;461;241;170;21;29;
;16H050220: Salgueiro do Campo;591;158;352;41;40;
;16H050221: Santo André das Tojeiras;776;366;339;45;26;
;16H050222: São Vicente da Beira;710;270;401;30;9;
;16H050223: Sarzedas;1202;467;651;66;18;
;16H050225: Tinalhas;169;62;86;9;12;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;298;67;191;19;21;
;16H050227: União das freguesias de Escalos de Baixo e Mata;675;262;333;34;46;
;16H050228: União das freguesias de Escalos de Cima e Lousa;1029;369;539;82;39;
;16H050229: União das freguesias de Freixial e Juncal do Campo;680;211;391;35;43;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;450;173;236;27;14;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;445;136;249;32;28;
;16H0505: Idanha-a-Nova;4901;1972;2334;301;294;
;16H050502: Aldeia de Santa Margarida;338;123;173;27;15;
;16H050505: Ladoeiro;857;318;438;49;52;
;16H050506: Medelim;161;44;79;13;25;
;16H050509: Oledo;175;77;74;12;12;
;16H050510: Penha Garcia;301;172;102;13;14;
;16H050511: Proença-a-Velha;250;81;138;18;13;
;16H050512: Rosmaninhal;363;153;163;28;19;
;16H050514: São Miguel de Acha;307;132;146;16;13;
;16H050516: Toulões;224;108;96;6;14;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;567;173;295;51;48;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;330;114;172;16;28;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;571;342;201;12;16;
;16H050521: União das freguesias de Zebreira e Segura;457;135;257;40;25;
;16H0506: Oleiros;3907;1531;2074;201;101;
;16H050601: Álvaro;215;80;119;8;8;
;16H050603: Cambas;191;96;85;8;2;
;16H050613: Estreito-Vilar Barroco;686;316;333;20;17;
;16H050605: Isna;268;82;162;18;6;
;16H050606: Madeirã;140;37;92;10;1;
;16H050607: Mosteiro;209;80;104;20;5;
;16H050614: Oleiros-Amieira;1548;552;859;91;46;
;16H050609: Orvalho;340;154;159;21;6;
;16H050610: Sarnadas de São Simão;172;95;66;1;10;
;16H050611: Sobral;138;39;95;4;- -;
;16H0507: Penamacor;3655;1630;1690;204;131;
;16H050704: Aranhas;217;101;95;11;10;
;16H050706: Benquerença;573;232;296;24;21;
;16H050707: Meimão;272;133;118;17;4;
;16H050708: Meimoa;358;139;190;18;11;
;16H050710: Penamacor;584;210;303;46;25;
;16H050711: Salvador;239;149;85;4;1;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;675;313;292;39;31;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;541;274;211;35;21;
;16H050712: Vale da Senhora da Póvoa;196;79;100;10;7;
;16H0508: Proença-a-Nova;4828;1789;2592;263;184;
;16H050802: Montes da Senhora;678;269;327;45;37;
;16H050805: São Pedro do Esteval;586;247;295;31;13;
;16H050807: União das freguesias de Proença-a-Nova e Peral;2033;623;1225;102;83;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1531;650;745;85;51;
;16H0511: Vila Velha de Ródão;2548;847;1346;191;164;
;16H051101: Fratel;668;264;321;59;24;
;16H051102: Perais;615;175;347;51;42;
;16H051103: Sarnadas de Ródão;397;114;223;26;34;
;16H051104: Vila Velha de Ródão;868;294;455;55;64;
;16I: Médio Tejo;46467;15210;26252;3215;1790;
;16I1401: Abrantes;4884;1277;2915;394;298;
;16I140104: Bemposta;297;83;146;32;36;
;16I140119: Carvalhal;152;47;102;2;1;
;16I140118: Fontes;302;53;217;25;7;
;16I140105: Martinchel;342;86;251;2;3;
